Layers,Nodes,Function,train MSE,test MSE
2,8,exp(-x**2),2.0451250293263e-06,1.756878077685542e-06
2,16,x,2.3831441922084196e-06,2.3686982331128092e-06
2,16,x**2,0.00030181085458025336,0.0001388117525493726
2,16,x**3,0.03203151375055313,0.026244396343827248
2,16,x**4,7.197335243225098,2.455925941467285
2,16,x**5,105.35448455810547,71.41686248779297
2,16,1/x,4703.396484375,9088.630859375
2,16,1/x**2,8357560832.0,14642063360.0
2,16,1/x**3,84943673753600.0,54651676262400.0
2,16,1/x**4,74680329306112.0,59168182501376.0
2,16,1/x**5,1747669705818112.0,130481005789184.0
2,16,sin(x),2.4382409264944727e-06,2.208675368819968e-06
2,16,cos(x),5.4036685469327495e-05,3.0448918550973758e-05
2,16,sin(2x),0.0002964231825899333,0.00019250948389526457
2,16,cos(2x),0.00018481079314369708,7.43633063393645e-05
2,16,sin(x**2),0.010918083600699902,0.014343652874231339
2,16,cos(x**2),0.005461573600769043,0.011380057781934738
2,16,tan(x),654.3053588867188,70.88320922851562
2,16,exp(x),0.007875611074268818,0.0030578768346458673
2,16,sqrt(x),0.0003742449334822595,0.00028747724718414247
2,16,log(x),0.03208592161536217,0.045997485518455505
2,16,exp(-x**2),7.1173603828356136e-06,7.474904577975394e-06
2,64,x,1.3546623449656181e-05,1.5210131095955148e-05
2,64,x**2,9.115641296375543e-05,7.109664875315502e-05
2,64,x**3,0.0002411539462627843,0.00029407869442366064
2,64,x**4,0.01788817159831524,0.007764222100377083
2,64,x**5,14.003392219543457,0.9082890152931213
2,64,1/x,4591.7822265625,9548.2998046875
2,64,1/x**2,8196326912.0,14265009152.0
2,64,1/x**3,84869426184192.0,54564761894912.0
2,64,1/x**4,73829019811840.0,58546125275136.0
2,64,1/x**5,1747459789291520.0,130413737541632.0
2,64,sin(x),1.9717033865163103e-05,2.1436664610519074e-05
2,64,cos(x),5.630288796965033e-06,2.5194790396199096e-06
2,64,sin(2x),6.423683953471482e-05,4.793274274561554e-05
2,64,cos(2x),6.12568182987161e-05,2.8740629204548895e-05
2,64,sin(x**2),0.005112963728606701,0.005453987047076225
2,64,cos(x**2),0.0025389371439814568,0.004681856371462345
2,64,tan(x),647.0508422851562,71.06326293945312
2,64,exp(x),0.0007988985744304955,0.0002998476556967944
2,64,sqrt(x),0.00023821808281354606,0.00018849583284463733
2,64,log(x),0.025266706943511963,0.03769809007644653
2,64,exp(-x**2),2.9663627287845884e-07,2.811881927300419e-07
2,128,x,1.5986240953225206e-07,1.623290160068791e-07
2,128,x**2,0.00012761380639858544,0.00012193672591820359
2,128,x**3,0.0003252832975704223,0.0001343680778518319
2,128,x**4,0.0056739142164587975,0.003845271421596408
2,128,x**5,0.15298908948898315,0.021475989371538162
2,128,1/x,4466.7001953125,9975.09765625
2,128,1/x**2,8132524032.0,14096124928.0
2,128,1/x**3,84727969087488.0,54396029239296.0
2,128,1/x**4,72678505447424.0,57734661668864.0
2,128,1/x**5,1747031500521472.0,130280652275712.0
2,128,sin(x),5.648180831485661e-06,6.6389657149557024e-06
2,128,cos(x),9.099159797187895e-06,8.962113497545943e-06
2,128,sin(2x),0.00010562777606537566,6.072425458114594e-05
2,128,cos(2x),2.743450204434339e-05,2.4845310690579936e-05
2,128,sin(x**2),0.0027863329742103815,0.003265673527494073
2,128,cos(x**2),0.002358483849093318,0.004111787769943476
2,128,tan(x),641.300537109375,69.75563049316406
2,128,exp(x),9.068784856935963e-05,5.4701824410585687e-05
2,128,sqrt(x),0.0002615524281281978,0.00021278081112541258
2,128,log(x),0.02444745972752571,0.036776427179574966
2,128,exp(-x**2),4.386303317005513e-06,3.995678071078146e-06
3,4,x,0.0002984989550895989,3.732924960786477e-05
3,4,x**2,0.005916424561291933,0.004187196958810091
3,4,x**3,4.061887264251709,2.6481478214263916
3,4,x**4,2.9964191913604736,1.3286316394805908
3,4,x**5,921.9539184570312,424.73162841796875
3,4,1/x,4666.3134765625,9201.4697265625
3,4,1/x**2,8354798592.0,14636968960.0
3,4,1/x**3,84943480815616.0,54651445575680.0
3,4,1/x**4,74667738005504.0,59158787260416.0
3,4,1/x**5,1747667960987648.0,130480368254976.0
3,4,sin(x),0.0008231813553720713,0.00031355564715340734
3,4,cos(x),0.00013883084466215223,7.629720494151115e-05
3,4,sin(2x),0.004203035496175289,0.004882072098553181
3,4,cos(2x),0.0012599386973306537,0.0009646760881878436
3,4,sin(x**2),0.012747553177177906,0.01763354241847992
3,4,cos(x**2),0.0028969545383006334,0.0058736857026815414
3,4,tan(x),657.8794555664062,69.00079345703125
3,4,exp(x),0.030964158475399017,0.016999907791614532
3,4,sqrt(x),0.0004528682038653642,0.0003593553847167641
3,4,log(x),0.0288243368268013,0.039394013583660126
3,4,exp(-x**2),5.277589139041083e-07,4.3184661535633495e-07
3,8,x,3.898256181855686e-06,3.981078407377936e-06
3,8,x**2,0.00017256812134291977,9.989371756091714e-05
3,8,x**3,0.004459852818399668,0.0029657643754035234
3,8,x**4,0.34082669019699097,0.21455013751983643
3,8,x**5,25.638721466064453,6.876864433288574
3,8,1/x,4544.78955078125,9520.6357421875
3,8,1/x**2,8206611968.0,14328088576.0
3,8,1/x**3,84915899072512.0,54619325595648.0
3,8,1/x**4,74073547735040.0,58716388851712.0
3,8,1/x**5,1747607294574592.0,130460814409728.0
3,8,sin(x),4.8418412916362286e-05,1.828177300922107e-05
3,8,cos(x),2.3369446353171952e-05,1.4138225196802523e-05
3,8,sin(2x),0.0001910729188239202,0.00012838406837545335
3,8,cos(2x),0.0002510279882699251,3.232286326237954e-05
3,8,sin(x**2),0.00647119851782918,0.007736326660960913
3,8,cos(x**2),0.0027598512824624777,0.00560784712433815
3,8,tan(x),654.568603515625,70.64656066894531
3,8,exp(x),0.0015348794404417276,0.0005877160001546144
3,8,sqrt(x),0.00028673841734416783,0.00022214045748114586
3,8,log(x),0.017745565623044968,0.026646843180060387
3,8,exp(-x**2),9.012694590637693e-07,8.005602012417512e-07
3,16,x,1.5522716694249539e-06,1.3486434227161226e-06
3,16,x**2,0.00016263673023786396,9.687236160971224e-05
3,16,x**3,0.0008969642804004252,0.0008855086634866893
3,16,x**4,0.04120367392897606,0.03414790704846382
3,16,x**5,4.393770694732666,2.0110340118408203
3,16,1/x,4335.45654296875,10087.984375
3,16,1/x**2,8025847296.0,13885099008.0
3,16,1/x**3,84792829804544.0,54474341089280.0
3,16,1/x**4,71864281989120.0,57045369749504.0
3,16,1/x**5,1747322484555776.0,130373514166272.0
3,16,sin(x),5.204793978919042e-06,6.5854342210514005e-06
3,16,cos(x),9.048793799593113e-06,9.287639841204509e-06
3,16,sin(2x),1.379243713017786e-05,1.2955598322150763e-05
3,16,cos(2x),5.1819024520227686e-05,4.165670907241292e-05
3,16,sin(x**2),0.0010939667699858546,0.0003588535182643682
3,16,cos(x**2),0.0022935683373361826,0.004192643333226442
3,16,tan(x),628.0296630859375,66.27130126953125
3,16,exp(x),0.00022421590983867645,0.0002379541110713035
3,16,sqrt(x),9.301782847614959e-05,9.887649503070861e-05
3,16,log(x),0.01501940842717886,0.023746220394968987
3,16,exp(-x**2),3.4402333426442055e-07,3.71137645061026e-07
3,64,x,3.505404322368122e-08,4.0432123427081024e-08
3,64,x**2,0.0012861252762377262,0.0012741227401420474
3,64,x**3,0.0010632833000272512,0.0011193155078217387
3,64,x**4,0.003036275040358305,0.0021847544703632593
3,64,x**5,10.729656219482422,13.217049598693848
3,64,1/x,3450.5576171875,12351.822265625
3,64,1/x**2,6792448000.0,10899211264.0
3,64,1/x**3,82281347678208.0,51070868914176.0
3,64,1/x**4,58628312662016.0,46860723027968.0
3,64,1/x**5,1733100371443712.0,126840979062784.0
3,64,sin(x),5.142615009390283e-06,5.507660262082936e-06
3,64,cos(x),3.0108988084975863e-06,3.107310021732701e-06
3,64,sin(2x),0.00022978127526585013,0.00023010805307421833
3,64,cos(2x),8.540842100046575e-05,7.823154010111466e-05
3,64,sin(x**2),4.941339648212306e-05,2.8731919883284718e-05
3,64,cos(x**2),0.0009717963403090835,0.0007225900772027671
3,64,tan(x),572.8658447265625,52.24723815917969
3,64,exp(x),0.00015301017265301198,8.355807221960276e-05
3,64,sqrt(x),5.662633338943124e-05,6.588576070498675e-05
3,64,log(x),0.008259366266429424,0.0147450752556324
3,64,exp(-x**2),5.135419769430882e-07,4.869968961429549e-07
3,128,x,3.9293820464081364e-07,4.2596718685672386e-07
3,128,x**2,0.0002644600172061473,0.0003323890268802643
3,128,x**3,0.001003406709060073,0.000590322888456285
3,128,x**4,0.12018142640590668,0.03476281091570854
3,128,x**5,2.1260390281677246,2.0381577014923096
3,128,1/x,3345.843505859375,13027.240234375
3,128,1/x**2,5633798144.0,8164903424.0
3,128,1/x**3,81011949961216.0,49211882078208.0
3,128,1/x**4,43577740623872.0,34987703271424.0
3,128,1/x**5,1714151646822400.0,124054711304192.0
3,128,sin(x),2.3695965865044855e-06,2.8927343009854667e-06
3,128,cos(x),2.7499238512973534e-06,2.592882083263248e-06
3,128,sin(2x),3.1717387173557654e-05,3.080105307162739e-05
3,128,cos(2x),3.4138085993618006e-06,3.881460997945396e-06
3,128,sin(x**2),0.00025756118702702224,0.0002724550722632557
3,128,cos(x**2),0.0003655427135527134,0.0001896027970360592
3,128,tan(x),552.950439453125,59.61757278442383
3,128,exp(x),0.0002587930648587644,0.00024640222545713186
3,128,sqrt(x),5.917647649766877e-05,6.439066783059388e-05
3,128,log(x),0.007107606623321772,0.013339743949472904
3,128,exp(-x**2),1.1402403288229834e-07,1.2840868635066727e-07
4,4,x,5.445695023809094e-06,4.803705905942479e-06
4,4,x**2,0.004635277669876814,0.0014948194148018956
4,4,x**3,0.0458269938826561,0.01665075123310089
4,4,x**4,15.419188499450684,0.5999100208282471
4,4,x**5,78.11699676513672,44.57524490356445
4,4,1/x,4572.98193359375,9249.4296875
4,4,1/x**2,8367433728.0,14660415488.0
4,4,1/x**3,84944596500480.0,54652750004224.0
4,4,1/x**4,74691863642112.0,59176768241664.0
4,4,1/x**5,1747672121737216.0,130481802706944.0
4,4,sin(x),9.390086779603735e-05,4.6996388846309856e-05
4,4,cos(x),0.00014784600352868438,5.9655518271028996e-05
4,4,sin(2x),0.00019574901671148837,0.00011457983055151999
4,4,cos(2x),0.00036987141356803477,0.00011611411173362285
4,4,sin(x**2),0.008242671377956867,0.009821321815252304
4,4,cos(x**2),0.005636592395603657,0.011069592088460922
4,4,tan(x),644.9688720703125,69.1968765258789
4,4,exp(x),0.013415113091468811,0.0036757350899279118
4,4,sqrt(x),0.0005126876058056951,0.00042873676284216344
4,4,log(x),0.0452706404030323,0.059901345521211624
4,4,exp(-x**2),3.1016276125228615e-07,3.169975286709814e-07
4,8,x,1.1070106893384946e-06,1.0108486776516656e-06
4,8,x**2,0.0001411852426826954,9.058791329152882e-05
4,8,x**3,0.018466010689735413,0.017147330567240715
4,8,x**4,0.04096539318561554,0.07866039872169495
4,8,x**5,2.070669174194336,1.5738612413406372
4,8,1/x,4394.046875,9996.64453125
4,8,1/x**2,7878624768.0,13510523904.0
4,8,1/x**3,84346497138688.0,53934160871424.0
4,8,1/x**4,66020303699968.0,52551122681856.0
4,8,1/x**5,1746790177046528.0,130199953866752.0
4,8,sin(x),8.640682267468947e-07,5.385437589211506e-07
4,8,cos(x),2.0646208213292994e-05,9.952835171134211e-06
4,8,sin(2x),2.036651858361438e-05,1.163756587629905e-05
4,8,cos(2x),0.0001842813508119434,2.3328233510255814e-05
4,8,sin(x**2),0.001550782355479896,0.0009497377322986722
4,8,cos(x**2),0.002242585178464651,0.004361073486506939
4,8,tan(x),649.1900634765625,68.32242584228516
4,8,exp(x),0.00046901433961465955,0.00021053206000942737
4,8,sqrt(x),0.00012603806680999696,0.00011779914348153397
4,8,log(x),0.024990350008010864,0.0364091619849205
4,8,exp(-x**2),1.1710833405231824e-06,1.0549981652729912e-06
4,16,x,1.9397444361857197e-07,1.6704053962257603e-07
4,16,x**2,9.141938789980486e-05,5.7098615798167884e-05
4,16,x**3,0.0005442530964501202,0.0004914633464068174
4,16,x**4,0.025169886648654938,0.020611893385648727
4,16,x**5,0.06341005116701126,0.05156480893492699
4,16,1/x,3677.385986328125,11580.8701171875
4,16,1/x**2,7122533888.0,11651780608.0
4,16,1/x**3,81892586029056.0,50677329952768.0
4,16,1/x**4,53304776196096.0,43038671896576.0
4,16,1/x**5,1736146308562944.0,127654044893184.0
4,16,sin(x),7.244813332363265e-06,8.256409273599274e-06
4,16,cos(x),4.951465598423965e-06,4.2631504584278446e-06
4,16,sin(2x),2.9671773518202826e-05,2.781539296847768e-05
4,16,cos(2x),9.64697464951314e-05,3.189247217960656e-05
4,16,sin(x**2),4.503672607825138e-05,6.196717004058883e-05
4,16,cos(x**2),0.0015222992515191436,0.0026995602529495955
4,16,tan(x),590.7864379882812,64.07778930664062
4,16,exp(x),8.31645229482092e-05,0.00010142421524506062
4,16,sqrt(x),7.132041355362162e-05,7.982652459759265e-05
4,16,log(x),0.0046655526384711266,0.007938269525766373
4,16,exp(-x**2),2.144159680028679e-06,2.1173045752220787e-06
4,64,x,1.3061215895504574e-06,1.366252263323986e-06
4,64,x**2,0.00010427470260765404,9.427346230950207e-05
4,64,x**3,0.005737410392612219,0.00574583699926734
4,64,x**4,0.0179249569773674,0.009329778142273426
4,64,x**5,0.32909950613975525,0.16129426658153534
4,64,1/x,4707.07958984375,8437.4248046875
4,64,1/x**2,3935359488.0,3888001280.0
4,64,1/x**3,65914229751808.0,28983829725184.0
4,64,1/x**4,3704154750976.0,1029896339456.0
4,64,1/x**5,1678079961333760.0,114349486112768.0
4,64,sin(x),8.763190635363571e-07,9.418889135304198e-07
4,64,cos(x),5.9053672885056585e-06,5.612906534224749e-06
4,64,sin(2x),6.061042950022966e-05,6.601200584555045e-05
4,64,cos(2x),5.244557542027906e-06,5.901980784983607e-06
4,64,sin(x**2),3.237247801735066e-05,3.317101072752848e-05
4,64,cos(x**2),0.0016867511440068483,0.003923885524272919
4,64,tan(x),554.2788696289062,51.46769714355469
4,64,exp(x),5.771885844296776e-05,4.204977449262515e-05
4,64,sqrt(x),3.1614861654816195e-05,3.509437010507099e-05
4,64,log(x),0.0073027038015425205,0.01366774644702673
4,64,exp(-x**2),1.2200642629522918e-07,1.2280918326723622e-07
4,128,x,2.496973365850863e-06,2.9974769404361723e-06
4,128,x**2,0.00034036071156151593,0.00023786592646501958
4,128,x**3,0.0017954747891053557,0.0004368338850326836
4,128,x**4,0.005142783280462027,0.0028885588981211185
4,128,x**5,0.47037121653556824,0.7114370465278625
4,128,1/x,4766.5849609375,8560.1279296875
4,128,1/x**2,3072204800.0,2616947456.0
4,128,1/x**3,48728551456768.0,7488368803840.0
4,128,1/x**4,677285986304.0,178670387200.0
4,128,1/x**5,1602680736710656.0,68435551715328.0
4,128,sin(x),2.267831405333709e-05,2.532574399083387e-05
4,128,cos(x),2.8486037990660407e-05,2.4467282855766825e-05
4,128,sin(2x),6.840947753516957e-05,7.517660560552031e-05
4,128,cos(2x),4.295836333767511e-06,4.801062914339127e-06
4,128,sin(x**2),0.0001308530627284199,0.00012076866551069543
4,128,cos(x**2),0.0016327257035300136,0.0020186463370919228
4,128,tan(x),608.0682983398438,61.948585510253906
4,128,exp(x),0.0003007632330991328,0.00036107987398281693
4,128,sqrt(x),3.48909743479453e-05,3.6351197195472196e-05
4,128,log(x),0.004735225811600685,0.008265775628387928
4,128,exp(-x**2),6.844975359854288e-07,7.29410828625987e-07
1,32,x,5.648715841743979e-07,4.898414545095875e-07
1,32,x**2,0.0016122370725497603,0.0006077676662243903
1,32,x**3,0.23915895819664001,0.08205914497375488
1,32,x**4,26.47471046447754,11.593947410583496
1,32,x**5,564.364501953125,204.72962951660156
1,32,1/x,4785.0400390625,8851.5126953125
1,32,1/x**2,8365931520.0,14657645568.0
1,32,1/x**3,84944470671360.0,54652594814976.0
1,32,1/x**4,74690898952192.0,59176063598592.0
1,32,1/x**5,1747671719084032.0,130481634934784.0
1,32,sin(x),1.575876922288444e-05,1.424699803465046e-05
1,32,cos(x),0.0007496064063161612,0.00043823651503771544
1,32,sin(2x),0.019931767135858536,0.01747201569378376
1,32,cos(2x),0.008921192027628422,0.006223930045962334
1,32,sin(x**2),0.07859406620264053,0.11933745443820953
1,32,cos(x**2),0.09361699968576431,0.08243619650602341
1,32,tan(x),657.0808715820312,70.98912811279297
1,32,exp(x),0.030329719185829163,0.01918891631066799
1,32,sqrt(x),0.00263395463116467,0.00237181200645864
1,32,log(x),0.21855071187019348,0.2147231549024582
1,32,exp(-x**2),4.20869437220972e-05,4.3707732402253896e-05
2,32,x,3.156763739298185e-07,3.423936618673906e-07
2,32,x**2,5.838488868903369e-05,4.275653918739408e-05
2,32,x**3,0.001388262608088553,0.001010095002129674
2,32,x**4,0.9807900190353394,0.22185146808624268
2,32,x**5,49.15719985961914,20.568262100219727
2,32,1/x,4651.15185546875,9316.3720703125
2,32,1/x**2,8294456832.0,14511904768.0
2,32,1/x**3,84933146050560.0,54639437283328.0
2,32,1/x**4,74551060856832.0,59072212631552.0
2,32,1/x**5,1747642459619328.0,130472147419136.0
2,32,sin(x),4.733323748951079e-06,4.996820280211978e-06
2,32,cos(x),2.5109520720434375e-05,1.0603856026136782e-05
2,32,sin(2x),0.0001091104859369807,9.991374827222899e-05
2,32,cos(2x),0.00022146341507323086,7.979887595865875e-05
2,32,sin(x**2),0.008088096976280212,0.01011410728096962
2,32,cos(x**2),0.0038608359172940254,0.007671055383980274
2,32,tan(x),652.2410278320312,69.91120910644531
2,32,exp(x),0.0031458036974072456,0.0022922682110220194
2,32,sqrt(x),0.000250656419666484,0.00019200978567823768
2,32,log(x),0.027559809386730194,0.040219325572252274
2,32,exp(-x**2),2.241051333840005e-06,2.231347025372088e-06
3,32,x,4.846046977036167e-07,5.193865035835188e-07
3,32,x**2,6.186751124914736e-05,3.491754978313111e-05
3,32,x**3,0.0005262816557660699,0.0005277408054098487
3,32,x**4,0.020490404218435287,0.019427930936217308
3,32,x**5,0.12376189976930618,0.09230902045965195
3,32,1/x,3797.955810546875,11733.4765625
3,32,1/x**2,7854077952.0,13418734592.0
3,32,1/x**3,84152334417920.0,53691210006528.0
3,32,1/x**4,65601707966464.0,52156094742528.0
3,32,1/x**5,1745579801575424.0,129824865648640.0
3,32,sin(x),8.174484719347674e-06,8.226947102230042e-06
3,32,cos(x),2.7921373657591175e-06,2.1540149646170903e-06
3,32,sin(2x),8.387954949284904e-06,5.561713351198705e-06
3,32,cos(2x),4.319980871514417e-05,4.535469270194881e-05
3,32,sin(x**2),0.0005032616318203509,0.000878729741089046
3,32,cos(x**2),0.001483450410887599,0.0024678155314177275
3,32,tan(x),611.8119506835938,57.202945709228516
3,32,exp(x),0.001008607679978013,0.0007171683246269822
3,32,sqrt(x),0.0001473067095503211,0.00013565743574872613
3,32,log(x),0.009072480723261833,0.01559958141297102
3,32,exp(-x**2),5.113329848427384e-07,5.041572990194254e-07
4,32,x,1.2580863995026448e-06,1.48401636579365e-06
4,32,x**2,0.00021845826995559037,0.0002403337712166831
4,32,x**3,0.002251967554911971,0.002333869691938162
4,32,x**4,0.012970613315701485,0.014419479295611382
4,32,x**5,0.12776629626750946,0.08558628708124161
4,32,1/x,4710.1337890625,8436.125
4,32,1/x**2,5163154432.0,6859898368.0
4,32,1/x**3,79526822412288.0,47211916296192.0
4,32,1/x**4,22659163226112.0,14247068172288.0
4,32,1/x**5,1699101007675392.0,121127774978048.0
4,32,sin(x),9.092076652450487e-06,9.478168976784218e-06
4,32,cos(x),5.772039003204554e-06,5.792786851088749e-06
4,32,sin(2x),2.6778076062328182e-05,1.95850407180842e-05
4,32,cos(2x),1.5683075616834685e-05,1.956054438778665e-05
4,32,sin(x**2),0.00010347297211410478,0.00010061308421427384
4,32,cos(x**2),0.0007342572789639235,0.0006116996519267559
