Layers,Nodes,Function,train MSE,test MSE,R2 Score,time
3,6,III.15.27,0.0559772253036499,0.04647693783044815,0.9911713600158691,0.4403832000680268
3,6,III.7.38,0.0017120069824159145,0.0016752444207668304,0.9921547770500183,0.30050940020009875
3,10,I.12.1,0.0007306358311325312,0.0006125006475485861,0.994064450263977,0.2331687998957932
3,10,I.12.4,1.6418602172052488e-05,2.3201509975478984e-05,0.9928888082504272,6.94080900028348
3,10,I.12.5,0.0007536610937677324,0.000749609200283885,0.992735743522644,0.289695099927485
3,10,I.14.3,0.00036528531927615404,0.0003448344359640032,0.9914417266845703,1.401159199886024
3,10,I.14.4,7.445472874678671e-05,7.440186891471967e-05,0.991301953792572,1.1608728002756834
3,10,I.18.12,0.00263736373744905,0.0028809416107833385,0.9421277046203613,14.272639899980277
3,10,I.18.16,0.002796191954985261,0.0036918872501701117,0.8023360967636108,14.49727310007438
3,10,I.25.13,0.00269026099704206,0.0026020472869277,0.9917045831680298,0.3397308001294732
3,10,I.26.2,0.0021377597004175186,0.0018864321755245328,0.9913102984428406,0.40153770009055734
3,10,I.27.6,0.00020439561922103167,0.0002400583471171558,0.9923421144485474,0.6354013998061419
3,10,I.30.5,0.0011631129309535027,0.0009771871846169233,0.9938040971755981,0.293248999863863
3,10,I.43.16,0.00014377350453287363,0.0001517851633252576,0.9936496019363403,1.2948612999171019
3,10,I.47.23,0.00021007153554819524,0.00020593822409864515,0.9951381683349609,0.9790050000883639
3,10,II.10.9,0.0004472720611374825,0.0004010044503957033,0.9932915568351746,0.4584010997787118
3,10,II.13.17,0.00010831220424734056,8.521782729076222e-05,0.9901061058044434,2.610864699818194
3,10,II.15.4,0.0004839700704906136,0.0004911678843200207,0.9915482997894287,0.8442228999920189
3,10,II.15.5,0.0003651318547781557,0.0004075259785167873,0.9929875731468201,1.3056426998227835
3,10,II.2.42,0.0001252044312423095,0.0001794781710486859,0.9907662272453308,3.999096800107509
3,10,II.27.16,0.00017380245844833553,0.00016649813915137202,0.9904033541679382,0.7489304998889565
3,10,II.27.18,0.00020963035058230162,0.00018009470659308136,0.9947364330291748,0.39447590010240674
3,10,II.3.24,1.2519821211753879e-05,9.835767741606105e-06,0.9949736595153809,4.513939900323749
3,10,II.34.11,0.001330666127614677,0.001314458902925253,0.7800233364105225,17.42517130030319
3,10,II.34.29b,8.505259029334411e-05,0.0001217546159750782,0.9901134371757507,13.174422899726778
3,10,II.38.14,7.210247713373974e-05,8.001882815733552e-05,0.9929048418998718,0.39373130025342107
3,10,II.38.3,0.0002548690827097744,0.00023827821132726967,0.9900309443473816,1.8210920002311468
3,10,II.4.23,8.175038601621054e-06,7.78024968894897e-06,0.9907863736152649,2.6391473999246955
3,10,II.8.31,8.895867358660325e-05,8.815863111522049e-05,0.9905014038085938,0.4982533003203571
3,10,III.12.43,0.0004920041537843645,0.00046782876597717404,0.9901584982872009,0.3386837998405099
3,10,III.15.27,0.07319176942110062,0.05176034942269325,0.9901677370071411,0.27976079983636737
3,10,III.7.38,0.0017052303301170468,0.0016582404496148229,0.9922344088554382,0.6748266001231968
3,14,I.12.1,0.0008624609326943755,0.0008482862031087279,0.9917795062065125,0.23411989957094193
3,14,I.12.4,2.738163311732933e-05,3.073803964070976e-05,0.9905788898468018,2.207363300025463
3,14,I.12.5,0.0004399686004035175,0.00041286845225840807,0.9959990382194519,0.38883320009335876
3,14,I.14.3,0.0002777885238174349,0.000283657805994153,0.9929600358009338,0.40456279972568154
3,14,I.14.4,6.865558680146933e-05,6.513066909974441e-05,0.9923858046531677,1.008959800004959
3,14,I.18.12,0.0032328967936336994,0.0034014612901955843,0.9316715002059937,15.086931800004095
3,14,I.18.16,0.0033828243613243103,0.0037718398962169886,0.7980554103851318,16.337326200213283
3,14,I.25.13,0.0016109072603285313,0.0017573654185980558,0.9943974614143372,0.17280380008742213
3,14,I.26.2,0.0018194508738815784,0.0018468039343133569,0.9914928674697876,1.271835200022906
3,14,I.27.6,0.0002476967638358474,0.00027477534604258835,0.9912346601486206,0.46062529971823096
3,14,I.30.5,0.0016452536219730973,0.0014287709491327405,0.9909407496452332,0.41982420021668077
3,14,I.43.16,0.00018643049406819046,0.00017826615658123046,0.9925417304039001,1.879031099844724
3,14,I.47.23,0.00036324269603937864,0.00035035618930123746,0.9917287826538086,0.2949640001170337
3,14,II.10.9,0.0005656952271237969,0.0005951953935436904,0.9900429248809814,0.5768987997435033
3,14,II.13.17,0.0001237221440533176,8.547643665224314e-05,0.9900760650634766,1.462196399923414
3,14,II.15.4,0.00037799024721607566,0.00038826538366265595,0.9933189749717712,0.7449646000750363
3,14,II.15.5,0.0005016570212319493,0.000535234808921814,0.9907900094985962,0.4562846999615431
3,14,II.2.42,0.00018641367205418646,0.0001930574799189344,0.9900676012039185,2.461058699991554
3,14,II.27.16,9.926007624017075e-05,0.00010495972674107179,0.9939503073692322,1.0980325997807086
3,14,II.27.18,0.0003215377510059625,0.00033997531863860786,0.9900637269020081,0.3822615002281964
3,14,II.3.24,1.5301853636628948e-05,1.1504730537126306e-05,0.9941207766532898,0.793391200248152
3,14,II.34.11,5.4755379096604884e-05,5.2991930715506896e-05,0.9911317229270935,1.3944081999361515
3,14,II.34.29b,0.00010515090980334207,0.00011534087389009073,0.9906342625617981,1.678432300221175
3,14,II.38.14,7.327066123252735e-05,7.632950291736051e-05,0.993232011795044,0.5242946995422244
3,14,II.38.3,0.0002551543584559113,0.00019543731468729675,0.9918233156204224,1.2581556998193264
3,14,II.4.23,8.525425073457882e-06,7.207648195617367e-06,0.9914644956588745,1.212840000167489
3,14,II.8.31,8.524260920239612e-05,8.673693082528189e-05,0.9906545877456665,0.569450399838388
3,14,III.12.43,0.00033870365587063134,0.0002785426040645689,0.9941404461860657,0.31470469990745187
3,14,III.15.27,0.05615705996751785,0.048733554780483246,0.9907426834106445,0.47200269997119904
3,14,III.7.38,0.0018365930300205946,0.001745601068250835,0.9918252825737,0.583578999619931
3,18,I.12.1,0.0005388435674831271,0.0005019358359277248,0.9951359033584595,0.5449864999391139
3,18,I.12.4,2.9945362257421948e-05,3.0512695957440883e-05,0.9906479120254517,2.0629204004071653
3,18,I.12.5,0.000758663984015584,0.0007095665205270052,0.9931238293647766,0.303613499738276
3,18,I.14.3,0.00034970883280038834,0.00033510709181427956,0.9916831254959106,1.2235572002828121
3,18,I.14.4,6.884678441565484e-05,6.217777990968898e-05,0.9927310347557068,0.3629502998664975
3,18,I.18.12,0.004236133303493261,0.004625587724149227,0.9070812463760376,16.635936100035906
3,18,I.18.16,0.002383624203503132,0.0033257107716053724,0.8219411969184875,18.197668599896133
3,18,I.25.13,0.0016641819383949041,0.0012897803680971265,0.9958881139755249,0.19070519972592592
3,18,I.26.2,0.0014272475382313132,0.0013955315807834268,0.9935715794563293,0.7465923000127077
3,18,I.27.6,0.0002919819962698966,0.0003010505170095712,0.9903964400291443,0.25747739989310503
3,18,I.30.5,0.0007213052595034242,0.000729189021512866,0.9953765273094177,0.38629289995878935
3,18,I.43.16,0.00017355041927658021,0.0001647169847274199,0.9931085705757141,0.9100655000656843
3,18,I.47.23,0.00030125860939733684,0.00025700742844492197,0.9939325451850891,0.7490681000053883
3,18,II.10.9,0.00047643063589930534,0.0004374276613816619,0.9926822185516357,0.5047291000373662
3,18,II.13.17,0.00010772483801702037,7.040898344712332e-05,0.9918254613876343,4.891614800319076
3,18,II.15.4,0.0004845560761168599,0.0005321629578247666,0.990842878818512,0.6541656996123493
3,18,II.15.5,0.00040760249248705804,0.0004331047530286014,0.9925473928451538,0.9084477000869811
3,18,II.2.42,0.00010416174336569384,0.00015925760089885443,0.9918065071105957,2.6033417996950448
3,18,II.27.16,0.00014756445307284594,0.00014408382412511855,0.9916952848434448,1.3904099999926984
3,18,II.27.18,0.00032350560650229454,0.0003183503868058324,0.9906957149505615,0.30827790033072233
3,18,II.3.24,1.2514678928710055e-05,1.2800439435523003e-05,0.99345862865448,3.7082000002264977
3,18,II.34.11,6.370338087435812e-05,5.55867918592412e-05,0.99069744348526,3.6133810002356768
3,18,II.34.29b,8.346356480615214e-05,0.00011915454524569213,0.9903245568275452,3.159499999601394
3,18,II.38.14,0.00010572813334874809,0.00010338801075704396,0.9908327460289001,0.4078489001840353
3,18,II.38.3,0.0002804173273034394,0.00019771960796788335,0.9917278289794922,1.3246839996427298
3,18,II.4.23,7.1088093136495445e-06,7.891304449003655e-06,0.9906548857688904,1.726965700276196
3,18,II.8.31,5.2324288844829425e-05,5.390189107856713e-05,0.994192361831665,0.45598109997808933
3,18,III.12.43,0.00015783263370394707,0.0001618242240510881,0.9965957999229431,0.23144359979778528
3,18,III.15.27,0.05276171863079071,0.0415257029235363,0.99211186170578,0.6390641001053154
3,18,III.7.38,0.0018647556426003575,0.001883778371848166,0.9911782145500183,0.6193225998431444
3,22,I.12.1,0.0008779713534750044,0.0008456164505332708,0.991805374622345,0.36543199978768826
3,22,I.12.4,2.5102841391344555e-05,3.038632894458715e-05,0.9906866550445557,8.715554699767381
3,22,I.12.5,0.00040569415432401,0.0004422581405378878,0.9957141876220703,0.5534940003417432
3,22,I.14.3,0.00035897750058211386,0.00034411795786581933,0.9914594888687134,0.812540499959141
3,22,I.14.4,7.925680256448686e-05,8.24680391815491e-05,0.9903590083122253,0.4837431996129453
3,22,I.18.12,0.003633128246292472,0.0031867381185293198,0.9359848499298096,16.505025699734688
3,22,I.18.16,0.0019288937328383327,0.0026479156222194433,0.8582304120063782,15.858576099853963
3,22,I.25.13,0.002893361495807767,0.0021695601753890514,0.9930833578109741,0.31770649971440434
3,22,I.26.2,0.0015119774034246802,0.0015196175081655383,0.9930000305175781,0.419121399987489
3,22,I.27.6,0.0002931203634943813,0.00028841893072240055,0.9907994270324707,0.7139602000825107
3,22,I.30.5,0.0008654645644128323,0.0008909646421670914,0.994350790977478,0.35840960033237934
3,22,I.43.16,0.00024653103901073337,0.0002363884705118835,0.9901099801063538,0.9109674002975225
3,22,I.47.23,0.00019710396009031683,0.00018892338266596198,0.9955399036407471,0.5364187001250684
3,22,II.10.9,0.0005093088839203119,0.0005131305661052465,0.991415798664093,0.430128900334239
3,22,II.13.17,0.00012501075980253518,8.166562474798411e-05,0.9905185103416443,1.6818804000504315
3,22,II.15.4,0.0003202201332896948,0.00031758699333295226,0.9945351481437683,1.7172635002061725
3,22,II.15.5,0.000558973231818527,0.0005572603549808264,0.9904110431671143,0.7745912000536919
3,22,II.2.42,0.00013100224896334112,0.00017166441830340773,0.991168200969696,4.598160900175571
3,22,II.27.16,0.00015493411046918482,0.00015684528625570238,0.9909597039222717,1.732413100078702
3,22,II.27.18,0.00028953750734217465,0.00023621070431545377,0.9930963516235352,1.2557357996702194
3,22,II.3.24,1.7616432160139084e-05,1.4690082025481388e-05,0.9924929738044739,0.37621300015598536
3,22,II.34.11,5.2467854402493685e-05,5.57022649445571e-05,0.9906781315803528,0.786939799785614
3,22,II.34.29b,7.39546085242182e-05,9.909104846883565e-05,0.9919537305831909,10.15956600010395
3,22,II.38.14,9.907263302011415e-05,9.995274740504101e-05,0.9911373853683472,0.4057877999730408
3,22,II.38.3,0.00021236157044768333,0.00017639290308579803,0.9926201105117798,0.47273140028119087
3,22,II.4.23,9.875749128696043e-06,8.221142707043327e-06,0.9902642369270325,1.2287412001751363
3,22,II.8.31,7.994547195266932e-05,8.96485144039616e-05,0.9903408288955688,0.3693250003270805
3,22,III.12.43,0.00021495672990567982,0.00022817056742496789,0.9952000975608826,0.43627960002049804
3,22,III.15.27,0.05876493826508522,0.04155872389674187,0.9921056032180786,0.42943620029836893
3,22,III.7.38,0.00219297269359231,0.0016780805308371782,0.9921414852142334,0.4296205001883209
3,26,I.12.1,0.0008255952270701528,0.000785820244345814,0.9923848509788513,0.31512860022485256
3,26,I.12.4,2.1975203708279878e-05,2.4988436052808538e-05,0.9923411011695862,2.9724763999693096
3,26,I.12.5,0.000617810117546469,0.0005413747858256102,0.9947537183761597,0.793896900024265
3,26,I.14.3,0.0003146724484395236,0.00030818706727586687,0.992351233959198,0.696138700004667
3,26,I.14.4,6.227795529412106e-05,5.648359001497738e-05,0.9933966994285583,0.36539739975705743
3,26,I.18.12,0.0019679332617670298,0.0021638355683535337,0.956532895565033,16.056932900100946
3,26,I.18.16,0.003032752312719822,0.0035950040910393,0.8075231909751892,16.484759700018913
3,26,I.25.13,0.0005978439003229141,0.0005736174061894417,0.9981712698936462,0.4624506998807192
3,26,I.26.2,0.0018806133884936571,0.001962552312761545,0.990959644317627,0.7468468998558819
3,26,I.27.6,0.0002759053313639015,0.00029461277881637216,0.9906018376350403,0.5732459998689592
3,26,I.30.5,0.0010239065159112215,0.0009101407486014068,0.9942291975021362,0.6375783998519182
3,26,I.43.16,0.0001133988844230771,0.00010083126835525036,0.995781421661377,1.469965800177306
3,26,I.47.23,0.00038633710937574506,0.0003716341743711382,0.9912264347076416,0.7598874000832438
3,26,II.10.9,0.00042556197149679065,0.0004628711030818522,0.9922565817832947,0.31939159985631704
3,26,II.13.17,7.751502562314272e-05,4.288672062102705e-05,0.9950208067893982,2.469192599877715
3,26,II.15.4,0.00035819868207909167,0.00038907205453142524,0.9933050870895386,1.2000241000205278
3,26,II.15.5,0.0009766756556928158,0.0010588711593300104,0.9817796349525452,16.04087130026892
3,26,II.2.42,0.00011171946243848652,0.00017576229583937675,0.9909573793411255,8.841106200125068
3,26,II.27.16,0.00012000316201010719,0.00012475762923713773,0.9928091764450073,6.421557200141251
3,26,II.27.18,0.00021559848391916603,0.00019517391046974808,0.9942957162857056,0.43020790023729205
3,26,II.3.24,1.1560492566786706e-05,1.1985795936197974e-05,0.9938749074935913,0.4863958996720612
3,26,II.34.11,3.401693174964748e-05,3.5274348192615435e-05,0.9940967559814453,1.036259800195694
3,26,II.34.29b,7.167638250393793e-05,0.00012200714991195127,0.990092933177948,2.2666770997457206
3,26,II.38.14,2.347792724322062e-05,2.0545681763906032e-05,0.998178243637085,0.4222821001894772
3,26,II.38.3,0.0002654251002240926,0.0002322772197658196,0.9902819991111755,0.5704434001818299
3,26,II.4.23,8.010809324332513e-06,8.112209798127878e-06,0.9903932809829712,1.0534028001129627
3,26,II.8.31,8.728037937544286e-05,8.761185745242983e-05,0.9905602931976318,0.9085416998714209
3,26,III.12.43,0.00020332122221589088,0.00020534258510451764,0.9956803321838379,0.5578085002489388
3,26,III.15.27,0.05094053968787193,0.04281086102128029,0.99186772108078,0.7482744003646076
3,26,III.7.38,0.0023231180384755135,0.0020619721617549658,0.9903436899185181,0.4977068002335727
3,30,I.12.1,0.00040616991464048624,0.0004004003421869129,0.9961198568344116,0.6208039000630379
3,30,I.12.4,1.5912890376057476e-05,2.9342751076910645e-05,0.9910064935684204,3.5480685997754335
3,30,I.12.5,0.000951924070250243,0.0009313093032687902,0.9909749627113342,0.25961549999192357
3,30,I.14.3,0.00024263106752187014,0.0002470378822181374,0.993868887424469,0.7987238997593522
3,30,I.14.4,5.0704496970865875e-05,4.2683619540184736e-05,0.9950100183486938,0.7185128000564873
3,30,I.18.12,0.003962141927331686,0.004672124981880188,0.9061464071273804,16.835632999893278
3,30,I.18.16,0.003619455499574542,0.004887515213340521,0.7383220195770264,17.3449125001207
3,30,I.25.13,0.0032725753262639046,0.0027173536363989115,0.9913370013237,0.6057874001562595
3,30,I.26.2,0.002085835440084338,0.0018303917022421956,0.9915684461593628,0.6338042002171278
3,30,I.27.6,0.0002594866091385484,0.00027778762159869075,0.9911385774612427,0.601470900233835
3,30,I.30.5,0.0016980705549940467,0.0015687120612710714,0.9900534749031067,0.4614144000224769
3,30,I.43.16,0.00015890270879026502,0.0001597795489942655,0.9933151602745056,0.9428693000227213
3,30,I.47.23,0.0003388737968634814,0.0003275364579167217,0.9922674894332886,0.8249039999209344
3,30,II.10.9,0.0005615196423605084,0.0005285277729853988,0.9911581873893738,0.4798197001218796
3,30,II.13.17,8.43842644826509e-05,4.978668221156113e-05,0.9942197203636169,3.336799700278789
3,30,II.15.4,0.0005718402098864317,0.0005786888650618494,0.9900423288345337,1.3132108999416232
3,30,II.15.5,0.0003164603258483112,0.0003607948892749846,0.9937916994094849,1.0621702000498772
3,30,II.2.42,0.0001127090654335916,0.0001932099839905277,0.9900597333908081,5.440358200110495
3,30,II.27.16,0.00010517086775507778,0.0001189208633149974,0.9931455850601196,2.0001321001909673
3,30,II.27.18,0.00017591869982425123,0.00017665454652160406,0.9948369860649109,0.39072690019384027
3,30,II.3.24,1.5903542589512654e-05,1.2966053873242345e-05,0.9933739900588989,1.9850788996554911
3,30,II.34.11,3.271949026384391e-05,3.44378495356068e-05,0.9942367672920227,1.4728367999196053
3,30,II.34.29b,6.985827349126339e-05,0.00010482797370059416,0.9914879202842712,4.0795196001417935
3,30,II.38.14,0.0001073231251211837,0.00010107734851771966,0.9910376667976379,0.6427365997806191
3,30,II.38.3,0.00015896187687758356,0.000153769928147085,0.9935665726661682,1.4333365997299552
3,30,II.4.23,6.743848189216806e-06,6.46030048301327e-06,0.9923495054244995,0.9856405998580158
3,30,II.8.31,8.215433626901358e-05,7.78459434513934e-05,0.9916124939918518,0.38810679968446493
3,30,III.12.43,0.00021531623497139663,0.00019305314344819635,0.9959388375282288,0.32067849999293685
3,30,III.15.27,0.05370569974184036,0.046698227524757385,0.9911292791366577,0.6714645000174642
3,30,III.7.38,0.0014621274312958121,0.001112343743443489,0.9947908520698547,0.8635556995868683
3,34,I.12.1,0.0006238042842596769,0.0006512234103865921,0.9936891794204712,0.7132210000418127
3,34,I.12.4,1.5158538190007675e-05,1.7547859897604212e-05,0.9946216344833374,4.385621900204569
3,34,I.12.5,0.0007106306729838252,0.000644028652459383,0.9937589168548584,0.5307219000533223
3,34,I.14.3,0.00027973210671916604,0.00026541767874732614,0.9934127330780029,1.0176960998214781
3,34,I.14.4,6.985326035646722e-05,6.30059585091658e-05,0.9926342368125916,0.7714149001985788
3,34,I.18.12,0.0020051083993166685,0.002092661801725626,0.9579626321792603,17.01419149991125
3,34,I.18.16,0.002319963416084647,0.002958894707262516,0.8415805101394653,17.579930699896067
3,34,I.25.13,0.0017688552616164088,0.001351025654003024,0.9956929087638855,0.2594639998860657
3,34,I.26.2,0.0020119929686188698,0.0019996019545942545,0.990788996219635,0.5319614997133613
3,34,I.27.6,0.0003041349700652063,0.0002932210045401007,0.990646243095398,0.6028730999678373
3,34,I.30.5,0.0004944698303006589,0.0005168206407688558,0.9967230558395386,0.7723165000788867
3,34,I.43.16,0.00020187544578220695,0.0002346946275793016,0.9901808500289917,2.649461899884045
3,34,I.47.23,0.00023785147641319782,0.0002334550372324884,0.9944885969161987,0.4018990001641214
3,34,II.10.9,0.00036928727058693767,0.00034126421087421477,0.9942909479141235,0.46288640005514026
3,34,II.13.17,8.49844072945416e-05,3.742662011063658e-05,0.9956547021865845,2.120340600144118
3,34,II.15.4,0.0002843802503775805,0.00031098074396140873,0.9946488738059998,1.082341100089252
3,34,II.15.5,0.00032326907967217267,0.00033568733488209546,0.9942237138748169,1.5337307001464069
3,34,II.2.42,0.00014341541100293398,0.00018848737818188965,0.9903026819229126,7.195335399825126
3,34,II.27.16,0.00017793495499063283,0.00016430490359198302,0.9905297756195068,0.8481794996187091
3,34,II.27.18,0.0002569762000348419,0.00025033761630766094,0.992683470249176,0.3221641997806728
3,34,II.3.24,2.0127215975662693e-05,1.884781158878468e-05,0.9903682470321655,0.9561534002423286
3,34,II.34.11,3.9444199501303956e-05,3.4199598303530365e-05,0.9942766427993774,1.0947814001701772
3,34,II.34.29b,7.339379226323217e-05,0.0001182777268695645,0.9903957843780518,1.242670999839902
3,34,II.38.14,0.00010009226389229298,0.00010637110244715586,0.9905682802200317,0.5877081998623908
3,34,II.38.3,0.00015119528688956052,0.00013784128532279283,0.9942330121994019,2.0298325000330806
3,34,II.4.23,9.242890882887878e-06,7.850924703234341e-06,0.9907026886940002,1.3839203999377787
3,34,II.8.31,6.930068775545806e-05,6.705433770548552e-05,0.9927752614021301,0.4634672999382019
3,34,III.12.43,0.0002565140894148499,0.0002691295521799475,0.9943384528160095,0.3896507997997105
3,34,III.15.27,0.048790574073791504,0.0510484054684639,0.9903029799461365,0.8099587000906467
3,34,III.7.38,0.0024683955125510693,0.0018811741610988975,0.9911903738975525,0.7235061000101268
3,38,I.12.1,0.0009576460579410195,0.0008630352094769478,0.9916365742683411,0.842198200058192
3,38,I.12.4,2.1458667106344365e-05,2.5451088731642812e-05,0.9921993017196655,2.893564200028777
3,38,I.12.5,0.000996546819806099,0.0009321765974164009,0.9909665584564209,0.3311519003473222
3,38,I.14.3,0.00032442546216771007,0.00034882157342508435,0.9913427829742432,1.5427533998154104
3,38,I.14.4,5.653810148942284e-05,5.174592661205679e-05,0.993950605392456,0.46762660006061196
3,38,I.18.12,0.004262810572981834,0.0044847289100289345,0.9099108576774597,18.172172300051898
3,38,I.18.16,0.002066369168460369,0.0039671785198152065,0.7875969409942627,18.075531099922955
3,38,I.25.13,0.002338588470593095,0.001971703954041004,0.9937141537666321,0.40355230029672384
3,38,I.26.2,0.0014789870474487543,0.0014898101799190044,0.9931373000144958,0.396698999684304
3,38,I.27.6,0.0001679365523159504,0.00016827028593979776,0.9946321845054626,0.6734947999939322
3,38,I.30.5,0.0014482316328212619,0.0015373190399259329,0.9902524948120117,0.7961030001752079
3,38,I.43.16,0.00019529448763933033,0.00015910816728137434,0.9933432340621948,1.0469909999519587
3,38,I.47.23,0.0003343394200783223,0.0003130633558612317,0.9926091432571411,0.5549612999893725
3,38,II.10.9,0.0005934220971539617,0.0005463919951580465,0.99085932970047,0.4703593999147415
3,38,II.13.17,8.512790373060852e-05,6.899616710143164e-05,0.9919894337654114,3.718222599942237
3,38,II.15.4,0.0003996979503426701,0.00043115977314300835,0.9925808906555176,0.6114767002873123
3,38,II.15.5,0.0002846195420715958,0.0003438158018980175,0.994083821773529,0.9360243999399245
3,38,II.2.42,0.0001773189433151856,0.0001908399717649445,0.9901816844940186,9.73235740000382
3,38,II.27.16,0.00010825030039995909,0.00011012157483492047,0.9936527609825134,0.5336396000348032
3,38,II.27.18,0.00027420849073678255,0.00029332583653740585,0.9914271235466003,0.6701712999492884
