Grid Size,Function,train MSE,test MSE,R2 Score (Test),R2 Score (Train),time,Level
2,I.29.4,0.00027466699248179793,0.00023560896806884557,0.9979525804519653,0.9975758790969849,6.332264800090343,Medium
2,I.30.3,0.07979204505681992,0.08271294087171555,0.5321052670478821,0.5357595682144165,6.3610104999970645,Hard
2,I.30.5,0.0002666100626811385,0.000156507026986219,0.9990076422691345,0.9984127879142761,2.271128100110218,Easy
2,I.32.17,0.2335321307182312,4.378271102905273,0.03861558437347412,0.2032564878463745,6.439527099952102,Hard
2,I.32.5,0.09913252294063568,0.10124106705188751,0.32202237844467163,0.5249794721603394,6.4240294001065195,Medium
2,I.34.10,0.003031607950106263,0.0021561586763709784,0.9918478727340698,0.9898894429206848,6.418937399983406,Medium
2,I.34.14,0.001008136780001223,0.0008607408381067216,0.993986189365387,0.9936708211898804,6.412546799983829,Hard
2,I.34.27,0.00020974354993086308,0.00016743129526730627,0.9983775019645691,0.9981597065925598,6.362280100118369,Medium
2,I.34.8,0.028853805735707283,0.022343389689922333,0.32733428478240967,0.30199354887008667,6.381650599883869,Medium
2,I.37.4,0.00465201772749424,0.0045482087880373,0.994282603263855,0.9936240315437317,6.3389183999970555,Hard
2,I.38.12,0.4136334955692291,0.19014224410057068,0.9809658527374268,0.9703158736228943,6.524611999979243,Medium
2,I.39.10,0.00010792103421408683,9.522915206616744e-05,0.9991096258163452,0.9990179538726807,0.5831659999676049,Medium
2,I.39.11,0.0006825426244176924,0.0007372862310148776,0.987777590751648,0.988486647605896,6.420283699873835,Medium
2,I.39.22,0.0008873225888237357,0.0008362051448784769,0.9650149345397949,0.969925582408905,6.396188699873164,Hard
2,I.40.1,0.0034734392538666725,0.0032903137616813183,0.9613596200942993,0.9615863561630249,6.390660500153899,Hard
2,I.41.16,0.002661016071215272,0.002523314207792282,0.7143752574920654,0.7195658683776855,7.151806799927726,Hard
2,I.43.16,0.0008494753274135292,0.0008023282862268388,0.9664322733879089,0.9712083339691162,7.316954200156033,Easy
2,I.43.31,0.000290128227788955,0.00028666292200796306,0.9880240559577942,0.9869309067726135,8.125381999881938,Medium
2,I.43.43,0.0016566739650443196,0.00179720064625144,0.9749390482902527,0.9735663533210754,7.871203400194645,Medium
2,I.44.4,0.0011004575062543154,0.0010868951212614775,0.9164167046546936,0.919338583946228,7.54586620000191,Hard
2,I.47.23,0.0002959944831673056,0.0002894218487199396,0.9931672811508179,0.9932060837745667,7.521386099979281,Easy
2,I.50.26,0.020518124103546143,0.023449789732694626,0.8985841274261475,0.9103600978851318,7.524804400047287,Hard
2,I.6.20a,1.5007616639195476e-05,1.4945628208806738e-05,0.9992318749427795,0.9991745352745056,5.75323999999091,Hard
2,I.6.20b,0.0005998968845233321,0.0006075710407458246,0.96592777967453,0.9675261974334717,7.444510199828073,Hard
2,I.6.20,0.0007924886886030436,0.0006899219588376582,0.945845901966095,0.9326167106628418,7.517478700028732,Hard
2,I.9.18,0.0008487868472002447,0.0007947185076773167,-0.0059626102447509766,-0.004415154457092285,7.563519600080326,Hard
2,II.10.9,0.0005446519935503602,0.00048506309394724667,0.9918853044509888,0.9911214113235474,7.443128400016576,Easy
2,II.11.17,0.021246688440442085,0.018159201368689537,0.8119808435440063,0.7975158095359802,7.692968100076541,Hard
2,II.11.20,0.00015559727034997195,0.000175283697899431,0.9026555418968201,0.9258127212524414,7.87472640001215,Hard
2,II.11.27,0.005098733119666576,0.0067076608538627625,0.9537076950073242,0.9518496990203857,7.267103599850088,Hard
2,II.11.28,0.0007802057662047446,0.0006793092470616102,0.9990469813346863,0.9990347623825073,5.487296600127593,Hard
2,II.11.3,0.00016314901586156338,0.00016763400344643742,0.956993043422699,0.9681697487831116,7.823931000195444,Medium
2,II.13.17,0.0009224489913322031,0.0006007473566569388,0.9302524924278259,0.9295799732208252,7.431079899892211,Easy
2,II.13.23,0.0015203796792775393,0.00103829987347126,0.9905406832695007,0.9875208139419556,7.581997099798173,Hard
2,II.13.34,0.0035080891102552414,0.002463515615090728,0.9698934555053711,0.9619735479354858,7.593495600158349,Hard
2,II.15.4,0.004012462217360735,0.004026797134429216,0.9307094812393188,0.917635977268219,7.453552799997851,Easy
2,II.15.5,0.02440236695110798,0.029096532613039017,0.49932581186294556,0.4990914463996887,7.593713600188494,Easy
2,II.2.42,0.0009195181191898882,0.0009571401169523597,0.9507570266723633,0.9497372508049011,7.272656900109723,Easy
2,II.21.32,0.0007674965891055763,0.013771915808320045,0.5160815715789795,0.908195436000824,7.53117539989762,Medium
2,II.24.17,5.1584931497927755e-05,6.315232894849032e-05,0.9990622997283936,0.9992559552192688,4.295858300058171,Hard
2,II.27.16,0.0014542840654030442,0.0013619068777188659,0.9215021133422852,0.9072098135948181,6.777140999911353,Easy
2,II.27.18,0.0008740735938772559,0.0007762780296616256,0.9773120880126953,0.9768593311309814,6.540838100016117,Easy
2,II.3.24,6.761637632735074e-05,6.482067692559212e-05,0.9668747782707214,0.9642999768257141,6.971582900034264,Easy
2,II.34.11,0.0006106822402216494,0.0005901624681428075,0.9012354016304016,0.9172074198722839,7.187930299900472,Easy
2,II.34.29a,8.067142516665626e-06,7.713469130976591e-06,0.9771830439567566,0.977890133857727,7.213922000024468,Medium
2,II.34.29b,0.0006463434547185898,0.000591263931710273,0.951988935470581,0.9367077946662903,7.105440400075167,Easy
2,II.34.2a,8.655330748297274e-05,7.935912435641512e-05,0.9413126707077026,0.9406952261924744,7.341778000118211,Medium
2,II.34.2,0.00010998167999787256,0.00010952966840704903,0.9816967248916626,0.9801830649375916,7.329299499979243,Medium
2,II.35.18,8.581018482800573e-05,8.851059101289138e-05,0.995342493057251,0.9956052303314209,7.253338300157338,Hard
2,II.35.21,0.00044066994450986385,0.00047655781963840127,0.9541742205619812,0.9586238861083984,7.074940599966794,Hard
2,II.36.38,0.007766686379909515,0.008326227776706219,0.9262469410896301,0.9462471008300781,7.213397999992594,Hard
2,II.37.1,0.00035983248380944133,0.0003508124209474772,0.9972536563873291,0.9970335960388184,7.309964299900457,Medium
2,II.38.14,1.0925758942903485e-05,9.656302609073464e-06,0.9991437792778015,0.9990441203117371,3.8995962999761105,Easy
2,II.38.3,0.00037808320485055447,0.0003655925393104553,0.9847043752670288,0.9871854782104492,7.132907700026408,Easy
2,II.4.23,3.9988619391806424e-05,3.178863335051574e-05,0.9623548984527588,0.954933762550354,7.203419900033623,Easy
2,II.6.11,0.00037897081347182393,0.0005533662624657154,0.7214510440826416,0.7546813488006592,7.236219499958679,Medium
2,II.6.15a,0.048663292080163956,0.02293248660862446,0.8155308365821838,0.7522724866867065,7.254624699940905,Hard
2,II.6.15b,0.01011926494538784,0.009985285811126232,-0.06313669681549072,-0.07598423957824707,7.282235599821433,Hard
2,II.8.31,0.0003979748289566487,0.00041917304042726755,0.954836368560791,0.959589421749115,7.06821190007031,Easy
2,II.8.7,1.1152004844916519e-05,1.0402572115708608e-05,0.956277072429657,0.955392599105835,7.026494699995965,Medium
2,III.10.19,0.0004516156332101673,0.00043141571222804487,0.995808482170105,0.9956310987472534,7.153621400007978,Hard
2,III.12.43,5.375336331781e-05,4.4528751459438354e-05,0.99906325340271,0.9988994598388672,1.0674715999048203,Easy
2,III.13.18,0.0031831369269639254,0.0029431141447275877,0.953366219997406,0.9602810144424438,7.1775242001749575,Medium
2,III.14.14,0.025162776932120323,0.008723712526261806,0.8904247283935547,0.8166530728340149,7.130774299846962,Medium
2,III.15.12,0.029667772352695465,0.028879649937152863,0.9661734104156494,0.9625155925750732,6.925384999951348,Medium
2,III.15.14,0.0009266496635973454,0.0008975407690741122,0.9825913310050964,0.9827300906181335,7.024560200050473,Medium
2,III.15.27,0.09900825470685959,0.07148359715938568,0.9864211082458496,0.9821019172668457,6.907946000108495,Easy
2,III.17.37,0.005183549597859383,0.005475490354001522,0.9618231654167175,0.9626122713088989,7.0274348999373615,Medium
2,III.19.51,2.795904492813861e-06,2.887372147597489e-06,-3.9145798683166504,-7.012528419494629,6.945006299996749,Medium
2,III.21.20,0.0009766753064468503,0.0009121769107878208,0.9618364572525024,0.9668970704078674,6.998075699899346,Hard
2,III.4.32,0.009421049617230892,0.010670305229723454,0.99665367603302,0.9968630075454712,6.952687300043181,Medium
2,III.4.33,0.0017326511442661285,0.0015527958748862147,0.9975935816764832,0.9971486926078796,6.841290400130674,Hard
2,III.7.38,0.0017409102292731404,0.0014454812044277787,0.9932307600975037,0.99244624376297,6.850139599991962,Easy
2,III.8.54,0.03182374686002731,0.034125108271837234,0.7201226949691772,0.743864893913269,7.050448100082576,Medium
2,III.9.52,0.0018543474143370986,0.0017605242319405079,0.9149253368377686,0.9277886748313904,7.091213299892843,Hard
4,I.10.7,0.0003960904141422361,0.0006361950654536486,0.994204044342041,0.9967489242553711,6.993688100017607,Medium
4,I.11.19,0.10904135555028915,0.13656246662139893,0.5731774568557739,0.6906902194023132,6.920937099959701,Medium
4,I.12.11,0.020128512755036354,0.021750932559370995,0.8245773315429688,0.8448135256767273,7.0030839999672025,Medium
4,I.12.1,0.00013210663746576756,9.780426626093686e-05,0.9990522265434265,0.998840868473053,0.636592699913308,Easy
4,I.12.2,0.0001439666229998693,0.00013615428179036826,0.876286506652832,0.885070264339447,6.888514199992642,Medium
4,I.12.4,5.8414814702700824e-05,5.3624989959644154e-05,0.9835640788078308,0.9838559031486511,6.878864200087264,Easy
4,I.12.5,0.00010453398863319308,9.770098404260352e-05,0.9990531802177429,0.9990828037261963,1.7245710999704897,Easy
4,I.13.12,0.0002846781862899661,0.000310690316837281,0.975542426109314,0.9803003072738647,6.988268499961123,Medium
4,I.13.4,0.00623980350792408,0.007508621085435152,0.9255342483520508,0.9427046775817871,6.996240299893543,Medium
4,I.14.3,0.0001287634950131178,0.00013693544315174222,0.9966014623641968,0.9966330528259277,6.886192699894309,Easy
4,I.14.4,8.40242410049541e-06,7.474469384760596e-06,0.9991261959075928,0.999110221862793,5.402502400102094,Easy
4,I.15.10,0.0007753112586215138,0.0007750164368189871,0.9928125739097595,0.9936182498931885,6.802955899853259,Medium
4,I.15.3t,0.010991478338837624,0.01952989213168621,0.9570896029472351,0.9779536724090576,6.850998700130731,Hard
4,I.15.3x,0.00928033608943224,0.010217064991593361,0.981928288936615,0.9844855070114136,6.832599499961361,Hard
4,I.16.6,0.0003427080810070038,0.00031682944972999394,0.9991142153739929,0.9990376234054565,0.7538747999351472,Medium
4,I.18.12,0.0034608240239322186,0.0032746049109846354,0.9342197775840759,0.9400511384010315,6.789611200103536,Easy
4,I.18.16,0.006996139418333769,0.007261466234922409,0.6112205386161804,0.5915837287902832,6.764129200018942,Easy
4,I.18.4,0.00014685827773064375,0.00016776836127974093,0.9990194439888,0.9991728067398071,2.2027443000115454,Medium
4,I.24.6,3.097570515819825e-05,2.70765431196196e-05,0.9841840863227844,0.9840843081474304,7.108020100044087,Medium
4,I.25.13,0.0004343964101281017,0.00031130763818509877,0.999007523059845,0.998677670955658,0.6681160000152886,Easy
4,I.26.2,0.0010789145017042756,0.0010866791708394885,0.9949942827224731,0.9946497082710266,7.1547859001439065,Easy
4,I.27.6,3.0541916203219444e-05,2.9783948775730096e-05,0.9990499019622803,0.999049186706543,1.2109046999830753,Easy
4,I.29.16,0.050243962556123734,0.05455378443002701,0.6059962511062622,0.6433207988739014,7.123970499960706,Hard
4,I.29.4,0.00010975975601468235,9.891782246995717e-05,0.9991404414176941,0.9990313053131104,2.0744676999747753,Medium
4,I.30.3,0.04471932351589203,0.04780801385641098,0.7295572757720947,0.739817202091217,7.046450600028038,Hard
4,I.30.5,0.0001797621516743675,0.00014837185153737664,0.99905925989151,0.9989297986030579,0.49995820014737546,Easy
4,I.32.17,0.01131316926330328,3.39548659324646,0.25441616773605347,0.9614027738571167,7.36355710006319,Hard
4,I.32.5,0.004657407756894827,0.010250219143927097,0.9313576817512512,0.9776827692985535,7.312278899829835,Medium
4,I.34.10,0.00036049343179911375,0.000389495980925858,0.9985273480415344,0.9987977147102356,7.107063999865204,Medium
4,I.34.14,0.00015364764840342104,0.00013965973630547523,0.9990242123603821,0.9990353584289551,4.302136200014502,Hard
4,I.34.27,0.00012047075142618269,9.375367517350242e-05,0.9990914463996887,0.9989429712295532,1.4685895000584424,Medium
4,I.34.8,0.005772896111011505,0.005230258218944073,0.8425388932228088,0.8603470325469971,7.074464299948886,Medium
4,I.37.4,0.0006824027514085174,0.000780448957812041,0.9990189075469971,0.9990646839141846,1.8150601999368519,Hard
4,I.38.12,0.09020272642374039,0.07034024596214294,0.9929586052894592,0.9935266375541687,7.17223189980723,Medium
4,I.39.10,0.00010000369366025552,7.96074527897872e-05,0.9992557168006897,0.9990900158882141,0.35769130010157824,Medium
4,I.39.11,5.6139298976631835e-05,6.0085767472628504e-05,0.9990039467811584,0.9990530014038086,4.610026700189337,Medium
4,I.39.22,0.00025676097720861435,0.0002499263209756464,0.989543616771698,0.9912974834442139,6.740540600148961,Hard
4,I.40.1,0.0016586307901889086,0.001591601176187396,0.9813087582588196,0.9816567897796631,6.465721599990502,Hard
4,I.41.16,8.326192619279027e-05,8.793416782282293e-05,0.9900463819503784,0.9912253618240356,6.3988485999871045,Hard
4,I.43.16,7.945795368868858e-05,6.79443110129796e-05,0.9971573352813721,0.9973068833351135,6.4266646998003125,Easy
4,I.43.31,2.612713069538586e-05,2.364489046158269e-05,0.9990121722221375,0.9988231062889099,3.938784600002691,Medium
4,I.43.43,0.0003050544473808259,0.00030127473291940987,0.9957988858222961,0.995132565498352,6.559053200064227,Medium
4,I.44.4,0.0002328385744476691,0.0002468531019985676,0.9810167551040649,0.9829334020614624,6.546479099895805,Hard
4,I.47.23,4.313874160288833e-05,4.228183388477191e-05,0.9990018010139465,0.9990098476409912,1.9248173001687974,Easy
4,I.50.26,0.003834174945950508,0.004559929482638836,0.9802791476249695,0.9832491874694824,6.5120947998948395,Hard
4,I.6.20a,1.9706607417901978e-05,1.878486182249617e-05,0.9990345239639282,0.9989160895347595,0.18958649993874133,Hard
4,I.6.20b,0.00019756195251829922,0.00019958411576226354,0.9888074398040771,0.9893054962158203,6.454427799908444,Hard
4,I.6.20,0.00019796467677224427,0.00019799283472821116,0.9844589233398438,0.9831675887107849,6.556764299981296,Hard
4,I.9.18,0.0001243981096195057,0.00012273424363229424,0.8446417450904846,0.8527930378913879,6.785154799930751,Hard
4,II.10.9,6.125694198999554e-05,5.869483356946148e-05,0.9990180730819702,0.9990014433860779,2.1543428997974843,Easy
4,II.11.17,0.00883867871016264,0.008454011753201485,0.9124677181243896,0.9157660603523254,6.581412100000307,Hard
4,II.11.20,0.00019965019600931555,0.00019418839656282216,0.892156720161438,0.9048086404800415,6.556357099907473,Hard
4,II.11.27,0.0005404524272307754,0.0019130702130496502,0.9867970943450928,0.9948961734771729,6.469145599985495,Hard
4,II.11.28,0.0008765412494540215,0.0006270834128372371,0.9991202354431152,0.9989155530929565,0.6612432000692934,Hard
4,II.11.3,8.939817053033039e-05,0.00010554332402534783,0.9729225635528564,0.9825584888458252,6.725320299854502,Medium
4,II.13.17,0.00018803916464094073,0.00017182636656798422,0.9800507426261902,0.985645055770874,6.519962599966675,Easy
4,II.13.23,0.00025957985781133175,0.00040649567381478846,0.9962967038154602,0.9978693723678589,6.54467389988713,Hard
4,II.13.34,0.0003777960373554379,0.0005785349057987332,0.9929297566413879,0.995904803276062,6.550298999994993,Hard
4,II.15.4,0.0008202301105484366,0.0008967632311396301,0.9845690727233887,0.9831631183624268,6.411973200039938,Easy
4,II.15.5,0.0006159032345749438,0.0006613924633711576,0.9886192083358765,0.9873573184013367,6.431811699876562,Easy
4,II.2.42,0.00029032339807599783,0.000286031310679391,0.9852842688560486,0.984130322933197,6.366790100000799,Easy
4,II.21.32,0.0003706977586261928,0.01132966112345457,0.6018977165222168,0.9556587934494019,6.499777100048959,Medium
4,II.24.17,4.216700108372606e-05,4.972964234184474e-05,0.9992615580558777,0.9993917942047119,0.4898587998468429,Hard
4,II.27.16,5.7900240790331736e-05,6.329149618977681e-05,0.9963520169258118,0.9963057041168213,6.46605690009892,Easy
4,II.27.18,5.2191717259120196e-05,3.1359166314359754e-05,0.9990834593772888,0.9986182451248169,0.8821831999812275,Easy
4,II.3.24,1.8180725191996316e-06,1.7188561969305738e-06,0.9991216063499451,0.9990400671958923,6.124096499988809,Easy
4,II.34.11,7.854517025407404e-05,8.65702677401714e-05,0.9855123162269592,0.9893513321876526,6.632653700187802,Easy
4,II.34.29a,4.952428753313143e-06,5.424213213700568e-06,0.9839548468589783,0.9864267110824585,6.544775200076401,Medium
4,II.34.29b,0.0002512298815418035,0.0002793890016619116,0.9773133993148804,0.9753987193107605,6.4644148000516,Easy
4,II.34.2a,5.35724848305108e-06,5.044018962507835e-06,0.9962698817253113,0.9963293075561523,6.571707800030708,Medium
4,II.34.2,4.956962584401481e-06,5.553374194278149e-06,0.9990720152854919,0.9991068243980408,3.0645962001290172,Medium
4,II.35.18,0.0006462003220804036,0.0006470140651799738,0.9659536480903625,0.9669047594070435,6.651290899841115,Hard
4,II.35.21,0.00010081127402372658,9.717958891997114e-05,0.990655243396759,0.9905344843864441,6.46638759993948,Hard
4,II.36.38,0.004512809682637453,0.0063478536903858185,0.943771243095398,0.9687670469284058,6.600673799868673,Hard
4,II.37.1,0.00012277938367333263,0.00012150819384260103,0.9990487694740295,0.9989878535270691,1.314823199994862,Medium
4,II.38.14,1.1474530765553936e-05,1.0437986929900944e-05,0.9990744590759277,0.9989961385726929,1.3301156999077648,Easy
4,II.38.3,8.368118142243475e-05,7.76634260546416e-05,0.9967507123947144,0.9971637725830078,6.5914255999960005,Easy
4,II.4.23,1.2527019862318411e-05,1.1327363608870655e-05,0.986585795879364,0.9858823418617249,6.515184300020337,Easy
4,II.6.11,0.0003703291586134583,0.0003988423850387335,0.7992339730262756,0.7602753043174744,6.489813299849629,Medium
4,II.6.15a,0.0029787318781018257,0.005530487280339003,0.9555127024650574,0.9848363399505615,6.557161099975929,Hard
4,II.6.15b,0.001330540981143713,0.0015822508139535785,0.8315372467041016,0.8585231900215149,6.4896915999706835,Hard
4,II.8.31,1.0283278243150562e-05,9.026244697452057e-06,0.9990274906158447,0.9989558458328247,1.6649410999380052,Easy
4,II.8.7,1.3567919268098194e-06,1.4092970559431706e-06,0.9940766096115112,0.9945728778839111,6.472308200085536,Medium
4,III.10.19,8.613647514721379e-05,0.00010042225039796904,0.9990243315696716,0.99916672706604,1.013800899963826,Hard
4,III.12.43,4.626902227755636e-05,3.741167893167585e-05,0.9992129802703857,0.9990527033805847,0.5423313998617232,Easy
4,III.13.18,0.00031751158530823886,0.0003151116834487766,0.9950070381164551,0.9960381388664246,6.4524008999578655,Medium
4,III.14.14,0.0007037769537419081,0.00761931948363781,0.9042965769767761,0.994871973991394,6.568594800075516,Medium
4,III.15.12,0.0021227807737886906,0.002206279430538416,0.9974157810211182,0.997317910194397,6.664283099817112,Medium
4,III.15.14,0.0001595497888047248,0.00014765988453291357,0.9971359968185425,0.9970265030860901,6.5192303999792784,Medium
4,III.15.27,0.010202727280557156,0.008490785956382751,0.9983870983123779,0.9981555938720703,6.6029252000153065,Easy
4,III.17.37,0.00038245023461058736,0.00042621453758329153,0.9970282912254333,0.9972414970397949,6.507352200103924,Medium
4,III.19.51,1.0281445383952814e-06,1.1835496707135462e-06,-1.0145130157470703,-1.9464657306671143,6.6379412999376655,Medium
4,III.21.20,0.00026534279459156096,0.00023774077999405563,0.9900534152984619,0.99100661277771,6.822402999969199,Hard
4,III.4.32,0.002094666240736842,0.00278277974575758,0.9991272687911987,0.9993025064468384,1.2987589000258595,Medium
4,III.4.33,0.0006120350444689393,0.0005992105579935014,0.9990713596343994,0.9989928007125854,0.5858938000164926,Hard
4,III.7.38,0.0006280589150264859,0.0005687814555130899,0.9973363876342773,0.9972748756408691,6.654908600030467,Easy
4,III.8.54,0.009073253720998764,0.010520041920244694,0.9137198328971863,0.9269734621047974,6.466087899869308,Medium
4,III.9.52,0.0006017689593136311,0.0006364815053530037,0.9692429900169373,0.9765661358833313,6.494341499870643,Hard
6,I.10.7,0.0006907766219228506,0.0006995130679570138,0.9936271905899048,0.994330108165741,6.508247499819845,Medium
6,I.11.19,0.047849830240011215,0.06502026319503784,0.7967808246612549,0.8642678260803223,6.564387599937618,Medium
6,I.12.11,0.017962442710995674,0.02332758530974388,0.811861515045166,0.8615134954452515,6.6180896000005305,Medium
6,I.12.1,0.00011406399426050484,9.692423191154376e-05,0.9990607500076294,0.9989991784095764,0.6188662999775261,Easy
6,I.12.2,0.00029532818007282913,0.0004418998141773045,0.598477840423584,0.764237105846405,6.4690979002043605,Medium
6,I.12.4,0.0005306705133989453,0.0005463494453579187,0.8325453400611877,0.8533384799957275,6.430898000020534,Easy
6,I.12.5,0.00012765276187565178,9.704887634143233e-05,0.9990595579147339,0.9988799691200256,0.41319769993424416,Easy
6,I.13.12,0.00015445021563209593,0.0001963370741577819,0.9845442771911621,0.9893120527267456,6.605559499934316,Medium
6,I.13.4,9.138037421507761e-05,0.00010065011883853003,0.9990018010139465,0.9991609454154968,1.621589600108564,Medium
6,I.14.3,3.4983913792530075e-05,3.8329009839799255e-05,0.9990487098693848,0.9990852475166321,2.9038674000184983,Easy
6,I.14.4,8.085413355729543e-06,8.53136953082867e-06,0.9990026354789734,0.9991437792778015,1.6761415998917073,Easy
6,I.15.10,0.0005447781295515597,0.0005883245030418038,0.9945439100265503,0.9955158233642578,6.445926000131294,Medium
6,I.15.3t,0.004587196279317141,0.011366518214344978,0.9750258922576904,0.9907991886138916,6.411138799972832,Hard
6,I.15.3x,0.0060290084220469,0.00922768097370863,0.9836783409118652,0.989920973777771,6.423025999916717,Hard
6,I.16.6,0.0003235560143366456,0.0003558332391548902,0.999005138874054,0.999091386795044,1.1517389002256095,Medium
6,I.18.12,0.0043414984829723835,0.0049451906234025955,0.9006611108779907,0.9247959852218628,6.613240099977702,Easy
6,I.18.16,0.0035356676671653986,0.004165542311966419,0.7769765853881836,0.7935969829559326,7.339320900151506,Easy
6,I.18.4,0.0001339558803010732,0.00014090225158724934,0.9991764426231384,0.9992454648017883,0.7975640001241118,Medium
6,I.24.6,3.1862553441897035e-05,3.0247349059209228e-05,0.9823319315910339,0.9836286306381226,8.080282400129363,Medium
6,I.25.13,0.000386305880965665,0.00029366015223786235,0.9990637898445129,0.9988240599632263,0.3090041000396013,Easy
6,I.26.2,0.00020744407083839178,0.00020871541346423328,0.999038577079773,0.9989712834358215,1.9151311998721212,Easy
6,I.27.6,2.8401713279890828e-05,2.9163964427425526e-05,0.9990696907043457,0.9991158246994019,1.174087299965322,Easy
6,I.29.16,0.02449067495763302,0.034002553671598434,0.7544233798980713,0.8261420130729675,6.525182200130075,Hard
6,I.29.4,0.00015814560174476355,9.131652768701315e-05,0.9992064833641052,0.9986042976379395,0.2593769000377506,Medium
6,I.30.3,0.021131062880158424,0.025198159739375114,0.8574577569961548,0.8770567178726196,6.508266699966043,Hard
6,I.30.5,0.0002133517264155671,0.00014303336502052844,0.9990931153297424,0.9987298250198364,0.3594019999727607,Easy
6,I.32.17,0.003624183824285865,3.108428716659546,0.31744861602783203,0.9876353144645691,6.680647700093687,Hard
6,I.32.5,0.0012001217110082507,0.005514195188879967,0.9630732536315918,0.9942492842674255,6.480021399911493,Medium
6,I.34.10,0.00021900745923630893,0.0002029955794569105,0.9992325305938721,0.9992696046829224,1.3161352998577058,Medium
6,I.34.14,0.00015505742339883,0.00014113937504589558,0.9990139007568359,0.9990265369415283,1.3530645000282675,Hard
6,I.34.27,9.755537030287087e-05,8.480069664074108e-05,0.9991782307624817,0.9991440773010254,0.33555749990046024,Medium
6,I.34.8,0.004278448410332203,0.004824442323297262,0.8547562956809998,0.8964994549751282,6.4914671999868006,Medium
6,I.37.4,0.0006554321153089404,0.000773893145378679,0.9990271329879761,0.9991016983985901,1.104568700073287,Hard
6,I.38.12,0.09289684146642685,0.030323881655931473,0.9969644546508789,0.9933333396911621,6.469616200076416,Medium
6,I.39.10,0.00010249151091556996,8.29926211736165e-05,0.999224066734314,0.9990673661231995,0.20671169995330274,Medium
6,I.39.11,4.4019645429216325e-05,5.159635838936083e-05,0.9991446733474731,0.9992574453353882,0.8793907000217587,Medium
6,I.39.22,2.2889169486006722e-05,2.1484582248376682e-05,0.9991011023521423,0.9992241859436035,4.020204300060868,Hard
6,I.40.1,0.001540744211524725,0.0016240148106589913,0.9809280633926392,0.9829605221748352,6.5568035999313,Hard
6,I.41.16,4.4488610001280904e-05,4.092951348866336e-05,0.9953669905662537,0.9953114986419678,6.446838299976662,Hard
6,I.43.16,2.736099122557789e-05,2.153140121663455e-05,0.9990991950035095,0.9990726113319397,1.5092009999789298,Easy
6,I.43.31,2.5918408937286586e-05,2.2726024326402694e-05,0.9990505576133728,0.9988324642181396,1.0236343999858946,Medium
6,I.43.43,6.951861723791808e-05,7.098853529896587e-05,0.9990100860595703,0.99889075756073,4.20063819992356,Medium
6,I.44.4,0.0002593288372736424,0.0004333794640842825,0.9666727185249329,0.9809917211532593,6.439079799922183,Hard
