Layers,Nodes,Function,train MSE,test MSE,R2 Score,time
3,22,II.15.4,0.0004801178874913603,0.0005560849676840007,0.9904312491416931,1.8022533999755979
3,22,II.15.5,0.0003523772465996444,0.0004180890100542456,0.9928057789802551,1.2308807000517845
3,22,II.2.42,0.00011345266102580354,0.0001481197978137061,0.9923795461654663,6.234977399930358
3,22,II.27.16,0.0001634087529964745,0.00017022306565195322,0.9901886582374573,0.5451406999491155
3,22,II.27.18,0.00022212497424334288,0.00019888670067302883,0.9941872358322144,0.29673629999160767
3,22,II.3.24,1.8648343029781245e-05,1.6981341104838066e-05,0.9913220405578613,0.7068368000909686
3,22,II.34.11,5.075111039332114e-05,4.6231238229665905e-05,0.99226313829422,1.1018834002315998
3,22,II.34.29b,5.6373566621914506e-05,0.00010658300016075373,0.9913454055786133,1.8434238000772893
3,22,II.38.14,8.651354437461123e-05,9.320638491772115e-05,0.991735577583313,0.37465670006349683
3,22,II.38.3,0.00013583582767751068,0.00012090148084098473,0.9949417114257812,1.404912699945271
3,22,II.4.23,9.199562555295415e-06,7.469398951798212e-06,0.9911544919013977,1.117428899742663
3,22,II.8.31,5.777875776402652e-05,5.2418872655835e-05,0.9943521618843079,0.3155446001328528
3,22,III.12.43,0.00026459607761353254,0.00025879257009364665,0.9945558905601501,0.29831220023334026
3,22,III.15.27,0.017502741888165474,0.01505494024604559,0.9971401691436768,0.46588149992749095
3,22,III.7.38,0.0020719063468277454,0.0018903303425759077,0.991147518157959,0.3006913997232914
3,26,I.12.1,0.0002515607629902661,0.00023944197164382786,0.9976796507835388,0.764934899751097
3,26,I.12.4,2.1960997401038185e-05,2.7205705919186585e-05,0.991661548614502,5.755526599939913
3,26,I.12.5,0.00021216129243839532,0.00020802316430490464,0.9979841113090515,0.9306266000494361
3,26,I.14.3,0.000353197508957237,0.0003938989248126745,0.9902240037918091,1.078375400044024
3,26,I.14.4,7.975992775755003e-05,7.688899495406076e-05,0.9910112023353577,0.38716259971261024
3,26,I.18.12,0.003951504360884428,0.0047585912980139256,0.9044095277786255,16.624662400223315
3,26,I.18.16,0.0036413809284567833,0.0044023580849170685,0.7642974257469177,17.22788959974423
3,26,I.25.13,0.001462944783270359,0.001578320050612092,0.9949682950973511,0.5881250998936594
3,26,I.26.2,0.001256605377420783,0.0011961216805502772,0.9944901466369629,0.9010580000467598
3,26,I.27.6,0.00017896585632115602,0.00017656941781751812,0.9943674206733704,0.5243947999551892
3,26,I.30.5,0.00124603311996907,0.001067606033757329,0.9932307600975037,0.9609997998923063
3,26,I.43.16,0.00018820559489540756,0.00015802893904037774,0.9933884143829346,0.8390386998653412
3,26,I.47.23,0.00012704097025562078,0.00012372348282951862,0.9970791339874268,0.5651890998706222
3,26,II.10.9,0.00020075765496585518,0.00019048794638365507,0.9968132972717285,0.6501921000890434
3,26,II.13.17,0.00011740066111087799,7.367422222159803e-05,0.991446316242218,1.7194251003675163
3,26,II.15.4,0.0003916695131920278,0.000411469693062827,0.9929196834564209,1.2868483001366258
3,26,II.15.5,0.00024114623374771327,0.00026309784152545035,0.99547278881073,0.6870079999789596
3,26,II.2.42,9.431856597075239e-05,0.0001399504253640771,0.9927998185157776,6.397549800109118
3,26,II.27.16,0.00010688854672480375,0.00011066521255997941,0.9936214685440063,2.114556500222534
3,26,II.27.18,0.0002622073225211352,0.0002681284677237272,0.9921635389328003,0.7611237000674009
3,26,II.3.24,1.2714715921902098e-05,1.0789012776513118e-05,0.9944865107536316,1.1937115998007357
3,26,II.34.11,3.884327452396974e-05,3.791804556385614e-05,0.9936543703079224,3.447988299652934
3,26,II.34.29b,5.916613372392021e-05,8.511689520673826e-05,0.99308842420578,1.430142399854958
3,26,II.38.14,6.010728611727245e-05,5.6809905800037086e-05,0.994962751865387,0.5027395002543926
3,26,II.38.3,0.00022619350056629628,0.00018407846800982952,0.9922985434532166,2.054875699803233
3,26,II.4.23,8.885208444553427e-06,7.921812539279927e-06,0.9906187653541565,1.560178100131452
3,26,II.8.31,5.3357496653916314e-05,5.401147063821554e-05,0.9941805601119995,0.5501116998493671
3,26,III.12.43,0.00015194127627182752,0.00014141174324322492,0.997025191783905,0.314627300016582
3,26,III.15.27,0.0471862331032753,0.041606537997722626,0.9920965433120728,0.5167791000567377
3,26,III.7.38,0.002429184503853321,0.0021039429120719433,0.9901471734046936,0.3890174003317952
3,30,I.12.1,0.000826862349640578,0.0007610661559738219,0.9926247596740723,0.47068879986181855
3,30,I.12.4,2.1570504031842574e-05,2.5217264919774607e-05,0.9922709465026855,3.781239400152117
3,30,I.12.5,0.000589075731113553,0.0005482279811985791,0.9946872591972351,0.6533456998877227
3,30,I.14.3,0.00036773207830265164,0.00035955655039288104,0.9910763502120972,0.47705750027671456
3,30,I.14.4,6.56022020848468e-05,5.9300939028616995e-05,0.9930673837661743,0.4619237999431789
3,30,I.18.12,0.002535061677917838,0.0024745087139308453,0.9502921104431152,17.040532399900258
3,30,I.18.16,0.002110423520207405,0.002572544850409031,0.8622657656669617,17.56514299986884
3,30,I.25.13,0.0019460780313238502,0.001979903783649206,0.9936879873275757,0.2578120999969542
3,30,I.26.2,0.001402028719894588,0.0014133851509541273,0.9934893846511841,0.8261756002902985
3,30,I.27.6,0.00016575348854530603,0.00016452217823825777,0.9947517514228821,0.9837581003084779
3,30,I.30.5,0.001630726270377636,0.0015758299268782139,0.9900083541870117,0.9307829001918435
3,30,I.43.16,0.00020210767979733646,0.0002048665046459064,0.991428792476654,0.6891999999061227
3,30,I.47.23,0.0002639565209392458,0.00024665877572260797,0.9941768646240234,0.5747353998012841
3,30,II.10.9,0.0002703442587517202,0.0002417226496618241,0.9959561824798584,0.6015555001795292
3,30,II.13.17,8.741735655348748e-05,6.030007716617547e-05,0.9929990768432617,2.785728800110519
3,30,II.15.4,0.0005388250574469566,0.0005611605010926723,0.9903439283370972,1.0180240999907255
3,30,II.15.5,0.0003152578719891608,0.0003418693959247321,0.9941173195838928,0.7230018000118434
3,30,II.2.42,0.00015434814849868417,0.0001721894514048472,0.9911412000656128,9.134198800195009
3,30,II.27.16,0.00011318561155349016,0.0001260783610632643,0.9927330613136292,1.6696354001760483
3,30,II.27.18,0.00023779505863785744,0.0002598492137622088,0.9924055337905884,0.4637768999673426
3,30,II.3.24,2.241377478640061e-05,1.8150005416828208e-05,0.9907248020172119,1.7928714002482593
3,30,II.34.11,5.672618135577068e-05,4.5125554606784135e-05,0.9924481511116028,0.8524376000277698
3,30,II.34.29b,6.021510125719942e-05,0.00010943052620859817,0.9911141395568848,3.6758108995854855
3,30,II.38.14,5.30753459315747e-05,5.58012216060888e-05,0.9950522184371948,0.5821099001914263
3,30,II.38.3,0.0003011838998645544,0.0002011703618336469,0.9915834665298462,1.1936846999451518
3,30,II.4.23,1.0145285159524065e-05,8.199659532692749e-06,0.9902896881103516,0.6920439000241458
3,30,II.8.31,7.569751323899254e-05,7.620968244737014e-05,0.9917888045310974,0.5860188999213278
3,30,III.12.43,0.00029393608565442264,0.0002757493930403143,0.9941992163658142,0.33642210019752383
3,30,III.15.27,0.04580364748835564,0.043151114135980606,0.9918031096458435,2.419818500056863
3,30,III.7.38,0.0017146518221125007,0.0012479770230129361,0.9941556453704834,0.9712600000202656
3,34,I.12.1,0.0006838898407295346,0.000687715015374124,0.9933355450630188,0.2667135000228882
3,34,I.12.4,2.7501040676725097e-05,3.19471801049076e-05,0.9902082681655884,7.846366100013256
3,34,I.12.5,0.0005945409648120403,0.0005128267221152782,0.9950303435325623,0.3567869998514652
3,34,I.14.3,0.00021940653095953166,0.0002445307618472725,0.9939311146736145,0.9264615001156926
3,34,I.14.4,8.600471483077854e-05,7.973769243108109e-05,0.9906781911849976,0.49928179988637567
3,34,I.18.12,0.002961084945127368,0.003786182962357998,0.9239432215690613,17.57732960022986
3,34,I.18.16,0.0032262499444186687,0.004057333804666996,0.782770037651062,17.519244299735874
3,34,I.25.13,0.0027832603082060814,0.002443475415930152,0.9922101497650146,0.5767747997306287
3,34,I.26.2,0.0021936604753136635,0.001799659919925034,0.9917100071907043,0.4569546999409795
3,34,I.27.6,0.00019276872626505792,0.00020493585907388479,0.9934625029563904,0.7458221996203065
3,34,I.30.5,0.0005356374895200133,0.000550250755622983,0.9965111017227173,0.4733205996453762
3,34,I.43.16,0.00011399821232771501,0.00010399532038718462,0.9956490397453308,1.2233102000318468
3,34,I.47.23,0.0002857114595826715,0.00025614973856136203,0.9939528107643127,0.41000419994816184
3,34,II.10.9,0.0005706447991542518,0.0005296948365867138,0.9911386966705322,0.5456804996356368
3,34,II.13.17,0.00011820543295470998,8.135788812069222e-05,0.9905542731285095,1.7422674000263214
3,34,II.15.4,0.000463769247289747,0.0005447527510114014,0.9906262755393982,1.7397794998250902
3,34,II.15.5,0.0004688982153311372,0.0005773307057097554,0.9900656938552856,10.240068099927157
3,34,II.2.42,9.272756869904697e-05,0.00015724444529041648,0.9919100999832153,2.942759099882096
3,34,II.27.16,0.00013038826000411063,0.00014394968457054347,0.9917029738426208,0.7353630000725389
3,34,II.27.18,0.00033113823155872524,0.0003166921087540686,0.9907441735267639,0.4660533000715077
3,34,II.3.24,9.705046977614984e-06,8.653649274492636e-06,0.9955777525901794,0.9073768998496234
3,34,II.34.11,6.647809641435742e-05,5.2759176469407976e-05,0.9911706447601318,2.1359483003616333
3,34,II.34.29b,5.398305074777454e-05,0.00010116430348716676,0.9917854070663452,4.964492999948561
3,34,II.38.14,9.841565770329908e-05,9.501424210611731e-05,0.9915752410888672,0.39880009973421693
3,34,II.38.3,0.0002481824776623398,0.00023690529633313417,0.9900884032249451,1.3757465002126992
3,34,II.4.23,6.641706477239495e-06,5.574858278123429e-06,0.9933980703353882,1.801238500047475
3,34,II.8.31,7.934518362162635e-05,9.131491970038041e-05,0.9901612997055054,0.5033619999885559
3,34,III.12.43,0.0001258987031178549,0.0001279107527807355,0.9973092079162598,0.822496599983424
3,34,III.15.27,0.044999588280916214,0.03582990542054176,0.9931938052177429,1.0657369997352362
3,34,III.7.38,0.0021119946613907814,0.0018730458104982972,0.991228461265564,1.4659965001046658
3,38,I.12.1,0.0006856521940790117,0.0006022335728630424,0.9941639304161072,0.5742917000316083
3,38,I.12.4,2.9398996048257686e-05,2.935350676125381e-05,0.9910032153129578,6.537287500221282
3,38,I.12.5,0.0009671084117144346,0.0008497843518853188,0.991765022277832,0.4558536997064948
3,38,I.14.3,0.0003764719294849783,0.00039042936987243593,0.9903101325035095,1.9576721000485122
3,38,I.14.4,5.9870111726922914e-05,4.95507956657093e-05,0.9942072033882141,0.509768099989742
3,38,I.18.12,0.000588816765230149,0.00048212523688562214,0.9903150796890259,15.628295300062746
3,38,I.18.16,0.0037331117782741785,0.005111730191856623,0.7263175845146179,16.679864599835128
3,38,I.25.13,0.002928289817646146,0.0025515295565128326,0.9918656349182129,0.44924220023676753
3,38,I.26.2,0.0012344465358182788,0.0012146668741479516,0.9944047331809998,0.5070282998494804
3,38,I.27.6,0.0001679213164607063,0.00016141097876243293,0.9948509931564331,0.3942510997876525
3,38,I.30.5,0.0008002942777238786,0.0007072216249071062,0.9955158233642578,0.5149364997632802
3,38,I.43.16,0.0002009204326895997,0.00021892029326409101,0.9908408522605896,1.5266853999346495
3,38,I.47.23,0.0004127440042793751,0.0003467214701231569,0.9918145537376404,0.3241833997890353
3,38,II.10.9,0.0007334569818340242,0.0005451918696053326,0.9908794164657593,0.516835399903357
3,38,II.13.17,0.00015917159907985479,7.933442975627258e-05,0.9907891750335693,3.1289841001853347
3,38,II.15.4,0.00038085703272372484,0.0004573235346470028,0.992130696773529,0.7805674001574516
3,38,II.15.5,0.000370267138350755,0.00041270710062235594,0.9928984045982361,0.9716127002611756
3,38,II.2.42,0.000109493026684504,0.00013001072511542588,0.9933112263679504,3.2553939996287227
3,38,II.27.16,9.424850577488542e-05,0.00011075403017457575,0.9936163425445557,0.7767125996761024
3,38,II.27.18,0.00032677530543878675,0.00031588561250828207,0.990767776966095,0.4372828998602927
