Grid Size,Function,train MSE,test MSE,R2 Score,time,Level
2,I.40.1,0.0012446600012481213,0.002046020934358239,0.9759721755981445,5.253778500002227,Hard
2,I.41.16,7.6053045631852e-05,8.501397678628564e-05,0.990376889705658,0.39027879999775905,Hard
2,I.43.16,0.00031864841002970934,0.00020190468057990074,0.9915527105331421,0.42802550000487827,Easy
2,I.43.31,0.00026191494544036686,0.0002357595512876287,0.9901506900787354,0.5082483000005595,Medium
2,I.43.43,0.0006879929569549859,0.0006622055661864579,0.9907659292221069,0.5570799999986775,Medium
2,I.44.4,0.00010232580098090693,0.00011638641444733366,0.9910497665405273,0.6694443000014871,Hard
2,I.47.23,0.0004669100162573159,0.0004098674689885229,0.9903237819671631,0.41912029999366496,Easy
2,I.50.26,0.0034828593488782644,0.005648979917168617,0.9755692481994629,4.986050999999861,Hard
2,I.6.20a,0.00016450056864414364,0.0001817765150917694,0.990657389163971,0.28928530000848696,Hard
2,I.6.20b,0.0001746034831739962,0.0001847795065259561,0.9896376729011536,4.899294599992572,Hard
2,I.6.20,0.000150371459312737,0.0001269329513888806,0.99003666639328,0.6780717000074219,Hard
2,I.9.18,3.803894287557341e-05,6.684700929326937e-05,0.9153844118118286,5.81797689999803,Hard
2,II.10.9,0.0006530534010380507,0.0004458647163119167,0.9925410747528076,0.33209480000368785,Easy
2,II.11.17,0.011147824116051197,0.012992562726140022,0.8654758930206299,5.229909699992277,Hard
2,II.11.20,1.5312043615267612e-05,1.7405482140020467e-05,0.9903337955474854,1.108333299998776,Hard
2,II.11.27,0.00045224756468087435,0.0014308328973129392,0.9901252388954163,2.2034036999975797,Hard
2,II.11.28,0.011011989787220955,0.0067979274317622185,0.9904627799987793,0.5858702999976231,Hard
2,II.11.3,3.1879801099421456e-05,3.881561497109942e-05,0.9900417327880859,0.8196227000007639,Medium
2,II.13.17,0.00010117507190443575,7.788043149048463e-05,0.9909579753875732,1.1546345000097062,Easy
2,II.13.23,0.00186807697173208,0.0010367989307269454,0.9905543923377991,0.8270898000046145,Hard
2,II.13.34,0.0013213676866143942,0.0007431958219967782,0.990917444229126,1.0809770000050776,Hard
2,II.15.4,0.0005269529647193849,0.0005788177368231118,0.9900400638580322,0.5594469000061508,Easy
2,II.15.5,0.000492401362862438,0.0005766797112300992,0.9900768995285034,0.6952913999994053,Easy
2,II.2.42,0.00013274213415570557,0.00017966127779800445,0.9907568097114563,0.9458619999932125,Easy
2,II.21.32,3.2225238101091236e-05,0.008864985778927803,0.6885015964508057,5.239547199991648,Medium
2,II.24.17,0.000732146785594523,0.000660338148009032,0.9901948571205139,0.5517719999916153,Hard
2,II.27.16,0.0001752501557348296,0.00015906369662843645,0.9908318519592285,0.40454220000538044,Easy
2,II.27.18,0.00030575200798921287,0.00023188769409898669,0.993222713470459,0.33952209999551997,Easy
2,II.3.24,2.1744568584836088e-05,1.690256794972811e-05,0.9913622736930847,0.3168580000055954,Easy
2,II.34.11,4.940963117405772e-05,5.675004285876639e-05,0.9905027747154236,0.7425148999900557,Easy
2,II.34.29a,3.535385985742323e-06,2.83809481516073e-06,0.991604745388031,0.7804708000039682,Medium
2,II.34.29b,8.483259443892166e-05,0.0001191857154481113,0.9903220534324646,0.9758357999962755,Easy
2,II.34.2a,1.3108255188853946e-05,1.3275951459945645e-05,0.9901822209358215,1.0975979999930132,Medium
2,II.34.2,5.494769357028417e-05,5.733448779210448e-05,0.9904189705848694,0.6477532999997493,Medium
2,II.35.18,0.00022264111612457782,0.0001848002866609022,0.9902756810188293,0.8864081999927294,Hard
2,II.35.21,6.623342051170766e-05,9.843374573392794e-05,0.9905346035957336,0.7569568999897456,Hard
2,II.36.38,0.0006457790150307119,0.0010479744523763657,0.9907171130180359,2.114800600000308,Hard
2,II.37.1,0.0012205918319523335,0.0011923223501071334,0.9906657934188843,0.3988727999967523,Medium
2,II.38.14,0.00011819955398095772,0.00010564864351181313,0.9906322956085205,0.4465208000037819,Easy
2,II.38.3,0.00028078851755708456,0.00023713670088909566,0.9900786876678467,0.3983172000007471,Easy
2,II.4.23,9.742379916133359e-06,8.322647772729397e-06,0.9901440739631653,0.7653327000007266,Easy
2,II.6.11,8.996949873107951e-06,1.9132106899633072e-05,0.990369439125061,0.7079364000092028,Medium
2,II.6.15a,0.006133547052741051,0.00903639942407608,0.92731112241745,5.320799900000566,Hard
2,II.6.15b,0.00023137385142035782,0.00036724997335113585,0.960898756980896,4.990459399996325,Hard
2,II.8.31,9.071746899280697e-05,8.660387538839132e-05,0.9906688928604126,0.2637299000052735,Easy
2,II.8.7,2.294650585099589e-06,2.219393309133011e-06,0.990671694278717,2.9505751999968197,Medium
2,III.10.19,0.0008742541540414095,0.000997212715446949,0.990311324596405,1.4067944999987958,Hard
2,III.12.43,0.0005216216668486595,0.0004527692508418113,0.9904752969741821,0.22526949999155477,Easy
2,III.13.18,0.0008805277175270021,0.0006048645009286702,0.9904158711433411,0.5456719000067096,Medium
2,III.14.14,0.00047591712791472673,0.004958825185894966,0.9377140402793884,5.260535499997786,Medium
2,III.15.12,0.0071537066251039505,0.008147893473505974,0.9904564023017883,1.816747699995176,Medium
2,III.15.14,0.0004668413894250989,0.0005006168503314257,0.9902900457382202,0.49521269999968354,Medium
2,III.15.27,0.06867605447769165,0.049104101955890656,0.9906722903251648,0.5691339000040898,Easy
2,III.17.37,0.0012906756019219756,0.0013960666256025434,0.9902662038803101,1.0259190000069793,Medium
2,III.19.51,1.8861588557683717e-07,3.6619758247979917e-07,0.3766971826553345,5.12261629999557,Medium
2,III.21.20,0.00032978152739815414,0.00023590221826452762,0.9901303648948669,0.3321715999918524,Hard
2,III.4.32,0.02154519036412239,0.029669441282749176,0.9906953573226929,0.5892645999992965,Medium
2,III.4.33,0.005842290818691254,0.00580186303704977,0.9910086393356323,0.5207910000026459,Hard
2,III.7.38,0.0026588700711727142,0.00203136820346117,0.9904870390892029,0.48117400000046473,Easy
2,III.8.54,0.005643236916512251,0.009174607694149017,0.9247543811798096,4.968911100004334,Medium
2,III.9.52,0.00014400070358533412,0.0001926120457937941,0.9906923174858093,3.4127499000023818,Hard
3,I.10.7,0.0018921095179393888,0.0010800594463944435,0.9901602864265442,0.5341905999957817,Medium
3,I.11.19,0.057478174567222595,0.06429393589496613,0.7990509271621704,5.412134500002139,Medium
3,I.12.11,0.016802633181214333,0.020578116178512573,0.8340361714363098,5.361392899998464,Medium
3,I.12.1,0.0012036514235660434,0.0008529814658686519,0.9917340278625488,0.2530501000001095,Easy
3,I.12.2,5.8641577197704464e-05,0.00019796154811047018,0.8201267719268799,5.140008699992904,Medium
3,I.12.4,3.348460450069979e-05,3.1816871342016384e-05,0.9902482032775879,2.2257573999959277,Easy
3,I.12.5,0.0010689934715628624,0.0007649046019650996,0.9925875663757324,0.24664369999663904,Easy
3,I.13.12,9.314870840171352e-05,0.00011936447117477655,0.9906036257743835,1.8645323000091594,Medium
3,I.13.4,0.0010080862557515502,0.000973582558799535,0.9903446435928345,0.3154668000061065,Medium
3,I.14.3,0.00043311400804668665,0.0003928513324353844,0.9902500510215759,0.36246060000848956,Easy
3,I.14.4,9.379515540786088e-05,8.139659621519968e-05,0.9904842376708984,0.3220429999928456,Easy
3,I.15.10,0.0011690311366692185,0.0010625149589031935,0.9901463389396667,0.4258706999971764,Medium
3,I.15.3t,0.00700991228222847,0.01290840469300747,0.9716380834579468,5.144249799996032,Hard
3,I.15.3x,0.006151837296783924,0.00863302405923605,0.9847301244735718,5.170813300006557,Hard
3,I.16.6,0.002673784736543894,0.0024929665960371494,0.9930301904678345,0.19738539999525528,Medium
3,I.18.12,0.0017923809355124831,0.0021961901802569628,0.9558829665184021,4.878272300004028,Easy
3,I.18.16,0.0020798451732844114,0.0024533977266401052,0.8686448931694031,5.154571400009445,Easy
3,I.18.4,0.001514047384262085,0.001684881979599595,0.99015212059021,0.2247205000021495,Medium
3,I.24.6,1.4888767509546597e-05,1.569943196955137e-05,0.9908296465873718,3.865853099996457,Medium
3,I.25.13,0.004482635296881199,0.0030050280038267374,0.990419864654541,0.2764976000034949,Easy
3,I.26.2,0.0015933813992887735,0.001637126668356359,0.992458701133728,0.2340072999941185,Easy
3,I.27.6,0.00026450297445990145,0.0003114421560894698,0.9900649785995483,0.914442199995392,Easy
3,I.29.16,0.03402721509337425,0.046694230288267136,0.6627602577209473,5.1705867999990005,Hard
3,I.29.4,0.00155634805560112,0.001104107592254877,0.9904053807258606,0.2902548999991268,Medium
3,I.30.3,0.02508741058409214,0.03480708971619606,0.8031015396118164,4.925325899996096,Hard
3,I.30.5,0.0015499554574489594,0.001301401061937213,0.9917483925819397,0.2531231999892043,Easy
3,I.32.17,0.002802824368700385,3.129133701324463,0.31290215253829956,5.346631399996113,Hard
3,I.32.5,0.0008331628632731736,0.005199315492063761,0.9651819467544556,5.152856000000611,Medium
3,I.34.10,0.003902623662725091,0.0026066768914461136,0.9901445508003235,0.8980389000062132,Medium
3,I.34.14,0.0016890863189473748,0.00139713438693434,0.9902384877204895,0.6590218000055756,Hard
3,I.34.27,0.0014840649673715234,0.0009734374471008778,0.9905667304992676,0.2402464000042528,Medium
3,I.34.8,0.002545252675190568,0.003602579701691866,0.8915414214134216,5.057846099996823,Medium
3,I.37.4,0.007016340270638466,0.007794632576406002,0.9902015924453735,0.5830210999993142,Hard
3,I.38.12,0.03526413440704346,0.1739911139011383,0.982582688331604,5.114023600006476,Medium
3,I.39.10,0.001100542489439249,0.0008146862383000553,0.9923830628395081,0.30708110000705346,Medium
3,I.39.11,0.0006683373358100653,0.0005762518849223852,0.9904471635818481,0.3755455000064103,Medium
3,I.39.22,0.00026341754710301757,0.00021995669521857053,0.9907974600791931,0.42899149999720976,Hard
3,I.40.1,0.0011780677596107125,0.001846722443588078,0.9783126711845398,5.311835000000428,Hard
3,I.41.16,6.670030415989459e-05,8.742862701183185e-05,0.9901036024093628,1.0513080999953672,Hard
3,I.43.16,0.00025243457639589906,0.00023716613941360265,0.9900774955749512,0.867701200011652,Easy
3,I.43.31,0.00024307800049427897,0.00022614056069869548,0.990552544593811,0.4380086000019219,Medium
3,I.43.43,0.0006823983858339489,0.0006847662152722478,0.9904513359069824,0.6043341000040527,Medium
3,I.44.4,0.00010319020657334477,0.00012572421110235155,0.9903317093849182,0.9961268000042764,Hard
3,I.47.23,0.0004913886659778655,0.0004163406847510487,0.990170955657959,0.31230249999498483,Easy
3,I.50.26,0.0029946272261440754,0.004077775403857231,0.9823644161224365,5.2943613000097685,Hard
3,I.6.20a,0.0001654686639085412,0.0001879807241493836,0.9903385043144226,0.17740190000040457,Hard
3,I.6.20b,0.00031274912180379033,0.0003057665016967803,0.9828528165817261,5.1170695000037085,Hard
3,I.6.20,0.00014494922652374953,0.00012632590369321406,0.9900842905044556,1.5945732000109274,Hard
3,I.9.18,2.8575201213243417e-05,3.704984555952251e-05,0.9531019330024719,5.692061399997328,Hard
3,II.10.9,0.0008638755534775555,0.0005746743991039693,0.9903861880302429,0.29200719999789726,Easy
3,II.11.17,0.0075815157033503056,0.008034376427531242,0.9168125987052917,5.347834899992449,Hard
3,II.11.20,1.8673239537747577e-05,1.707033152342774e-05,0.9905199408531189,1.0985408000124153,Hard
3,II.11.27,0.0002975891693495214,0.0014411448501050472,0.9900540709495544,2.309852199992747,Hard
3,II.11.28,0.010670262388885021,0.006473045330494642,0.9909185767173767,0.3419570999976713,Hard
3,II.11.3,2.1792464394820854e-05,3.528266097418964e-05,0.9909481406211853,0.8627373000053922,Medium
3,II.13.17,0.00012739967496600002,8.556612738175318e-05,0.9900656938552856,0.5536295999918366,Easy
3,II.13.23,0.002075962722301483,0.0010561670642346144,0.9903779625892639,0.685348699989845,Hard
3,II.13.34,0.0011803817469626665,0.0006805444718338549,0.9916830658912659,0.7781703000073321,Hard
3,II.15.4,0.0005340409115888178,0.0005674295243807137,0.9902360439300537,0.4496448000136297,Easy
3,II.15.5,0.00039316542097367346,0.0004993266193196177,0.9914079308509827,0.4785373000049731,Easy
3,II.2.42,0.0001206814413308166,0.0001805471838451922,0.9907112121582031,0.5269853000063449,Easy
3,II.21.32,1.8713195458985865e-05,0.011028860695660114,0.6124672293663025,5.221193899997161,Medium
3,II.24.17,0.0006023392197676003,0.0006541211041621864,0.990287184715271,0.4541735999955563,Hard
3,II.27.16,0.0001599711540620774,0.0001732964883558452,0.9900115132331848,0.4902950999967288,Easy
3,II.27.18,0.00033384800190106034,0.0003164564841426909,0.9907510876655579,0.4284775000123773,Easy
3,II.3.24,1.63824424816994e-05,1.918161979119759e-05,0.9901976585388184,0.9114246999961324,Easy
3,II.34.11,5.977732143946923e-05,5.556801988859661e-05,0.9907006025314331,0.5456551999959629,Easy
3,II.34.29a,3.5801717785943765e-06,3.262399332015775e-06,0.9903495907783508,3.2327330999978585,Medium
3,II.34.29b,6.780786497984082e-05,0.00011913859634660184,0.9903258681297302,0.8374152000033064,Easy
3,II.34.2a,1.2680621694016736e-05,1.3114897228660993e-05,0.9903013110160828,0.8619035000010626,Medium
3,II.34.2,5.23276103194803e-05,5.1683990022866055e-05,0.9913631677627563,0.3070889999944484,Medium
3,II.35.18,0.00016191978647839278,0.00018232810543850064,0.990405797958374,0.7991155000054277,Hard
3,II.35.21,8.314530714415014e-05,9.901080920826644e-05,0.9904791116714478,0.5429308000020683,Hard
3,II.36.38,0.0003956616565119475,0.0011264152126386762,0.9900223016738892,5.066452800005209,Hard
3,II.37.1,0.00128866545855999,0.0012569418177008629,0.9901599287986755,0.3285574000037741,Medium
3,II.38.14,0.00012355401122476906,0.00010067634138977155,0.9910731911659241,0.2867212999990443,Easy
3,II.38.3,0.000220555899431929,0.0002138567069778219,0.9910526871681213,0.3186565000069095,Easy
3,II.4.23,1.1271854418737348e-05,7.80108712206129e-06,0.9907616972923279,0.4624311000079615,Easy
3,II.6.11,1.2621843779925257e-05,1.952047023223713e-05,0.9901739358901978,0.9766681000037352,Medium
3,II.6.15a,0.0006562320049852133,0.010371583513915539,0.9165709018707275,5.241811700005201,Hard
3,II.6.15b,6.2562023231294e-05,0.00015388887550216168,0.9836153984069824,4.984264099999564,Hard
3,II.8.31,8.424973930232227e-05,7.263830048032105e-05,0.9921736121177673,0.24337689999083523,Easy
3,II.8.7,2.3513537144026486e-06,2.270580125696142e-06,0.9904565811157227,0.7576447000028566,Medium
3,III.10.19,0.0007596209179610014,0.0009685504483059049,0.9905897974967957,0.29697070000111125,Hard
3,III.12.43,0.00040318627725355327,0.00032775307772681117,0.9931052327156067,0.20780379998905119,Easy
3,III.13.18,0.0005802520900033414,0.0006216953624971211,0.990149199962616,0.4791250999987824,Medium
3,III.14.14,0.0002355483447900042,0.0043154614977538586,0.9457951188087463,5.318701799988048,Medium
3,III.15.12,0.007121354807168245,0.007372643798589706,0.9913644790649414,0.7615951000043424,Medium
3,III.15.14,0.0004080160870216787,0.0005084859440103173,0.9901373982429504,0.7363170000026003,Medium
3,III.15.27,0.07388228178024292,0.05022505670785904,0.9904593825340271,0.6119432999985293,Easy
3,III.17.37,0.0010084690293297172,0.0014188333880156279,0.9901074767112732,1.4698463000095217,Medium
3,III.19.51,1.5003597297891247e-07,2.603800339784357e-07,0.556808590888977,5.215514399998938,Medium
3,III.21.20,0.00031083085923455656,0.00023495510686188936,0.9901700019836426,0.6187074999907054,Hard
3,III.4.32,0.02381078153848648,0.03147837519645691,0.9901280403137207,0.45837639999808744,Medium
3,III.4.33,0.005937569309026003,0.00640421686694026,0.9900751709938049,0.5344592000037665,Hard
3,III.7.38,0.002347227418795228,0.0021217982284724712,0.9900635480880737,0.8149215000012191,Easy
3,III.8.54,0.0064186882227659225,0.01094538439065218,0.910231351852417,4.773554100000183,Medium
3,III.9.52,0.0001145195055869408,0.00020681532623711973,0.9900059700012207,2.4901007000007667,Hard
4,I.10.7,0.0016677379608154297,0.0010674864752218127,0.9902747869491577,1.087726500001736,Medium
4,I.11.19,0.045688606798648834,0.051152899861335754,0.8401229381561279,5.3241577000007965,Medium
4,I.12.11,0.009828649461269379,0.012212324887514114,0.901506781578064,5.196369099998265,Medium
4,I.12.1,0.0011451211757957935,0.0007743158494122326,0.9924963116645813,0.22444720000203233,Easy
4,I.12.2,2.1348057998693548e-05,8.676964353071526e-05,0.9211587309837341,5.270874499998172,Medium
4,I.12.4,2.7505255275173113e-05,3.0863535357639194e-05,0.9905403852462769,1.4404371999989962,Easy
4,I.12.5,0.001294315792620182,0.0010152995819225907,0.9901610612869263,0.1968297999992501,Easy
4,I.13.12,0.00010556633787928149,0.00011652262764982879,0.9908273220062256,1.783520099997986,Medium
4,I.13.4,0.0011256571160629392,0.0009325298015028238,0.9907517433166504,0.3874576999951387,Medium
4,I.14.3,0.00029939410160295665,0.0003959084569942206,0.9901741743087769,0.4851758000004338,Easy
4,I.14.4,9.811150084715337e-05,8.4118582890369e-05,0.9901660084724426,0.6455818999966141,Easy
4,I.15.10,0.0012534965062513947,0.0010759913129732013,0.9900213479995728,0.7874657000065781,Medium
4,I.15.3t,0.006686646956950426,0.013998136855661869,0.9692437648773193,5.2077143999922555,Hard
4,I.15.3x,0.005643531214445829,0.006786920130252838,0.987995445728302,5.083150999998907,Hard
4,I.16.6,0.003438941203057766,0.0032947086729109287,0.9907886981964111,0.21139970001240727,Medium
4,I.18.12,0.0007583389524370432,0.0008225018973462284,0.9834775924682617,4.8222852000035346,Easy
4,I.18.16,0.001505469554103911,0.0017856800695881248,0.9043945670127869,5.167374199998449,Easy
4,I.18.4,0.0013697200920432806,0.001612138352356851,0.9905772805213928,0.35450509999645874,Medium
4,I.24.6,8.511369742336683e-06,1.644521762500517e-05,0.9903940558433533,4.543308699998306,Medium
4,I.25.13,0.004407502245157957,0.0026414378080517054,0.991578996181488,0.2514777000033064,Easy
4,I.26.2,0.002372648334130645,0.002146606333553791,0.9901118278503418,0.31350009999005124,Easy
4,I.27.6,0.000298509985441342,0.00031140679493546486,0.9900661110877991,1.1894712999928743,Easy
4,I.29.16,0.03537246584892273,0.04739857092499733,0.6576732993125916,5.299148799997056,Hard
4,I.29.4,0.0016171414172276855,0.0010251487838104367,0.9910915493965149,0.3485365999949863,Medium
4,I.30.3,0.029255840927362442,0.04465774446725845,0.747377872467041,4.967211199997109,Hard
4,I.30.5,0.001945433090440929,0.0013727812329307199,0.9912957549095154,0.245851900006528,Easy
4,I.32.17,0.00041382023482583463,3.404486894607544,0.2524399161338806,5.451110800000606,Hard
4,I.32.5,0.000750883889850229,0.006535160355269909,0.9562361836433411,5.1780723999982,Medium
4,I.34.10,0.003914083819836378,0.0025286395102739334,0.9904395937919617,0.46790089999558404,Medium
4,I.34.14,0.0017065260326489806,0.001373231178149581,0.9904054999351501,0.5591223000083119,Hard
4,I.34.27,0.0014066539006307721,0.0009899729629978538,0.9904064536094666,0.19097139999212231,Medium
4,I.34.8,0.008172554895281792,0.00897293072193861,0.7298626899719238,5.097854099993128,Medium
4,I.37.4,0.00683744577690959,0.007833607494831085,0.9901525974273682,1.022225900000194,Hard
4,I.38.12,0.09473714977502823,0.44390398263931274,0.9555631279945374,5.283681899993098,Medium
4,I.39.10,0.001358412322588265,0.0010557390050962567,0.990129292011261,0.2649306999956025,Medium
4,I.39.11,0.0005015964270569384,0.000556729210074991,0.9907708168029785,0.3887607000069693,Medium
4,I.39.22,0.0002478232199791819,0.00022498103498946875,0.9905872941017151,1.1013553999946453,Hard
4,I.40.1,0.000760044262278825,0.0008509152103215456,0.9900071024894714,4.869980599993141,Hard
4,I.41.16,3.6543398891808465e-05,8.500084368279204e-05,0.9903783798217773,1.48880539998936,Hard
4,I.43.16,0.0003148231189697981,0.0002356914192205295,0.9901391863822937,0.41374429999268614,Easy
4,I.43.31,0.00018200221529696137,0.0002373160095885396,0.9900856614112854,1.8664158000028692,Medium
4,I.43.43,0.0006568438839167356,0.0006870595389045775,0.990419328212738,0.7597814999899128,Medium
4,I.44.4,6.634092278545722e-05,0.00012638737098313868,0.9902806878089905,1.4704398000030778,Hard
4,I.47.23,0.00044042791705578566,0.0004161362594459206,0.9901757836341858,0.6843530999904033,Easy
4,I.50.26,0.003794124349951744,0.0066158343106508255,0.9713878035545349,5.252018400002271,Hard
4,I.6.20a,0.00014899438247084618,0.00011668966908473521,0.9940025806427002,0.18579139999928884,Hard
4,I.6.20b,0.00033544647158123553,0.0003430647775530815,0.9807611107826233,4.904215500006103,Hard
4,I.6.20,0.00010257922986056656,0.00012679165229201317,0.9900477528572083,1.6244660999946063,Hard
4,I.9.18,1.7155412933789194e-05,4.579792221193202e-05,0.9420285224914551,5.688502000004519,Hard
4,II.10.9,0.0009226055117323995,0.0005886305007152259,0.9901527166366577,0.44253390000085346,Easy
4,II.11.17,0.006402673665434122,0.020477574318647385,0.7879766225814819,5.506064699991839,Hard
4,II.11.20,8.675180652062409e-06,1.728400275169406e-05,0.9904012680053711,1.5215364000032423,Hard
4,II.11.27,0.0003624829987529665,0.0014383952366188169,0.990073025226593,2.8181034000008367,Hard
4,II.11.28,0.010451553389430046,0.006668494548648596,0.9906443953514099,0.42473130000871606,Hard
4,II.11.3,2.338191552553326e-05,3.795687007368542e-05,0.9902620315551758,2.149231299990788,Medium
4,II.13.17,3.416982144699432e-05,8.53481687954627e-05,0.9900909662246704,2.6996575000084704,Easy
4,II.13.23,0.001644033589400351,0.001092631253413856,0.9900457262992859,1.0273642999964068,Hard
4,II.13.34,0.0004140966630075127,0.0008140694699250162,0.99005126953125,1.620150200003991,Hard
4,II.15.4,0.0005028482410125434,0.0005474290810525417,0.9905802011489868,0.9813181999925291,Easy
4,II.15.5,0.0005298304604366422,0.00057890237076208,0.9900386333465576,0.881973299998208,Easy
4,II.2.42,6.925794878043234e-05,0.00018768045993056148,0.990344226360321,1.7027712000126485,Easy
4,II.21.32,0.00011376349721103907,0.013636616989970207,0.5208357572555542,5.379004400005215,Medium
4,II.24.17,0.0006531610852107406,0.0006731238099746406,0.9900050163269043,0.7897139999986393,Hard
4,II.27.16,0.00015948517830111086,0.00016975174366962165,0.9902158379554749,0.8054441999993287,Easy
4,II.27.18,0.00032883291714824736,0.0003407473850529641,0.9900411367416382,0.7185630000021774,Easy
4,II.3.24,2.4405017029494047e-05,1.8833081412594765e-05,0.9903757572174072,1.0524213999888161,Easy
4,II.34.11,6.402731378329918e-05,5.517991667147726e-05,0.9907655715942383,0.7784501999994973,Easy
4,II.34.29a,2.88698788608599e-06,3.37707820108335e-06,0.9900103807449341,1.5025972000003094,Medium
4,II.34.29b,6.021312583470717e-05,0.00011279584578005597,0.9908409118652344,2.274167800002033,Easy
4,II.34.2a,1.3300114005687647e-05,1.3307116205396596e-05,0.9901591539382935,0.6546331999998074,Medium
4,II.34.2,5.081271956441924e-05,4.939777863910422e-05,0.9917452335357666,0.4684228999976767,Medium
4,II.35.18,0.00019770211656577885,0.0001834274735301733,0.9903479218482971,0.518866500002332,Hard
4,II.35.21,5.622270691674203e-05,0.00010364244371885434,0.990033745765686,1.3671273999934783,Hard
4,II.36.38,0.00040041515603661537,0.0014992260839790106,0.9867199659347534,5.5686695000040345,Hard
4,II.37.1,0.0011931922053918242,0.0012376715894788504,0.990310788154602,0.30528729999787174,Medium
4,II.38.14,0.000129044201457873,0.00010551757441135123,0.9906439185142517,0.2147941000002902,Easy
4,II.38.3,0.00025542621733620763,0.00021769350860267878,0.9908921718597412,0.7547920000070008,Easy
4,II.4.23,1.0497680705157109e-05,8.322313078679144e-06,0.9901444315910339,0.8520768999878783,Easy
4,II.6.11,1.017263002722757e-05,1.927198354678694e-05,0.9902990460395813,3.893755600001896,Medium
4,II.6.15a,0.0005608501960523427,0.01626889780163765,0.8691328167915344,5.253023600002052,Hard
4,II.6.15b,3.1532414141111076e-05,0.0001066206386894919,0.9886480569839478,5.088931999998749,Hard
4,II.8.31,0.00010219086107099429,8.011932368390262e-05,0.9913675785064697,0.15926080000645015,Easy
4,II.8.7,2.127821062458679e-06,2.3078187041392084e-06,0.9903000593185425,1.7406166000000667,Medium
4,III.10.19,0.0006138082826510072,0.0009807681199163198,0.9904711246490479,1.1512020000081975,Hard
