Main Network Layers,Function,train MSE,test MSE,R2 Score (Test),R2 Score (Train),time,Level
1,I.30.3,0.03062896803021431,0.03411465883255005,0.807018518447876,0.821796715259552,13.392862699998659,Hard
1,I.30.5,0.00015031972725410014,0.00012193903239676729,0.9992268085479736,0.9991050958633423,1.199445400008699,Easy
1,I.32.17,0.004168815910816193,3.061230182647705,0.3278124928474426,0.9857771992683411,13.835644599996158,Hard
1,I.32.5,0.0005089800688438118,0.0033929692581295967,0.9772784113883972,0.9975610971450806,13.668988400007947,Medium
1,I.34.10,0.00028111066785641015,0.00025828267098404467,0.9990234971046448,0.9990624785423279,2.662839000011445,Medium
1,I.34.14,0.00014696610742248595,0.00010731333895819262,0.9992502331733704,0.999077320098877,3.0816213000071,Hard
1,I.34.27,0.00010312916128896177,9.985818178392947e-05,0.9990323185920715,0.9990951418876648,2.146253600003547,Medium
1,I.34.8,0.0034833054523915052,0.004501910414546728,0.8644663691520691,0.9157348871231079,13.614335699996445,Medium
1,I.37.4,0.0006039961008355021,0.0006409886991605163,0.9991942048072815,0.9991721510887146,6.745251600004849,Hard
1,I.38.12,0.02762116678059101,0.00933047104626894,0.9990659952163696,0.9980177879333496,9.997926399999415,Medium
1,I.39.10,0.00012668955605477095,9.834281809162349e-05,0.9990805387496948,0.9988471865653992,0.5780900999961887,Medium
1,I.39.11,5.9249152400298044e-05,5.54115540580824e-05,0.9990814328193665,0.9990005493164062,3.774193799996283,Medium
1,I.39.22,2.628835864015855e-05,2.1489753635250963e-05,0.999100923538208,0.9991089701652527,6.791062599993893,Hard
1,I.40.1,0.0018067614873871207,0.001660581910982728,0.9804986715316772,0.9800185561180115,13.73113369999919,Hard
1,I.41.16,4.956104930897709e-06,7.546669166913489e-06,0.9991457462310791,0.9994776844978333,7.737641099985922,Hard
1,I.43.16,2.5147743144771084e-05,2.3541588234365918e-05,0.9990150928497314,0.9991476535797119,6.2526912999892375,Easy
1,I.43.31,2.021356522163842e-05,2.248663076898083e-05,0.9990605711936951,0.9990894794464111,3.175747400004184,Medium
1,I.43.43,6.316239159787074e-05,6.608116382267326e-05,0.9990785121917725,0.9989922046661377,5.288265699986368,Medium
1,I.44.4,9.771546319825575e-05,0.00010028810356743634,0.9922877550125122,0.99283766746521,13.629433800000697,Hard
1,I.47.23,3.80383207811974e-05,4.16964539908804e-05,0.9990156292915344,0.9991269111633301,3.2122401999949943,Easy
1,I.50.26,0.012337137013673782,0.018572961911559105,0.9196754693984985,0.9461013078689575,13.547810899995966,Hard
1,I.6.20a,2.1519077563425526e-05,1.766934474289883e-05,0.9990918636322021,0.9988163709640503,0.6288367999950424,Hard
1,I.6.20b,0.0004400215402711183,0.0004793936968781054,0.973115861415863,0.9761806130409241,13.409955199997057,Hard
1,I.6.20,8.895231076166965e-06,1.06849693111144e-05,0.9991613030433655,0.9992436766624451,3.6089623000007123,Hard
1,I.9.18,0.00012609627447091043,0.00013836145808454603,0.824860692024231,0.8507834672927856,14.686098899997887,Hard
1,II.10.9,6.4215695601888e-05,5.833332397742197e-05,0.9990241527557373,0.9989531636238098,3.41503499999817,Easy
1,II.11.17,0.005374882835894823,0.011525689624249935,0.8806638121604919,0.9487765431404114,13.725110700004734,Hard
1,II.11.20,5.705985586246243e-06,8.20303557702573e-06,0.9954444169998169,0.9972794651985168,13.656635100007406,Hard
1,II.11.27,0.00026233549579046667,0.0005860463716089725,0.9959554672241211,0.9975225925445557,13.43856060001417,Hard
1,II.11.28,0.0007644505240023136,0.0006704309489578009,0.9990594387054443,0.9990542531013489,1.850548100002925,Hard
1,II.11.3,5.497468009707518e-05,4.309677387936972e-05,0.9889433979988098,0.9892745018005371,13.507503699991503,Medium
1,II.13.17,8.413046089117415e-06,6.729199867550051e-06,0.9992187023162842,0.9993577599525452,5.526154099992709,Easy
1,II.13.23,9.510263043921441e-05,0.00028855056734755635,0.9973711967468262,0.9992194175720215,13.609597099988605,Hard
1,II.13.34,0.00022327655460685492,0.0003635588800534606,0.9955569505691528,0.9975797533988953,13.530946200000471,Hard
1,II.15.4,4.551231177174486e-05,4.8078705731313676e-05,0.9991726875305176,0.9990657567977905,9.307909800001653,Easy
1,II.15.5,4.1380932088941336e-05,4.507073754211888e-05,0.9992244243621826,0.9991505742073059,13.112477399990894,Easy
1,II.2.42,5.597759809461422e-05,9.465482435189188e-05,0.995130181312561,0.9969401359558105,13.857867900005658,Easy
1,II.21.32,7.53395797801204e-05,0.01243163738399744,0.5631763935089111,0.9909881949424744,13.6575434999977,Medium
1,II.24.17,5.5717118812026456e-05,6.416001997422427e-05,0.9990473389625549,0.9991963505744934,2.728712700001779,Hard
1,II.27.16,1.479237289458979e-05,1.5907282431726344e-05,0.9990831613540649,0.9990561604499817,6.471463499998208,Easy
1,II.27.18,3.2303232728736475e-05,2.7672014766721986e-05,0.9991912245750427,0.9991447925567627,1.6833571000024676,Easy
1,II.3.24,2.918143309216248e-06,1.9417311705183238e-06,0.9990077018737793,0.9984592795372009,2.994597700002487,Easy
1,II.34.11,5.512250481842784e-06,4.5477645471692085e-06,0.999238908290863,0.9992526769638062,10.832628200005274,Easy
1,II.34.29a,2.961451741612109e-07,2.760216943897831e-07,0.9991835355758667,0.9991883635520935,11.184490499988897,Medium
1,II.34.29b,7.416680455207825e-05,0.00010270607162965462,0.9916601777076721,0.992737352848053,13.828794500004733,Easy
1,II.34.2a,1.082936819329916e-06,1.1291778037048061e-06,0.9991649389266968,0.9992579817771912,12.648495599991293,Medium
1,II.34.2,5.559239070862532e-06,5.517805220733862e-06,0.9990779161453247,0.9989983439445496,5.572982799989404,Medium
1,II.35.18,1.1383030141587369e-05,1.8230251953355037e-05,0.9990407228469849,0.9994170069694519,4.904395999998087,Hard
1,II.35.21,5.417507782112807e-05,8.697438897797838e-05,0.9916365742683411,0.9949132800102234,13.792337599996245,Hard
1,II.36.38,0.00045719475019723177,0.0005337579059414566,0.9952720403671265,0.9968357682228088,14.689072399996803,Hard
1,II.37.1,0.0001143871049862355,0.00011556223034858704,0.9990953207015991,0.9990569949150085,1.7560771999997087,Medium
1,II.38.14,1.2948900803166907e-05,1.0964741704810876e-05,0.9990277886390686,0.9988670945167542,0.5256478999945102,Easy
1,II.38.3,2.0962534108548425e-05,2.184689583373256e-05,0.9990859627723694,0.9992895126342773,6.872821800003294,Easy
1,II.4.23,7.788244715811743e-07,8.154235615620564e-07,0.9990343451499939,0.9991222620010376,10.509009199988213,Easy
1,II.6.11,1.9997209165012464e-05,2.535581552365329e-05,0.9872366189956665,0.987055242061615,13.555132600013167,Medium
1,II.6.15a,0.0012462440645322204,0.00534930219873786,0.9569701552391052,0.993655800819397,13.683361500006868,Hard
1,II.6.15b,7.698288391111419e-05,0.00017151969950646162,0.9817382097244263,0.991814374923706,13.500887300004251,Hard
1,II.8.31,1.0073574230773374e-05,8.859399713401217e-06,0.9990454316139221,0.9989771246910095,1.1778734999970766,Easy
1,II.8.7,1.397120172441646e-06,1.4556610494764755e-06,0.9938817024230957,0.9944115877151489,13.382289300003322,Medium
1,III.10.19,0.00013623271661344916,0.00021481644944287837,0.9979128837585449,0.9986820816993713,13.51029330000165,Hard
1,III.12.43,3.8736277929274365e-05,3.98725678678602e-05,0.9991612434387207,0.9992069005966187,1.0093828000099165,Easy
1,III.13.18,8.24890739750117e-05,5.794663593405858e-05,0.9990818500518799,0.9989706873893738,7.214544400005252,Medium
1,III.14.14,0.0008554947562515736,0.000982168479822576,0.9876633286476135,0.9937664866447449,13.56867800001055,Medium
1,III.15.12,0.0023139736149460077,0.003801985178142786,0.9955467581748962,0.9970763325691223,13.717066400000476,Medium
1,III.15.14,5.7345318055013195e-05,4.5848551962990314e-05,0.9991106986999512,0.9989312887191772,6.637286299999687,Medium
1,III.15.27,0.006130569614470005,0.004264111630618572,0.9991899728775024,0.9988917708396912,2.3917175000096904,Easy
1,III.17.37,0.0001178263992187567,0.0001432793796993792,0.9990010261535645,0.9991501569747925,7.692049899997073,Medium
1,III.19.51,5.732257477575331e-07,7.629551532772894e-07,-0.29862165451049805,-0.6427555084228516,13.535203000006732,Medium
1,III.21.20,3.2531770557397977e-05,2.105252497131005e-05,0.999119222164154,0.9988973736763,8.89940170000773,Hard
1,III.4.32,0.0018414623336866498,0.002415906172245741,0.99924236536026,0.9993868470191956,1.2906564000004437,Medium
1,III.4.33,0.00041122830589301884,0.0005062565905973315,0.9992154240608215,0.9993232488632202,1.1419041999906767,Hard
1,III.7.38,0.00027470081113278866,0.00020033743930980563,0.9990618228912354,0.9988080859184265,2.866792599990731,Easy
1,III.8.54,0.0010837543522939086,0.0020992280915379524,0.9827831387519836,0.9912773370742798,13.508421400008956,Medium
1,III.9.52,0.00017207486962433904,0.00017301678599324077,0.9916391968727112,0.993299126625061,13.92121230000339,Hard
5,I.10.7,0.00014301278861239552,0.00036656955489888787,0.9966604113578796,0.9988261461257935,32.448725399997784,Medium
5,I.11.19,0.03669052571058273,0.06398586928844452,0.8000137805938721,0.8959226012229919,32.5348340000055,Medium
5,I.12.11,0.01303569134324789,0.024559257552027702,0.8019279837608337,0.8994976282119751,32.24019700000645,Medium
5,I.12.1,8.110222552204505e-05,7.30040337657556e-05,0.9992925524711609,0.9992883801460266,16.776006399988546,Easy
5,I.12.2,2.104441045958083e-05,7.218856626423076e-05,0.9344075322151184,0.9832000732421875,32.187188299998525,Medium
5,I.12.4,4.318544597481377e-06,2.903312861235463e-06,0.9991101622581482,0.9988064765930176,13.970478499992169,Easy
5,I.12.5,8.445034472970292e-05,9.709069126984105e-05,0.9990591406822205,0.9992590546607971,3.8318732000043383,Easy
5,I.13.12,0.00014911829202901572,0.00017943205602932721,0.9858750700950623,0.98968106508255,32.03586849999556,Medium
5,I.13.4,7.938669295981526e-05,7.524248940171674e-05,0.9992538094520569,0.999271035194397,5.773493400003645,Medium
5,I.14.3,3.684476905618794e-05,3.601342541514896e-05,0.999106228351593,0.9990365505218506,8.855117999992217,Easy
5,I.14.4,9.785313523025252e-06,7.88323268352542e-06,0.9990783929824829,0.9989637732505798,5.3798780999932205,Easy
5,I.15.10,8.523549331584945e-05,0.00010173126065637916,0.9990565776824951,0.9992983937263489,18.065059200001997,Medium
5,I.15.3t,0.0038548125885427,0.006763070356100798,0.9851404428482056,0.9922681450843811,32.17817759999889,Hard
5,I.15.3x,0.0019592924509197474,0.00291760778054595,0.9948394298553467,0.996724545955658,32.26494020000973,Hard
5,I.16.6,0.000332756811985746,0.00028727270546369255,0.9991968274116516,0.9990655779838562,1.5225864999956684,Medium
5,I.18.12,0.0003176952013745904,0.0003530319081619382,0.9929082989692688,0.9944968223571777,32.072311199997785,Easy
5,I.18.16,0.0005639225128106773,0.0004634681099560112,0.9751858711242676,0.9670796990394592,32.30901569999696,Easy
5,I.18.4,0.00011873088078573346,0.00014101335546001792,0.9991757869720459,0.9993312358856201,14.37392600000021,Medium
5,I.24.6,1.14781541924458e-05,9.528547707304824e-06,0.9944341778755188,0.9941023588180542,32.406201100006,Medium
5,I.25.13,0.00028903729980811477,0.0003061347524635494,0.9990240335464478,0.9991201758384705,1.8964558000006946,Easy
5,I.26.2,0.0001934020983753726,0.00018280312360730022,0.9991579055786133,0.9990409016609192,6.721344999998109,Easy
5,I.27.6,3.244709660066292e-05,2.9625558454426937e-05,0.9990549683570862,0.9989898800849915,4.546572000006563,Easy
5,I.29.16,0.032152123749256134,0.04674864932894707,0.6623672246932983,0.7717537879943848,31.935460699998657,Hard
5,I.29.4,0.0001237064425367862,9.722598042571917e-05,0.9991551041603088,0.9989082217216492,2.6530583999992814,Medium
5,I.30.3,0.010612962767481804,0.019200187176465988,0.891387403011322,0.9382523894309998,31.904561900009867,Hard
5,I.30.5,0.00018380350957158953,0.00013220045366324484,0.9991617798805237,0.9989057779312134,1.8043207000009716,Easy
5,I.32.17,0.00521894870325923,3.2269339561462402,0.2914271354675293,0.9821944832801819,32.71196909999708,Hard
5,I.32.5,0.0048632631078362465,0.009817180223762989,0.9342576265335083,0.9766963720321655,31.96346880000783,Medium
5,I.34.10,0.00027059277635999024,0.00025742786237969995,0.9990267157554626,0.9990975856781006,8.01751510000031,Medium
5,I.34.14,0.00016445234359707683,0.00013408744416665286,0.9990631341934204,0.9989675283432007,7.024920100011514,Hard
5,I.34.27,8.186422928702086e-05,8.13641890999861e-05,0.9992115497589111,0.9992817044258118,3.944207499996992,Medium
5,I.34.8,0.0001668036711635068,0.00016891502309590578,0.9949146509170532,0.9959648251533508,32.594950599988806,Medium
5,I.37.4,0.0006542669143527746,0.0006466690683737397,0.9991871118545532,0.9991032481193542,7.756641899992246,Hard
5,I.38.12,0.021430794149637222,0.008639059960842133,0.9991351962089539,0.9984620213508606,20.873660900004325,Medium
5,I.39.10,0.0001234767260029912,9.886886982712895e-05,0.9990755915641785,0.9988763928413391,2.166472299999441,Medium
5,I.39.11,6.699359801132232e-05,5.941176277701743e-05,0.9990150928497314,0.9988699555397034,3.7340899999981048,Medium
5,I.39.22,4.412834459799342e-05,2.3400087229674682e-05,0.9990209937095642,0.9985043406486511,12.320551700002397,Hard
5,I.40.1,0.0017680847086012363,0.003878088900819421,0.9544569253921509,0.9804463386535645,32.302631600003224,Hard
5,I.41.16,4.36906520917546e-05,3.860107608488761e-05,0.9956305623054504,0.9953956007957458,32.34883679999621,Hard
5,I.43.16,2.4616561859147623e-05,1.8277978597325273e-05,0.9992352724075317,0.9991656541824341,9.699659399993834,Easy
5,I.43.31,2.5224568162229843e-05,2.294341175002046e-05,0.9990414977073669,0.9988637566566467,5.040925099994638,Medium
5,I.43.43,6.694624607916921e-05,6.473128451034427e-05,0.9990973472595215,0.9989318251609802,8.644497300003422,Medium
5,I.44.4,5.536095159186516e-06,1.1812045158876572e-05,0.999091625213623,0.9995942115783691,29.545792999997502,Hard
5,I.47.23,4.59715593024157e-05,4.1294832044513896e-05,0.9990251064300537,0.9989448189735413,2.6524541999970097,Easy
5,I.50.26,0.00045376713387668133,0.0008328749099746346,0.9963979721069336,0.9980175495147705,31.884986300006858,Hard
5,I.6.20a,1.7373002265230753e-05,1.870420965133235e-05,0.9990386962890625,0.9990444183349609,1.1314206999959424,Hard
5,I.6.20b,0.00041526247514411807,0.0004839930625166744,0.9728579521179199,0.9775208830833435,32.03215859999182,Hard
5,I.6.20,1.043199790728977e-05,1.2474399227357935e-05,0.9990208745002747,0.9991130232810974,10.647139399996377,Hard
5,I.9.18,1.5399574522234616e-06,2.6333812002121704e-06,0.9966666102409363,0.998177707195282,33.55257139999594,Hard
5,II.10.9,5.5264306865865365e-05,5.457183578982949e-05,0.9990870356559753,0.9990991353988647,3.6105283000069903,Easy
5,II.11.17,0.0015804568538442254,0.0017053683986887336,0.9823427200317383,0.9849380254745483,32.55174119998992,Hard
5,II.11.20,4.896166956314119e-06,8.513120519637596e-06,0.9952722191810608,0.997665524482727,32.17431719999877,Hard
5,II.11.27,3.856682815239765e-05,0.00025666688452474773,0.9982286095619202,0.9996358156204224,32.73453129999689,Hard
5,II.11.28,0.0005464439163915813,0.0005200487794354558,0.9992703795433044,0.9993239641189575,3.8115732000005664,Hard
5,II.11.3,2.5787769573071273e-06,3.5447176287561888e-06,0.9990906119346619,0.9994968771934509,32.32580250001047,Medium
5,II.13.17,7.689482117712032e-06,8.276711923826952e-06,0.9990390539169312,0.9994129538536072,19.851700900006108,Easy
5,II.13.23,6.332085467875004e-05,0.00023040681844577193,0.9979009032249451,0.9994802474975586,32.03376050000952,Hard
5,II.13.34,4.585941496770829e-05,0.0002482837880961597,0.9969657063484192,0.9995028972625732,32.30842279999342,Hard
5,II.15.4,5.41302069905214e-05,5.781627623946406e-05,0.999005138874054,0.9988888502120972,13.600884899991797,Easy
5,II.15.5,5.547963155549951e-05,5.5259526561712846e-05,0.9990491271018982,0.9988611936569214,17.641459999998915,Easy
5,II.2.42,0.00012102657638024539,0.00026068883016705513,0.9865880608558655,0.9933844208717346,31.8907465999946,Easy
5,II.21.32,0.00074832170503214,0.013550227507948875,0.5238713026046753,0.910489022731781,32.17807369999355,Medium
5,II.24.17,5.452558980323374e-05,6.546788063133135e-05,0.9990279078483582,0.9992135167121887,3.4783998999919277,Hard
5,II.27.16,1.5252040611812845e-05,1.56560490722768e-05,0.9990975856781006,0.9990268349647522,9.097444500002894,Easy
5,II.27.18,4.279550557839684e-05,3.2219548302236944e-05,0.9990583062171936,0.9988670349121094,4.876721000007819,Easy
5,II.3.24,2.378959379711887e-06,1.7227563375854515e-06,0.9991196393966675,0.9987439513206482,7.161179600007017,Easy
5,II.34.11,5.872979727428174e-06,5.680482900061179e-06,0.9990493655204773,0.9992038011550903,8.236030199986999,Easy
5,II.34.29a,3.8558039250347065e-07,3.195336546468752e-07,0.9990547895431519,0.9989432096481323,24.606404300007853,Medium
5,II.34.29b,7.656545676582027e-06,1.1506426744745113e-05,0.9990656971931458,0.9992502331733704,16.611642700008815,Easy
5,II.34.2a,1.297520839216304e-06,1.1948294513786095e-06,0.9991164207458496,0.9991109371185303,12.15123859999585,Medium
5,II.34.2,6.653427590208594e-06,5.808538389828755e-06,0.9990293383598328,0.9988011717796326,5.2435926999896765,Medium
5,II.35.18,2.235590000054799e-05,1.84573345904937e-05,0.999028742313385,0.9988550543785095,7.365026999992551,Hard
5,II.35.21,2.2234660718822852e-05,4.0925704524852335e-05,0.9960646033287048,0.9979122877120972,32.07417569999234,Hard
5,II.36.38,0.0027707896661013365,0.0025954213924705982,0.9770099520683289,0.9808235168457031,33.03687969999737,Hard
5,II.37.1,0.0001361306494800374,0.00011614143295446411,0.9990907907485962,0.998877763748169,1.9560652999934973,Medium
5,II.38.14,1.2874625099357218e-05,9.939256415236741e-06,0.9991186857223511,0.9988736510276794,1.6480624999967404,Easy
5,II.38.3,2.5854680643533356e-05,2.204618795076385e-05,0.9990776181221008,0.9991236925125122,11.260398500002339,Easy
5,II.4.23,1.48656465626118e-06,8.26086989036412e-07,0.9990217089653015,0.9983246922492981,8.7840792999923,Easy
5,II.6.11,2.6907259780273307e-06,8.738727046875283e-06,0.9956011772155762,0.9982582330703735,32.16289569999208,Medium
5,II.6.15a,0.007973999716341496,0.00790531188249588,0.936409592628479,0.9594072103500366,32.56405749999976,Hard
5,II.6.15b,0.0001212424976984039,0.00012799738033208996,0.9863720536231995,0.9871082305908203,32.498053599993,Hard
5,II.8.31,9.267312634619884e-06,8.394363248953596e-06,0.9990955591201782,0.9990590214729309,3.6043787999951746,Easy
5,II.8.7,1.6375540212720807e-07,1.8376780985818186e-07,0.9992275834083557,0.9993450045585632,20.605493199997,Medium
5,III.10.19,5.483897257363424e-05,9.859866986516863e-05,0.9990420341491699,0.999469518661499,14.319752499999595,Hard
5,III.12.43,5.735916784033179e-05,4.418722164700739e-05,0.9990704655647278,0.9988256096839905,2.5430091000016546,Easy
5,III.13.18,6.307932926574722e-05,5.87382419325877e-05,0.9990692734718323,0.999212920665741,9.301575299992692,Medium
5,III.14.14,0.0024712132290005684,0.0025920849293470383,0.9674417972564697,0.9819936752319336,32.32646869999007,Medium
5,III.15.12,0.0005671818507835269,0.0007485295063816011,0.9991232752799988,0.9992833733558655,16.379757700007758,Medium
5,III.15.14,6.461106386268511e-05,4.937944686389528e-05,0.9990422129631042,0.9987958669662476,9.235017500002868,Medium
5,III.15.27,0.003398413769900799,0.002749950625002384,0.9994776248931885,0.9993856549263,5.233711799999583,Easy
5,III.17.37,0.00011096680827904493,0.00012665877875406295,0.9991168975830078,0.999199628829956,19.888288300004206,Medium
5,III.19.51,7.524976552986118e-08,1.2560953166484978e-07,0.786200761795044,0.7843485474586487,32.16885089999414,Medium
5,III.21.20,2.0395737010403536e-05,1.6387119103455916e-05,0.9993144273757935,0.999308705329895,17.163357400000677,Hard
5,III.4.32,0.0018375999061390758,0.002778265392407775,0.9991286993026733,0.9993880987167358,2.3110502999916207,Medium
5,III.4.33,0.00039545653271488845,0.00045928030158393085,0.9992882609367371,0.9993492364883423,3.1886798000050476,Hard
5,III.7.38,0.00020543221035040915,0.00019438317394815385,0.9990897178649902,0.999108612537384,5.357342899995274,Easy
5,III.8.54,0.002142959972843528,0.0032482799142599106,0.973359227180481,0.98275226354599,32.115143599992734,Medium
5,III.9.52,6.195853347890079e-05,0.00011155042011523619,0.9946094751358032,0.997587263584137,32.404879000008805,Hard
10,I.10.7,4.0462058677803725e-05,0.000245158706093207,0.9977664947509766,0.9996678829193115,54.742107999991276,Medium
10,I.11.19,0.03951895982027054,0.07996920496225357,0.7500582933425903,0.8878993988037109,55.660439800005406,Medium
10,I.12.11,0.004959556739777327,0.00800065416842699,0.9354742169380188,0.9617629051208496,55.29453100000683,Medium
10,I.12.1,8.199214789783582e-05,9.397731628268957e-05,0.9990893006324768,0.999280571937561,7.990583399994648,Easy
10,I.12.2,1.3578614016296342e-05,9.353373025078326e-05,0.9150127172470093,0.9891600608825684,55.40210379999189,Medium
10,I.12.4,2.6747486572276102e-06,3.1395397854794282e-06,0.9990377426147461,0.9992607831954956,47.10623589999159,Easy
10,I.12.5,7.529654249083251e-05,8.83418761077337e-05,0.9991438984870911,0.9993393421173096,8.142227099990123,Easy
10,I.13.12,0.0002753582375589758,0.00035435339668765664,0.9721052050590515,0.9809452891349792,55.96520239999518,Medium
10,I.13.4,6.998374010436237e-05,7.810832903487608e-05,0.999225378036499,0.9993574023246765,9.955257800000254,Medium
10,I.14.3,3.4554552257759497e-05,3.6585643101716414e-05,0.9990919828414917,0.9990964531898499,30.687334300004295,Easy
10,I.14.4,9.535097888146993e-06,8.230234925576951e-06,0.9990378618240356,0.9989902377128601,10.546103700005915,Easy
10,I.15.10,0.000109361186332535,0.00010723899322329089,0.9990054965019226,0.999099850654602,52.60272009999608,Medium
10,I.15.3t,0.0019890759140253067,0.0030294470489025116,0.9933438301086426,0.9960103631019592,55.30486009999004,Hard
10,I.15.3x,0.0009413574007339776,0.0009156956220977008,0.9983803629875183,0.9984262585639954,55.6835401999997,Hard
10,I.16.6,0.00034057986340485513,0.0003178558254148811,0.9991113543510437,0.9990435838699341,2.890422700002091,Medium
10,I.18.12,0.00023898597282823175,0.00022370660735759884,0.9955061674118042,0.9958602786064148,55.37932060001185,Easy
10,I.18.16,0.00025706810993142426,0.00033522318699397147,0.9820521473884583,0.984993040561676,55.53092689999903,Easy
10,I.18.4,0.00012656439503189176,0.00014559105329681188,0.9991490244865417,0.9992871284484863,22.9314100999909,Medium
10,I.24.6,1.0625291906762868e-05,1.255441748071462e-05,0.9926667213439941,0.9945405721664429,55.4910763999942,Medium
10,I.25.13,0.0003202680964022875,0.0002830006997101009,0.9990977644920349,0.9990251064300537,3.5794440000026952,Easy
10,I.26.2,0.0002011593896895647,0.00020105356816202402,0.99907386302948,0.9990024566650391,40.31181519999518,Easy
10,I.27.6,3.0232231438276358e-05,3.0942992452764884e-05,0.9990128874778748,0.9990588426589966,9.15993019999587,Easy
10,I.29.16,0.015539566986262798,0.02324363961815834,0.8321274518966675,0.8896854519844055,55.231660999997985,Hard
10,I.29.4,9.790061449166387e-05,9.749508171807975e-05,0.9991527795791626,0.9991359710693359,8.555174599998281,Medium
10,I.30.3,0.0030009669717401266,0.003895395202562213,0.9779643416404724,0.9825400114059448,56.00405460000911,Hard
10,I.30.5,0.00013988075079396367,0.00014125769666861743,0.9991043210029602,0.999167263507843,3.5227607999986503,Easy
10,I.32.17,0.00670601986348629,2.9363598823547363,0.3552316427230835,0.9771209955215454,56.01029429999471,Hard
10,I.32.5,0.010321414098143578,0.015618369914591312,0.8954089879989624,0.950542151927948,55.57715120000648,Medium
10,I.34.10,0.0002652234979905188,0.0002485332079231739,0.999060332775116,0.9991154670715332,11.247290600003907,Medium
10,I.34.14,0.00014541846758220345,0.000127588544273749,0.9991085529327393,0.9990870356559753,15.919909000003827,Hard
10,I.34.27,9.364551078760996e-05,8.440313104074448e-05,0.9991820454597473,0.9991783499717712,7.516787000000477,Medium
10,I.34.8,0.0002738067414611578,0.00034155766479671,0.9897171258926392,0.9933763146400452,55.57111299999815,Medium
10,I.37.4,0.0006714843329973519,0.000780889589805156,0.9990183711051941,0.999079704284668,9.851889600002323,Hard
10,I.38.12,0.020015453919768333,0.008729961700737476,0.9991260766983032,0.9985635876655579,25.848976199995377,Medium
10,I.39.10,0.0001109313961933367,9.315789066022262e-05,0.9991289973258972,0.9989905953407288,3.3423822000040673,Medium
10,I.39.11,5.939324546488933e-05,5.885619611945003e-05,0.9990243315696716,0.9989981055259705,6.679427600000054,Medium
10,I.39.22,2.4461682187393308e-05,2.179693001380656e-05,0.9990880489349365,0.9991708993911743,21.61213699998916,Hard
10,I.40.1,0.0020175932440906763,0.004666746128350496,0.945195198059082,0.9776869416236877,55.296275799992145,Hard
10,I.41.16,9.52937625697814e-06,8.795443136477843e-06,0.9990044236183167,0.9989957213401794,43.75581990000501,Hard
