Layers,Nodes,Function,train MSE,test MSE,R2 Score,time,Level
1,2,I.32.5,0.010289772413671017,0.015094882808625698,0.8989145755767822,3.2895102999173105,Medium
1,2,I.34.10,0.004364104941487312,0.003993472550064325,0.9849012494087219,3.2582940999418497,Medium
1,2,I.34.14,0.0014886893332004547,0.0013750606449320912,0.9903927445411682,1.1874604998156428,Hard
1,2,I.34.27,0.0011447952128946781,0.0009705749689601362,0.9905944466590881,1.4595575002022088,Medium
1,2,I.34.8,0.011297759599983692,0.009798635728657246,0.7050042152404785,3.307416099589318,Medium
1,2,I.37.4,0.00896353181451559,0.009188150055706501,0.9884498119354248,3.2546971002593637,Hard
1,2,I.38.12,0.15181002020835876,0.09416021406650543,0.9905741214752197,1.9704348999075592,Medium
1,2,I.39.10,0.0011659293668344617,0.0010349586373195052,0.9903236031532288,0.49466879991814494,Medium
1,2,I.39.11,0.0006177963805384934,0.0005695896688848734,0.9905576109886169,1.938280399888754,Medium
1,2,I.39.22,0.0002858929510693997,0.00027066221809946,0.9886760711669922,3.3120821001939476,Hard
1,2,I.40.1,0.0024957233108580112,0.002395159797742963,0.9718719720840454,3.3263123999349773,Hard
1,2,I.41.16,9.989509999286383e-05,8.521922427462414e-05,0.9903536438941956,2.829959699884057,Hard
1,2,I.43.16,0.00022216030629351735,0.00023116845113690943,0.9903284311294556,2.636776899918914,Easy
1,2,I.43.31,0.0002382016828050837,0.00023795275774318725,0.9900590181350708,2.5658228998072445,Medium
1,2,I.43.43,0.010862501338124275,0.01218545250594616,0.8300809264183044,3.308161099907011,Medium
1,2,I.44.4,0.0017477264627814293,0.0018578461604192853,0.8571298122406006,3.3305839002132416,Hard
1,2,I.47.23,0.00043580797500908375,0.00041019872878678143,0.9903159737586975,1.863540600053966,Easy
1,2,I.50.26,0.007702995091676712,0.010487274266779423,0.9546445608139038,3.3088520001620054,Hard
1,2,I.6.20a,0.00019643078849185258,0.00019441006588749588,0.9900080561637878,1.6129838000051677,Hard
1,2,I.6.20b,0.0006902279565110803,0.0006796846282668412,0.9618836641311646,3.2867605998180807,Hard
1,2,I.6.20,0.0002814093604683876,0.0002514476655051112,0.9802631139755249,3.2609252999536693,Hard
1,2,I.9.18,0.0007029058178886771,0.0007192358607426286,0.0895841121673584,3.4285269998945296,Hard
1,2,II.10.9,0.0007568501750938594,0.0005672167171724141,0.9905109405517578,0.44365340005606413,Easy
1,2,II.11.17,0.01477938611060381,0.01931643858551979,0.7999988794326782,3.3398038004525006,Hard
1,2,II.11.20,3.0644900107290596e-05,2.934709846158512e-05,0.9837020039558411,3.3427331000566483,Hard
1,2,II.11.27,0.0007871290436014533,0.0013968371786177158,0.9903598427772522,1.8545373999513686,Hard
1,2,II.11.28,0.006803412456065416,0.0068897828459739685,0.9903339147567749,0.2680799001827836,Hard
1,2,II.11.3,0.00013152934843674302,0.0001196810117107816,0.9692955017089844,3.3295086002908647,Medium
1,2,II.13.17,0.0007092268206179142,0.0004711650835815817,0.9452971816062927,3.302078400272876,Easy
1,2,II.13.23,0.0023325104266405106,0.0014401128282770514,0.9868800640106201,3.297004899941385,Hard
1,2,II.13.34,0.003913722466677427,0.0031101054046303034,0.9619914889335632,3.2769283996894956,Hard
1,2,II.15.4,0.0040436084382236,0.004508144687861204,0.9224267601966858,3.2693555001169443,Easy
1,2,II.15.5,0.004158006049692631,0.004506452474743128,0.922455906867981,3.2528837001882493,Easy
1,2,II.2.42,0.002224559197202325,0.0021958809811621904,0.887026309967041,3.2905464000068605,Easy
1,2,II.21.32,0.00025035080034285784,0.01129089668393135,0.603259801864624,3.3136220001615584,Medium
1,2,II.24.17,0.000596917700022459,0.0006512092077173293,0.9903303980827332,0.22247579973191023,Hard
1,2,II.27.16,0.0003181852225679904,0.00033258265466429293,0.9808305501937866,3.2822679998353124,Easy
1,2,II.27.18,0.0003526326036080718,0.0003376559470780194,0.9901314973831177,2.006310800090432,Easy
1,2,II.3.24,2.6244455511914566e-05,2.3114505893317983e-05,0.988187849521637,3.251592899672687,Easy
1,2,II.34.11,0.00047122553223744035,0.0003910736122634262,0.9345532655715942,3.2786306999623775,Easy
1,2,II.34.29a,9.76836872723652e-06,9.203758054354694e-06,0.9727746844291687,3.2656306996941566,Medium
1,2,II.34.29b,0.0003061987226828933,0.0003281821554992348,0.9733513593673706,3.3070581001229584,Easy
1,2,II.34.2a,4.617230297299102e-05,4.9958711315412074e-05,0.9630547165870667,3.2643234999850392,Medium
1,2,II.34.2,6.10204333497677e-05,5.944507574895397e-05,0.9900662302970886,1.5978208999149501,Medium
1,2,II.35.18,0.00030670169508084655,0.00026796243037097156,0.9858996272087097,3.312408700119704,Hard
1,2,II.35.21,0.00014142038708087057,0.0001733602402964607,0.983329713344574,3.269843799993396,Hard
1,2,II.36.38,0.004492855165153742,0.00653031887486577,0.9421550035476685,3.371769799850881,Hard
1,2,II.37.1,0.001303483615629375,0.0012636014726012945,0.9901077747344971,0.6363873002119362,Medium
1,2,II.38.14,0.00011364780948497355,0.00010990031296387315,0.9902553558349609,0.8756173001602292,Easy
1,2,II.38.3,0.0002531415957491845,0.00022659344540443271,0.9905198216438293,2.3399805002845824,Easy
1,2,II.4.23,3.7988502299413085e-05,2.913289972639177e-05,0.9654998779296875,3.2588114999234676,Easy
1,2,II.6.11,0.0006649321294389665,0.0008820404764264822,0.5560056567192078,3.274510799907148,Medium
1,2,II.6.15a,0.007479083724319935,0.011810990050435066,0.9049922823905945,3.3256841003894806,Hard
1,2,II.6.15b,0.002927298191934824,0.003920533694326878,0.582579493522644,3.253435399848968,Hard
1,2,II.8.31,0.00010695712990127504,9.115992725128308e-05,0.9901779890060425,1.716153500135988,Easy
1,2,II.8.7,3.3363132388330996e-05,2.9842947697034106e-05,0.8745675086975098,3.2610855996608734,Medium
1,2,III.10.19,0.00102502410300076,0.001020027557387948,0.9900896549224854,1.05542270001024,Hard
1,2,III.12.43,0.0005115960375405848,0.00047520906082354486,0.9900032877922058,0.5534037998877466,Easy
1,2,III.13.18,0.012371143326163292,0.01009652391076088,0.8400201797485352,3.2923039002344012,Medium
1,2,III.14.14,0.006837565451860428,0.009234835393726826,0.8840047121047974,3.284613700117916,Medium
1,2,III.15.12,0.04867694154381752,0.05336814373731613,0.9374901652336121,3.25294389994815,Medium
1,2,III.15.14,0.0005156015977263451,0.0005657297442667186,0.9890271425247192,3.263577100355178,Medium
1,2,III.15.27,0.07031837105751038,0.05118415504693985,0.9902771711349487,0.7767922999337316,Easy
1,2,III.17.37,0.0015652067959308624,0.0018357548397034407,0.9872005581855774,3.268381299916655,Medium
1,2,III.19.51,8.178508323908318e-06,8.339447958860546e-06,-13.194526672363281,3.2894131001085043,Medium
1,2,III.21.20,0.0007147258147597313,0.0007349485531449318,0.9692513346672058,3.342496399767697,Hard
1,2,III.4.32,0.02715166099369526,0.031249351799488068,0.990199863910675,0.447331499774009,Medium
1,2,III.4.33,0.005261675454676151,0.005898878909647465,0.990858256816864,0.530623100232333,Hard
1,2,III.7.38,0.002413045149296522,0.0021043720189481974,0.9901451468467712,0.4928373000584543,Easy
1,2,III.8.54,0.050291720777750015,0.052566979080438614,0.5688716173171997,3.2332665002904832,Medium
1,2,III.9.52,0.001107503310777247,0.0010138627840206027,0.9510065913200378,3.3280353997834027,Hard
1,12,I.10.7,0.001445398316718638,0.0010310581419616938,0.9906066656112671,2.1571617000736296,Medium
1,12,I.11.19,0.06529027968645096,0.0683719739317894,0.7863051295280457,4.4206779999658465,Medium
1,12,I.12.11,0.013846240937709808,0.01522346306592226,0.8772217631340027,4.399084400385618,Medium
1,12,I.12.1,0.0006329062161967158,0.0005920609692111611,0.9942625164985657,0.8256108998320997,Easy
1,12,I.12.2,0.00014835073670838028,0.00019600914674811065,0.8219007253646851,4.392948700115085,Medium
1,12,I.12.4,0.00010612751793814823,9.638765914132819e-05,0.9704574346542358,4.336340699810535,Easy
1,12,I.12.5,0.0009807513561099768,0.0008912791963666677,0.9913628697395325,0.48437750013545156,Easy
1,12,I.13.12,0.00032673130044713616,0.0003124513605143875,0.9754037857055664,4.4186348002403975,Medium
1,12,I.13.4,0.0009404870215803385,0.0009216199978254735,0.9908599853515625,1.4067055000923574,Medium
1,12,I.14.3,0.00036807803553529084,0.0003923366020899266,0.9902628064155579,1.6454532998614013,Easy
1,12,I.14.4,8.544525189790875e-05,8.083618740784004e-05,0.9905497431755066,2.0848071998916566,Easy
1,12,I.15.10,0.0012447233311831951,0.0010725510073825717,0.9900532364845276,2.3943730001337826,Medium
1,12,I.15.3t,0.0186249241232872,0.01734689623117447,0.9618859887123108,4.380021700169891,Hard
1,12,I.15.3x,0.005975473206490278,0.005091568920761347,0.9909941554069519,2.9063691003248096,Hard
1,12,I.16.6,0.0032056025229394436,0.003236097516492009,0.9909525513648987,0.15579509967938066,Medium
1,12,I.18.12,0.006231822073459625,0.006350040901452303,0.8724404573440552,4.323122000321746,Easy
1,12,I.18.16,0.004456603899598122,0.004601698834449053,0.753624677658081,4.407011699862778,Easy
1,12,I.18.4,0.001369417179375887,0.0016366940690204501,0.9904337525367737,0.5480323997326195,Medium
1,12,I.24.6,9.775516809895635e-05,0.00010614257917040959,0.9380000829696655,4.37475229986012,Medium
1,12,I.25.13,0.0034780227579176426,0.0029119611717760563,0.9907165765762329,0.34741710033267736,Easy
1,12,I.26.2,0.0018551881657913327,0.0019344512838870287,0.9910891056060791,1.4845817000605166,Easy
1,12,I.27.6,0.0003111757105216384,0.000309562572510913,0.9901249408721924,1.7003695000894368,Easy
1,12,I.29.16,0.035929907113313675,0.041187554597854614,0.7025311589241028,4.361115099862218,Hard
1,12,I.29.4,0.0008990397327579558,0.0008845995762385428,0.9923129081726074,0.5254792999476194,Medium
1,12,I.30.3,0.055011093616485596,0.057474393397569656,0.6748759746551514,4.344655499793589,Hard
1,12,I.30.5,0.0016408642986789346,0.0015553294215351343,0.9901382923126221,0.47570740012452006,Easy
1,12,I.32.17,0.014161191880702972,4.166199207305908,0.08518248796463013,4.523000199813396,Hard
1,12,I.32.5,0.002323324792087078,0.005920759867876768,0.9603506326675415,4.372702700085938,Medium
1,12,I.34.10,0.0036814750637859106,0.002581859938800335,0.9902383685112,0.3357595996931195,Medium
1,12,I.34.14,0.0013751811347901821,0.0013087197439745069,0.9908562302589417,1.6277761003002524,Hard
1,12,I.34.27,0.0009057734278030694,0.0009605594095773995,0.9906914830207825,0.44549919990822673,Medium
1,12,I.34.8,0.01041015237569809,0.01063066627830267,0.679955244064331,4.39091009972617,Medium
1,12,I.37.4,0.0062586343847215176,0.006629041396081448,0.9916667938232422,0.5260097002610564,Hard
1,12,I.38.12,0.098763108253479,0.08154352009296417,0.9918370842933655,1.9311681003309786,Medium
1,12,I.39.10,0.0010162807302549481,0.0009330185130238533,0.9912766814231873,0.37287129973992705,Medium
1,12,I.39.11,0.0006795794470235705,0.0005993629456497729,0.9900640249252319,0.7173752998933196,Medium
1,12,I.39.22,0.00031270066392607987,0.00023138591495808214,0.9903193116188049,2.307264299597591,Hard
1,12,I.40.1,0.0033785609994083643,0.0038744520861655474,0.9544996619224548,4.742053999565542,Hard
1,12,I.41.16,0.00010228468454442918,8.738170436117798e-05,0.9901089072227478,1.9252632996067405,Hard
1,12,I.43.16,0.00031587781268171966,0.00023657525889575481,0.9901021718978882,2.168640200048685,Easy
1,12,I.43.31,0.00021083214960526675,0.00023730228713247925,0.9900861978530884,1.1306691002100706,Medium
1,12,I.43.43,0.0005305738304741681,0.0006528659723699093,0.9908961653709412,2.349370100069791,Medium
1,12,I.44.4,0.0012942609610036016,0.0014001085655763745,0.8923302888870239,4.65318589983508,Hard
1,12,I.47.23,0.0004791332466993481,0.0004127045685891062,0.9902568459510803,0.7343800999224186,Easy
1,12,I.50.26,0.0065710400231182575,0.00936655793339014,0.9594914317131042,4.573900400195271,Hard
1,12,I.6.20a,0.0001986346615012735,0.00019126916595268995,0.9901695251464844,0.4756744997575879,Hard
1,12,I.6.20b,0.0035706583876162767,0.003750020870938897,0.789700984954834,4.5432403003796935,Hard
1,12,I.6.20,0.00014017689682077616,0.00012528972001746297,0.9901655912399292,1.1796534997411072,Hard
1,12,I.9.18,0.0003953028644900769,0.000500255438964814,0.3667716383934021,4.98623379971832,Hard
1,12,II.10.9,0.0004589578602463007,0.0005015050992369652,0.9916102886199951,0.9323962000198662,Easy
1,12,II.11.17,0.011197750456631184,0.012357361614704132,0.8720527291297913,4.870040599722415,Hard
1,12,II.11.20,0.0007256492972373962,0.0006954059354029596,0.6138036251068115,4.581808999646455,Hard
1,12,II.11.27,0.0010092982556670904,0.0015001088613644242,0.9896471500396729,4.545699699781835,Hard
1,12,II.11.28,0.008914574980735779,0.007011265028268099,0.9901634454727173,0.8805447998456657,Hard
1,12,II.11.3,0.00021058866695966572,0.00020817870972678065,0.9465911388397217,4.882412400096655,Medium
1,12,II.13.17,0.0002866400755010545,0.00018933185492642224,0.9780183434486389,4.651011799927801,Easy
1,12,II.13.23,0.00151356915012002,0.0010938714258372784,0.9900344610214233,2.4669320001266897,Hard
1,12,II.13.34,0.0018779069650918245,0.001452900585718453,0.9822441339492798,4.546316400170326,Hard
1,12,II.15.4,0.0005503647262230515,0.0005755829624831676,0.9900957345962524,2.4810218000784516,Easy
1,12,II.15.5,0.00048483358114026487,0.0005663468036800623,0.9902547001838684,2.7393097998574376,Easy
1,12,II.2.42,0.000249489676207304,0.00030311147565953434,0.984405517578125,4.623087800107896,Easy
1,12,II.21.32,0.00028903037309646606,0.011138771660625935,0.608605146408081,4.593285699840635,Medium
1,12,II.24.17,0.000596285448409617,0.0005849202279932797,0.991314709186554,0.26326199993491173,Hard
1,12,II.27.16,0.00018487295892555267,0.0001678036933299154,0.9903280735015869,1.1529449000954628,Easy
1,12,II.27.18,0.0004239432164467871,0.000313356751576066,0.9908416867256165,0.8040514001622796,Easy
1,12,II.3.24,0.0002841234381776303,0.0002755620807874948,0.8591798543930054,4.45264510018751,Easy
1,12,II.34.11,5.1828505092998967e-05,5.2869945648126304e-05,0.9911521077156067,2.1263398001901805,Easy
1,12,II.34.29a,3.6320161598268896e-05,3.418852429604158e-05,0.8988681435585022,4.584396499674767,Medium
1,12,II.34.29b,0.00010691216448321939,0.00011738129978766665,0.9904685616493225,3.5055790999904275,Easy
1,12,II.34.2a,5.3215306252241135e-05,4.952240487909876e-05,0.9633774161338806,4.585346799809486,Medium
1,12,II.34.2,5.879489253857173e-05,5.865833372808993e-05,0.9901977181434631,4.166445099748671,Medium
1,12,II.35.18,0.00013552508607972413,0.0001872696593636647,0.990145742893219,3.3369594998657703,Hard
1,12,II.35.21,0.00011724467913154513,0.00013570078590419143,0.9869510531425476,4.630252600181848,Hard
1,12,II.36.38,0.0007166441064327955,0.0011264197528362274,0.9900222420692444,3.9504831000231206,Hard
1,12,II.37.1,0.0012154229916632175,0.0011217407882213593,0.9912183284759521,0.8200540002435446,Medium
1,12,II.38.14,8.066830923780799e-05,8.274839638033882e-05,0.9926628470420837,1.0654306998476386,Easy
1,12,II.38.3,0.00020335942099336535,0.00022452211123891175,0.9906064867973328,1.7973282001912594,Easy
1,12,II.4.23,5.1835573685821146e-05,4.721152799902484e-05,0.9440906047821045,4.525649999734014,Easy
1,12,II.6.11,0.0001139476808020845,0.00015109156083781272,0.9239447712898254,4.574451600201428,Medium
1,12,II.6.15a,0.01270548440515995,0.013627826236188412,0.8903776407241821,4.656743200030178,Hard
1,12,II.6.15b,0.002324630506336689,0.0031072087585926056,0.6691744327545166,4.521071599796414,Hard
1,12,II.8.31,8.451165194856003e-05,8.595173858338967e-05,0.9907391667366028,1.1327475998550653,Easy
1,12,II.8.7,6.201431096997112e-05,6.550351099576801e-05,0.7246830463409424,4.604808700270951,Medium
1,12,III.10.19,0.0007561699021607637,0.0010047302348539233,0.9902383089065552,0.9726447998546064,Hard
1,12,III.12.43,0.0004251627833582461,0.00041770367533899844,0.9912129640579224,0.37038789968937635,Easy
1,12,III.13.18,0.0006125188083387911,0.0006194040179252625,0.9901854991912842,1.1481921002268791,Medium
1,12,III.14.14,0.0041671935468912125,0.007029193453490734,0.9117089509963989,4.651641000062227,Medium
1,12,III.15.12,0.005821690429002047,0.007562803570181131,0.9911417365074158,1.2963812998495996,Medium
1,12,III.15.14,0.00045753439189866185,0.0004899978521279991,0.9904959797859192,1.404701799619943,Medium
1,12,III.15.27,0.06573182344436646,0.051207005977630615,0.9902728199958801,0.3105875002220273,Easy
1,12,III.17.37,0.0017132263164967299,0.002148462226614356,0.9850202202796936,4.671529499813914,Medium
1,12,III.19.51,3.08138805849012e-05,3.263044709456153e-05,-54.540096282958984,4.644636400043964,Medium
1,12,III.21.20,0.00023165863240137696,0.00019963552767876536,0.9916476607322693,1.480504000093788,Hard
1,12,III.4.32,0.02883710339665413,0.03151670843362808,0.9901160597801208,0.1995317996479571,Medium
1,12,III.4.33,0.004816495813429356,0.005028815474361181,0.9922066330909729,0.2800777996890247,Hard
1,12,III.7.38,0.002236261498183012,0.0018927204655483365,0.9911363124847412,0.5188115001656115,Easy
1,12,III.8.54,0.007411651313304901,0.009460103698074818,0.9224128723144531,4.591979699674994,Medium
1,12,III.9.52,0.0006515411077998579,0.000671047659125179,0.9675726294517517,4.591404899954796,Hard
1,22,I.10.7,0.0013124661054462194,0.0010028607212007046,0.990863561630249,1.0321244997903705,Medium
1,22,I.11.19,0.10984564572572708,0.1301351934671402,0.5932657718658447,4.964845200069249,Medium
1,22,I.12.11,0.014418221078813076,0.015167145058512688,0.8776760101318359,4.868111399933696,Medium
1,22,I.12.1,0.0007618343224748969,0.0007752851233817637,0.9924869537353516,0.48838309990242124,Easy
1,22,I.12.2,0.0002886271686293185,0.0004925653920508921,0.5524417161941528,4.829745100345463,Medium
1,22,I.12.4,0.00012816772505175322,0.00012010424688924104,0.9631883502006531,4.579906599596143,Easy
1,22,I.12.5,0.0008759970660321414,0.000932264665607363,0.990965723991394,0.4891539001837373,Easy
1,22,I.13.12,0.0016453528078272939,0.0016086753457784653,0.8733647465705872,4.9132413999177516,Medium
1,22,I.13.4,0.0007196806254796684,0.0007696828688494861,0.9923667907714844,1.5277507002465427,Medium
1,22,I.14.3,0.00035280361771583557,0.00038592464989051223,0.9904219508171082,2.12862760014832,Easy
1,22,I.14.4,9.883101301966235e-05,8.11041027191095e-05,0.9905184507369995,0.7689402000978589,Easy
1,22,I.15.10,0.0012441681465134025,0.001064806361682713,0.9901250600814819,1.5258581996895373,Medium
1,22,I.15.3t,0.015699127689003944,0.016077326610684395,0.9646754860877991,4.8229223000817,Hard
1,22,I.15.3x,0.01470253337174654,0.014227339066565037,0.9748350381851196,4.796892600134015,Hard
1,22,I.16.6,0.003231892129406333,0.003154519945383072,0.9911805987358093,0.27637039963155985,Medium
1,22,I.18.12,0.004531725775450468,0.004605182446539402,0.907491147518158,4.673805899918079,Easy
1,22,I.18.16,0.0028306408785283566,0.0032138244714587927,0.8279315829277039,4.786456800065935,Easy
1,22,I.18.4,0.00151571084279567,0.001595747540704906,0.9906730651855469,0.6928695999085903,Medium
1,22,I.24.6,0.00024359974486287683,0.0002380912919761613,0.8609262704849243,4.819954100064933,Medium
1,22,I.25.13,0.00300795491784811,0.0029526175931096077,0.9905869364738464,0.21520520001649857,Easy
1,22,I.26.2,0.0018684518290683627,0.0019112860318273306,0.991195797920227,1.3631849996745586,Easy
1,22,I.27.6,0.0002612323733046651,0.0002768437552731484,0.9911686778068542,1.1251308000646532,Easy
1,22,I.29.16,0.03928406164050102,0.039225321263074875,0.716702938079834,4.766761799808592,Hard
1,22,I.29.4,0.0010536231566220522,0.0009585999650880694,0.9916698336601257,1.3359413999132812,Medium
1,22,I.30.3,0.05552203208208084,0.06515702605247498,0.6314164400100708,5.018198300153017,Hard
1,22,I.30.5,0.0018759984523057938,0.00153098173905164,0.9902926683425903,0.868193699978292,Easy
1,22,I.32.17,0.0242632944136858,3.384697437286377,0.2567852735519409,5.1012795004062355,Hard
1,22,I.32.5,0.005855880212038755,0.014118419028818607,0.9054536819458008,4.832467599771917,Medium
1,22,I.34.10,0.0030337655916810036,0.0024676439352333546,0.9906702041625977,2.028470399789512,Medium
1,22,I.34.14,0.0015970382373780012,0.001368231954984367,0.9904404282569885,0.7877525999210775,Hard
1,22,I.34.27,0.0008844113908708096,0.000960390199907124,0.9906931519508362,0.5504902000539005,Medium
1,22,I.34.8,0.00819441769272089,0.008525263518095016,0.7433400750160217,4.819765700027347,Medium
1,22,I.37.4,0.00497668469324708,0.005904028192162514,0.9925782084465027,0.9228604002855718,Hard
1,22,I.38.12,0.1217384785413742,0.0916338711977005,0.9908270239830017,1.3261435003951192,Medium
1,22,I.39.10,0.0007126721320673823,0.0007148236618377268,0.9933167099952698,0.44835880026221275,Medium
1,22,I.39.11,0.0005834837211295962,0.0005740225897170603,0.9904841184616089,1.4255659999325871,Medium
1,22,I.39.22,0.0009191544377245009,0.0010114597389474511,0.9576826691627502,4.9043711996637285,Hard
1,22,I.40.1,0.002497344743460417,0.0019313378725200891,0.9773190021514893,5.03255599969998,Hard
1,22,I.41.16,7.237544195959345e-05,8.504168363288045e-05,0.9903737902641296,3.5320219001732767,Hard
1,22,I.43.16,0.00019289828196633607,0.0001839616015786305,0.9923034310340881,1.274193899706006,Easy
1,22,I.43.31,0.00022837801952846348,0.00022462876222562045,0.9906156659126282,2.3980450998060405,Medium
1,22,I.43.43,0.0006008550990372896,0.0006668883725069463,0.9907006025314331,1.356042199768126,Medium
1,22,I.44.4,0.0002415485942037776,0.0002745384117588401,0.9788877367973328,5.031231599859893,Hard
1,22,I.47.23,0.0003734507772605866,0.0003817706601694226,0.9909871220588684,0.2959785000421107,Easy
1,22,I.50.26,0.00705683184787631,0.010803893208503723,0.953275203704834,4.841593699995428,Hard
1,22,I.6.20a,8.915834041545168e-05,8.16939354990609e-05,0.9958012700080872,0.4040189003571868,Hard
1,22,I.6.20b,0.004041875246912241,0.0038363293278962374,0.7848608493804932,4.741593599785119,Hard
1,22,I.6.20,9.982773917727172e-05,0.00011475347127998248,0.9909926652908325,1.8300932999700308,Hard
1,22,I.9.18,0.0002804901741910726,0.00030936094117350876,0.6084078550338745,4.984923900105059,Hard
1,22,II.10.9,0.0005377392517402768,0.0005717943422496319,0.9904344081878662,0.8531786999665201,Easy
1,22,II.11.17,0.011671585030853748,0.010912549681961536,0.8870121836662292,4.930236199870706,Hard
1,22,II.11.20,0.00036779549554921687,0.00035258030402474105,0.8041931986808777,5.191378800198436,Hard
1,22,II.11.27,0.000687012099660933,0.0014270726824179292,0.9901511669158936,3.545970699749887,Hard
1,22,II.11.28,0.00859606359153986,0.006323556415736675,0.9911283254623413,0.23326289979740977,Hard
1,22,II.11.3,0.00015486877236980945,0.0001677705004112795,0.956957995891571,4.933081099763513,Medium
1,22,II.13.17,0.00019867467926815152,0.00014469354937318712,0.9832009077072144,4.891374500002712,Easy
1,22,II.13.23,0.0011288796085864305,0.0010596850188449025,0.9903458952903748,4.380561400204897,Hard
1,22,II.13.34,0.0006603914080187678,0.000704240461345762,0.991393506526947,1.532532799988985,Hard
1,22,II.15.4,0.0004283077723812312,0.0005170713411644101,0.9911025762557983,1.198872699867934,Easy
1,22,II.15.5,0.0017442473908886313,0.0017397296614944935,0.9700638651847839,4.629680200014263,Easy
1,22,II.2.42,0.0001569043379276991,0.00018391387129668146,0.9905380010604858,2.9686561999842525,Easy
1,22,II.21.32,0.0006600164924748242,0.014329503290355206,0.4964890480041504,4.898966399952769,Medium
1,22,II.24.17,0.0006208687555044889,0.0006708106375299394,0.9900393486022949,0.8929587998427451,Hard
1,22,II.27.16,0.00015821024135220796,0.00017197900160681456,0.9900874495506287,4.597071399912238,Easy
1,22,II.27.18,0.0003246022679377347,0.00028355332324281335,0.9917126893997192,1.253218200057745,Easy
1,22,II.3.24,2.0798011973965913e-05,1.8708587958826683e-05,0.9904393553733826,3.2259122002869844,Easy
1,22,II.34.11,5.109298581373878e-05,4.651837298297323e-05,0.992215096950531,3.585476300213486,Easy
1,22,II.34.29a,1.9218203306081705e-05,1.9718292605830356e-05,0.9416720271110535,4.684845099691302,Medium
1,22,II.34.29b,6.235581531655043e-05,0.00011831828305730596,0.9903924465179443,4.859251799993217,Easy
1,22,II.34.2a,0.00010984276741510257,0.00010175725765293464,0.9247488975524902,4.664466800168157,Medium
1,22,II.34.2,5.69509356864728e-05,5.975304520688951e-05,0.9900147914886475,2.2113455003127456,Medium
1,22,II.35.18,0.00019166403217241168,0.00017046957509592175,0.9910297989845276,2.166807900182903,Hard
1,22,II.35.21,0.00011191963858436793,0.0001383969356538728,0.9866917729377747,4.937949100043625,Hard
1,22,II.36.38,0.0007603196427226067,0.0009961954783648252,0.9911757707595825,3.8500128998421133,Hard
1,22,II.37.1,0.0010491611901670694,0.001203969120979309,0.9905745983123779,0.8767138998955488,Medium
1,22,II.38.14,0.00011280235776212066,0.00010433255374664441,0.9907490015029907,2.211859699804336,Easy
