Layers,Nodes,Function,train MSE,test MSE,time
1,8,III.12.43,0.00040757644455879927,0.0003579054318834096,0.28798510041087866
1,8,III.15.27,0.06726595759391785,0.05249878391623497,0.4538346999324858
1,8,III.7.38,0.0024234571028500795,0.002017027698457241,0.5495163002051413
1,16,I.12.1,0.0009732167818583548,0.0008977603865787387,0.2711693001911044
1,16,I.12.4,2.9216946131782606e-05,2.792637314996682e-05,7.501347899902612
1,16,I.12.5,0.0009840631391853094,0.0009734374471008778,0.14475580025464296
1,16,I.14.3,0.00038172019412741065,0.00038492694147862494,0.5438077999278903
1,16,I.14.4,9.281219536205754e-05,7.81633862061426e-05,0.4898853995837271
1,16,I.18.12,0.005331453867256641,0.00562538905069232,7.600144300144166
1,16,I.18.16,0.004836920648813248,0.005181229207664728,8.43827289994806
1,16,I.25.13,0.003721932414919138,0.0027600780595093966,0.15980360005050898
1,16,I.26.2,0.00246416381560266,0.0021229444537311792,0.7396889002993703
1,16,I.27.6,0.0002527677279431373,0.00028721365379169583,1.0953335999511182
1,16,I.30.5,0.0010061152279376984,0.000826511881314218,0.24013040028512478
1,16,I.43.16,0.000221732392674312,0.00017263084009755403,1.0622897995635867
1,16,I.47.23,0.00041822021012194455,0.00038586356095038354,0.19079330004751682
1,16,II.10.9,0.0004673647345043719,0.0003298670635558665,0.4256298001855612
1,16,II.13.17,0.0001188586320495233,8.235060522565618e-05,2.5114301000721753
1,16,II.15.4,0.00047712153173051775,0.0005725323571823537,1.8527407003566623
1,16,II.15.5,0.0004967313725501299,0.0005600109579972923,1.3323947000317276
1,16,II.2.42,0.00018808079767040908,0.00018643977819010615,4.588592900428921
1,16,II.27.16,0.00016515910101588815,0.00016144057735800743,1.1026513003744185
1,16,II.27.18,0.00033986030030064285,0.0003159881744068116,0.43697329983115196
1,16,II.3.24,1.6821733879623935e-05,1.81084487849148e-05,0.9241443001665175
1,16,II.34.11,6.984682113397866e-05,5.957164103165269e-05,1.5585968000814319
1,16,II.34.29b,8.792990411166102e-05,0.00011358615302015096,4.073289500083774
1,16,II.38.14,6.371786730596796e-05,5.3221796406432986e-05,0.31272749975323677
1,16,II.38.3,0.00027464207960292697,0.00023108602908905596,1.2952770995907485
1,16,II.4.23,8.04629144113278e-06,7.580022611364257e-06,2.4341294998303056
1,16,II.8.31,9.271919407183304e-05,8.538438123650849e-05,0.21398460026830435
1,16,III.12.43,0.0003762642154470086,0.0003185061505064368,0.12153400015085936
1,16,III.15.27,0.05151089280843735,0.03965136408805847,0.2726443996652961
1,16,III.7.38,0.002014731988310814,0.001460624160245061,0.7343858000822365
1,32,I.12.1,0.0010247515747323632,0.0009278596262447536,0.6311415997333825
1,32,I.12.4,2.2467118469648995e-05,2.9539196475525387e-05,5.084481399971992
1,32,I.12.5,0.0007988496799953282,0.0007243161089718342,0.24582230020314455
1,32,I.14.3,0.00020972768834326416,0.00023471868189517409,1.482164999935776
1,32,I.14.4,9.248368587577716e-05,7.222752901725471e-05,0.3715303000062704
1,32,I.18.12,0.003280330216512084,0.0034501226618885994,8.024132099933922
1,32,I.18.16,0.004783301614224911,0.005077993962913752,8.034818899817765
1,32,I.25.13,0.002117411233484745,0.001653868006542325,0.22305959975346923
1,32,I.26.2,0.001942298375070095,0.0018701611552387476,1.3843718999996781
1,32,I.27.6,0.0002213881816715002,0.00022370975057128817,0.20575470011681318
1,32,I.30.5,0.0008801365038380027,0.0008056162623688579,0.21043199999257922
1,32,I.43.16,0.00024128104269038886,0.00022766864276491106,0.8568001999519765
1,32,I.47.23,0.0003231713781133294,0.00031256434158422053,0.2145382002927363
1,32,II.10.9,0.0007423501810990274,0.0005747681716457009,0.2151278001256287
1,32,II.13.17,0.00012135758879594505,6.51211230433546e-05,2.272345900069922
1,32,II.15.4,0.0004903175868093967,0.0005603361059911549,1.8660496002994478
1,32,II.15.5,0.0051603796891868114,0.00543040968477726,8.000726600177586
1,32,II.2.42,0.00020367423712741584,0.0001923916715895757,5.358721600379795
1,32,II.27.16,0.00017804962408263236,0.00014789990382269025,0.6076956000179052
1,32,II.27.18,0.0002747845428530127,0.00024124082119669765,0.18034159997478127
1,32,II.3.24,2.336617217224557e-05,1.8047063349513337e-05,0.6240167999640107
1,32,II.34.11,7.193326746346429e-05,5.4778418416390195e-05,6.327535400167108
1,32,II.34.29b,7.678086694795638e-05,0.00011822057422250509,7.321397500112653
1,32,II.38.14,7.203948189271614e-05,8.001187234185636e-05,0.3017334998585284
1,32,II.38.3,0.0003266237035859376,0.00022084530792199075,0.7864141999743879
1,32,II.4.23,8.339831765624695e-06,7.678085239604115e-06,1.6263439999893308
1,32,II.8.31,9.388089529238641e-05,8.928630995796993e-05,0.2802402996458113
1,32,III.12.43,0.0004432159475982189,0.00044232213986106217,0.12418750021606684
1,32,III.15.27,0.05882319435477257,0.04729912057518959,0.684107500128448
1,32,III.7.38,0.002235695254057646,0.002104921266436577,0.37770620035007596
1,64,I.12.1,0.0007374408887699246,0.0007007178501226008,1.8000976997427642
1,64,I.12.4,3.2050913432613015e-05,3.099688183283433e-05,8.410095199942589
1,64,I.12.5,0.0010794750414788723,0.0009343673591502011,0.5979619999416173
1,64,I.14.3,0.0003847071493510157,0.0003651752485893667,2.8084986000321805
1,64,I.14.4,3.742528133443557e-05,3.437805571593344e-05,0.21469879988580942
1,64,I.18.12,0.0067171319387853146,0.006315018516033888,8.629909500014037
1,64,I.18.16,0.009376292116940022,0.009186320938169956,8.047072099987417
1,64,I.25.13,0.0035033985041081905,0.0028115790337324142,0.17469700006768107
1,64,I.26.2,0.0017738892929628491,0.0015926675405353308,0.8522366001270711
1,64,I.27.6,0.0002048515307251364,0.0002028169546974823,0.3766910000704229
1,64,I.30.5,0.0016468678368255496,0.0015575849683955312,0.5944215999916196
1,64,I.43.16,0.000263711903244257,0.00018358997476752847,1.6756349997594953
1,64,I.47.23,0.0003305167774669826,0.00030601033358834684,0.689676099922508
1,64,II.10.9,0.0004312520322855562,0.0003049059887416661,0.3787718997336924
1,64,II.13.17,9.829371265368536e-05,5.22735936101526e-05,2.7023459998890758
1,64,II.15.4,0.0005209352821111679,0.0005452443147078156,2.6459261002019048
1,64,II.15.5,0.0005035885842517018,0.0005789882852695882,2.025648399721831
1,64,II.2.42,0.00016989906725939363,0.00018495065160095692,5.909890499897301
1,64,II.27.16,0.00016214634524658322,0.00016968214185908437,2.648889099713415
1,64,II.27.18,0.00023443491954822093,0.00019030258408747613,0.3236890002153814
1,64,II.3.24,3.516845390549861e-05,1.9281731511000544e-05,0.2115825996734202
1,64,II.34.11,6.631786527577788e-05,5.4268439271254465e-05,1.8815616997890174
1,64,II.34.29b,9.409771882928908e-05,0.0001028382612275891,4.537469399627298
1,64,II.38.14,9.280690574087203e-05,8.475921640638262e-05,0.1793271000497043
1,64,II.38.3,0.00018274696776643395,0.00017133334768004715,3.1944681997410953
1,64,II.4.23,7.814431228325702e-06,7.418152563332114e-06,1.6898928000591695
1,64,II.8.31,5.703871283913031e-05,4.9636579205980524e-05,0.1782017000950873
1,64,III.12.43,0.0005356115871109068,0.00046718239900656044,0.1777968998067081
1,64,III.15.27,0.060159940272569656,0.04676184430718422,0.8437908999621868
1,64,III.7.38,0.002525440650060773,0.00210903980769217,0.7652321001514792
1,128,I.12.1,0.0007372724357992411,0.0006831386126577854,2.018115899991244
1,128,I.12.4,3.223376188543625e-05,3.0650266126031056e-05,2.903643500059843
1,128,I.12.5,0.00039271163404919207,0.00039514017407782376,2.3292927001602948
1,128,I.14.3,0.0003668431018013507,0.00038341194158419967,4.121726000215858
1,128,I.14.4,8.135814277920872e-05,7.742054731352255e-05,1.4420865001156926
1,128,I.18.12,0.005071800202131271,0.0057200170122087,8.753281000070274
1,128,I.18.16,0.008279578760266304,0.008920141495764256,8.53715609991923
1,128,I.25.13,0.0029235503170639277,0.0023845371324568987,1.8200097000226378
1,128,I.26.2,0.0023279557935893536,0.002098984783515334,2.288979500066489
1,128,I.27.6,0.00013486364332493395,0.00012961462198290974,1.2476085000671446
1,128,I.30.5,0.0009434664971195161,0.0007691733771935105,2.074680000077933
1,128,I.43.16,0.00021924964676145464,0.00016234222857747227,3.2072847997769713
1,128,I.47.23,0.00020598506671376526,0.00020116526866331697,1.6608196999877691
1,128,II.10.9,0.0006331175100058317,0.0005865629645995796,1.4742497997358441
1,128,II.13.17,9.93592620943673e-05,5.344964665709995e-05,5.051888999994844
1,128,II.15.4,0.00039204160566441715,0.00048614112893119454,2.7228262000717223
1,128,II.15.5,0.000360242702299729,0.0004517601919360459,5.97220590012148
1,128,II.2.42,0.0001731979427859187,0.0001896052126539871,8.524012200068682
1,128,II.27.16,0.00014640539302490652,0.00013700783893000335,1.9556774999946356
1,128,II.27.18,0.00024162234331015497,0.00020583410514518619,0.9173729000613093
1,128,II.3.24,1.677732143434696e-05,1.5104767953744158e-05,0.8246112000197172
1,128,II.34.11,4.8932095523923635e-05,4.268082557246089e-05,6.007741500157863
1,128,II.34.29b,0.00011044873099308461,0.00012183973740320653,6.3304179003462195
1,128,II.38.14,3.460687366896309e-05,3.5215969546698034e-05,0.4641505000181496
1,128,II.38.3,0.00025056576123461127,0.00023708831577096134,3.8106152997352183
1,128,II.4.23,7.2926254688354675e-06,6.986612334003439e-06,7.9447754002176225
1,128,II.8.31,7.420931797241792e-05,7.716556137893349e-05,1.0162408999167383
1,128,III.12.43,0.0002106745378114283,0.00020791783754248172,0.8204508000053465
1,128,III.15.27,0.05409180372953415,0.05042414367198944,1.685132599901408
1,128,III.7.38,0.0010800851741805673,0.0009322924306616187,2.864820799790323
2,4,I.12.1,0.0010195784270763397,0.0009060164447873831,0.20747240027412772
2,4,I.12.4,2.728186700551305e-05,3.046165147679858e-05,3.359453100245446
2,4,I.12.5,0.0011452862527221441,0.0009135686559602618,0.20545639982447028
2,4,I.14.3,0.00040116094169206917,0.0003686616837512702,0.2959750001318753
2,4,I.14.4,8.345268724951893e-05,7.43253986001946e-05,0.5553339999169111
2,4,I.18.12,0.004753615241497755,0.005468051880598068,7.452194799669087
2,4,I.18.16,0.0025507353711873293,0.002694073598831892,7.6143916002474725
2,4,I.25.13,0.0024923449382185936,0.0024988267105072737,0.2089325999841094
2,4,I.26.2,0.0023802651558071375,0.0021344642154872417,0.3810287001542747
2,4,I.27.6,0.000309053692035377,0.0002960790880024433,0.6523881000466645
2,4,I.30.5,0.0017201921436935663,0.0014144711894914508,0.1767591000534594
2,4,I.43.16,0.00020451635646168143,0.0002155686670448631,0.6966975997202098
2,4,I.47.23,0.00044707406777888536,0.00040885634371079504,0.32558450009673834
2,4,II.10.9,0.0006700964877381921,0.0005318094627000391,0.20691320020705462
2,4,II.13.17,8.303351933136582e-05,7.246770110214129e-05,1.571770700160414
2,4,II.15.4,0.0005180209991522133,0.0005576389958150685,0.7221738998778164
2,4,II.15.5,0.00042398623190820217,0.0005133518134243786,1.394658399745822
2,4,II.2.42,0.00014370089047588408,0.00018326575809624046,2.206098400056362
2,4,II.27.16,0.00016786178457550704,0.00016788886568974704,0.6218654997646809
2,4,II.27.18,0.0003350202168803662,0.0002785468241199851,0.32092610001564026
2,4,II.3.24,1.7563244909979403e-05,1.8149050447391346e-05,0.7908533001318574
2,4,II.34.11,5.8202735090162605e-05,4.861062916461378e-05,1.3919247002340853
2,4,II.34.29b,9.621275239624083e-05,0.00012096634600311518,2.1079600998200476
2,4,II.38.14,0.00011321563215460628,0.00010183641279581934,0.1759893000125885
2,4,II.38.3,0.00027705906541086733,0.00022893238929100335,0.5665471004322171
2,4,II.4.23,7.969792932271957e-06,8.017022082640324e-06,3.405262800399214
2,4,II.8.31,8.264720963779837e-05,6.842659058747813e-05,0.1637532999739051
2,4,III.12.43,0.0003802166902460158,0.00036677499883808196,0.23413999984040856
2,4,III.15.27,0.05865424871444702,0.04596405103802681,0.2970762001350522
2,4,III.7.38,0.0020483634434640408,0.00211948505602777,0.39574830001220107
2,8,I.12.1,0.000954067800194025,0.0008952061180025339,0.10740139987319708
2,8,I.12.4,2.4271612346637994e-05,3.137850217171945e-05,6.822398900054395
2,8,I.12.5,0.0005416069179773331,0.0005499864928424358,0.18856219993904233
2,8,I.14.3,0.0004032112774439156,0.0004027806571684778,0.59956040000543
2,8,I.14.4,7.212385389721021e-05,7.924926467239857e-05,0.6993367001414299
2,8,I.18.12,0.002202914096415043,0.002482742303982377,8.879249699879438
2,8,I.18.16,0.0025062395725399256,0.003195923287421465,8.923616399988532
2,8,I.25.13,0.0017892818432301283,0.0014790389686822891,0.1391317001543939
2,8,I.26.2,0.0021160945761948824,0.002097389427945018,0.5578733999282122
2,8,I.27.6,0.0002857288345694542,0.000277220067800954,0.42507580015808344
2,8,I.30.5,0.0012290190206840634,0.0011927440064027905,0.14053130010142922
2,8,I.43.16,0.00023598759435117245,0.00015393724606838077,0.28319810004904866
2,8,I.47.23,0.0003972042177338153,0.00036743414239026606,0.1786707998253405
2,8,II.10.9,0.00048151210648939013,0.0004761560121551156,0.3552084001712501
2,8,II.13.17,0.0001470211282139644,8.590108336647972e-05,1.1307911998592317
2,8,II.15.4,0.00043009070213884115,0.0005183868925087154,0.8491111998446286
2,8,II.15.5,0.0004958414356224239,0.0005051187472417951,3.061766800004989
2,8,II.2.42,0.00016949254495557398,0.00016900768969208002,1.2418336998671293
2,8,II.27.16,0.00014818993804510683,0.00016804605547804385,0.6674100998789072
2,8,II.27.18,0.00033684787922538817,0.000323683547321707,0.38080860022455454
2,8,II.3.24,2.699684955587145e-05,1.8308875951333903e-05,0.5849131997674704
2,8,II.34.11,5.324652011040598e-05,4.5746201067231596e-05,0.8574079000391066
2,8,II.34.29b,8.246414654422551e-05,0.0001167927694041282,1.5396954999305308
2,8,II.38.14,9.881008736556396e-05,9.083897748496383e-05,0.21137410029768944
2,8,II.38.3,0.0002824763651005924,0.0002124465099768713,0.7584418999031186
2,8,II.4.23,9.051424967765342e-06,7.381953309959499e-06,1.573430999647826
2,8,II.8.31,6.89583903294988e-05,6.903830217197537e-05,0.23417910002171993
2,8,III.12.43,0.0004730497021228075,0.00043059937888756394,0.14093160023912787
2,8,III.15.27,0.055134572088718414,0.042188312858343124,0.35331689985468984
2,8,III.7.38,0.0025998656637966633,0.0018521399470046163,0.30764809995889664
2,16,I.12.1,0.0007576372590847313,0.000708193052560091,0.17815429996699095
2,16,I.12.4,2.2813705072621815e-05,2.5818057110882364e-05,1.2424715999513865
2,16,I.12.5,0.0009788537863641977,0.00087348697707057,0.21834849985316396
2,16,I.14.3,0.0004026503302156925,0.0003835514944512397,0.227137700188905
2,16,I.14.4,7.91787970229052e-05,7.12993205524981e-05,0.25280810007825494
2,16,I.18.12,0.003486965550109744,0.004070197697728872,9.619102700147778
2,16,I.18.16,0.0015736852074041963,0.0019488520920276642,9.79457850009203
2,16,I.25.13,0.0022004737984389067,0.002039792248979211,0.18322339979931712
2,16,I.26.2,0.002155559603124857,0.0020445643458515406,0.47200100030750036
2,16,I.27.6,0.00030217229505069554,0.00031016310094855726,0.23108369996771216
2,16,I.30.5,0.0013490899000316858,0.001422818866558373,0.15534389996901155
2,16,I.43.16,0.00023785412486176938,0.00018913745589088649,0.2313425000756979
2,16,I.47.23,0.0003513503179419786,0.00033968116622418165,0.15677040023729205
2,16,II.10.9,0.0004929187125526369,0.00045071818749420345,0.15336620016023517
2,16,II.13.17,0.00019911308481823653,7.858770550228655e-05,0.6209821999073029
2,16,II.15.4,0.00047588712186552584,0.00050680513959378,0.7188805001787841
2,16,II.15.5,0.00028037632000632584,0.00032524767448194325,0.6553889000788331
2,16,II.2.42,0.00018299598013982177,0.00017403560923412442,0.9072178998030722
2,16,II.27.16,0.00013846406363882124,0.00015019156853668392,0.6394818997941911
2,16,II.27.18,0.0003491641255095601,0.0002709285472519696,0.1804577000439167
2,16,II.3.24,1.4638306311098859e-05,1.7577394828549586e-05,0.5792175997048616
2,16,II.34.11,6.590296106878668e-05,5.833556497236714e-05,0.23251260025426745
2,16,II.34.29b,7.719423592789099e-05,0.00011680333409458399,1.0020532002672553
2,16,II.38.14,7.591014582430944e-05,7.076527981553227e-05,0.14375220006331801
2,16,II.38.3,0.00020976302039343864,0.00019824646005872637,0.6075242999941111
2,16,II.4.23,1.024252560455352e-05,7.729277058388107e-06,0.7135840998962522
2,16,II.8.31,4.6849207137711346e-05,4.388474189909175e-05,0.36086839996278286
2,16,III.12.43,0.0003928142541553825,0.0004061393847223371,0.1467211004346609
2,16,III.15.27,0.04412079602479935,0.044122256338596344,0.3045095996931195
2,16,III.7.38,0.002877978142350912,0.0020227553322911263,0.25016009993851185
2,32,I.12.1,0.0005246163927949965,0.00047470637946389616,0.15810300037264824
2,32,I.12.4,2.8905800718348473e-05,3.2459509384352714e-05,2.1327184000983834
2,32,I.12.5,0.0011137612164020538,0.000949120381847024,0.514206700026989
2,32,I.14.3,0.0004047727561555803,0.00040192093001678586,0.5648731999099255
2,32,I.14.4,5.0151735194958746e-05,4.848704702453688e-05,0.31659460021182895
2,32,I.18.12,0.002133642788976431,0.0023513652849942446,10.075495100114495
2,32,I.18.16,0.0016077215550467372,0.002075890311971307,10.555419799871743
2,32,I.25.13,0.0025391587987542152,0.0023904533591121435,0.22214120021089911
2,32,I.26.2,0.0013935526367276907,0.0012377260718494654,0.35559049993753433
2,32,I.27.6,0.0002681310288608074,0.00026006894768215716,0.32418219977989793
2,32,I.30.5,0.0011710249818861485,0.001167118432931602,0.4821653999388218
2,32,I.43.16,0.00016226219304371625,0.00016061414498835802,1.2242212002165616
2,32,I.47.23,0.00031943636713549495,0.00028836747515015304,0.202458499930799
2,32,II.10.9,0.0005789159331470728,0.000588411872740835,0.16660779993981123
2,32,II.13.17,7.745192851871252e-05,5.324526136973873e-05,2.934669599868357
2,32,II.15.4,0.0004877123865298927,0.0005351206636987627,0.4220902998931706
2,32,II.15.5,0.00030992276151664555,0.0003295783535577357,0.9012414999306202
2,32,II.2.42,8.112935029203072e-05,0.00013186286378186196,1.882364199962467
2,32,II.27.16,8.013932529138401e-05,8.499222167301923e-05,0.7264987998642027
2,32,II.27.18,0.0002025793946813792,0.0001865360391093418,0.3567613000050187
2,32,II.3.24,1.7733205822878517e-05,1.7525828297948465e-05,0.5098370998166502
2,32,II.34.11,5.858048825757578e-05,5.0344086048426107e-05,1.123182199895382
2,32,II.34.29b,7.595636998303235e-05,0.0001114101687562652,1.7572202999144793
2,32,II.38.14,8.314624574268237e-05,8.869224257068709e-05,0.19683510018512607
2,32,II.38.3,0.000231960802921094,0.00018746283603832126,0.4460151996463537
2,32,II.4.23,7.97603752289433e-06,8.237759175244719e-06,2.439065699931234
2,32,II.8.31,3.563415884855203e-05,3.33584139298182e-05,0.2766286004334688
2,32,III.12.43,0.00032710598316043615,0.00028859940357506275,0.15900419978424907
2,32,III.15.27,0.047770895063877106,0.04412996396422386,0.8147583999671042
2,32,III.7.38,0.002475729677826166,0.002012991113588214,0.2018037000671029
2,64,I.12.1,0.0004535093321464956,0.00039535315590910614,0.38118960009887815
2,64,I.12.4,1.9933428120566532e-05,2.084084553644061e-05,7.784800500143319
2,64,I.12.5,0.0006667422712780535,0.0006679723737761378,0.4233593000099063
2,64,I.14.3,0.0002275470324093476,0.00022854606504552066,0.74649260006845
2,64,I.14.4,7.381600153166801e-05,5.954249354545027e-05,0.47625220008194447
2,64,I.18.12,0.006201008800417185,0.006147368345409632,12.450015199836344
2,64,I.18.16,0.0036026015877723694,0.004820747766643763,12.773505600169301
2,64,I.25.13,0.0009300484089180827,0.0007756773266009986,0.5921710003167391
2,64,I.26.2,0.0016280491836369038,0.0016094301827251911,0.5480684000067413
2,64,I.27.6,0.00029903301037847996,0.0002724570513237268,0.5396918999031186
2,64,I.30.5,0.001290318090468645,0.0012144356733188033,0.587884200271219
2,64,I.43.16,0.00018976698629558086,0.00018394242215435952,1.462291699834168
2,64,I.47.23,0.00044399657053872943,0.00040618531056679785,0.6276340000331402
2,64,II.10.9,0.0003997226303908974,0.0003468960348982364,0.5558044998906553
2,64,II.13.17,6.068219954613596e-05,5.6955286709126085e-05,4.359511600341648
2,64,II.15.4,0.0004243590810801834,0.00047527896822430193,1.089566399808973
2,64,II.15.5,0.00041162269189953804,0.00046538611059077084,0.8863200997002423
2,64,II.2.42,0.0001316658890573308,0.00017017456411849707,4.015348399989307
2,64,II.27.16,0.0001281609438592568,0.00012136989971622825,0.9068693998269737
2,64,II.27.18,0.00017275914433412254,0.00016118782514240593,0.6912527000531554
2,64,II.3.24,2.004633097385522e-05,1.8526858184486628e-05,0.5133966999128461
2,64,II.34.11,6.09219896432478e-05,5.019060699851252e-05,1.8912583999335766
2,64,II.34.29b,5.7002271205419675e-05,8.083307329798117e-05,1.9817509003914893
2,64,II.38.14,4.779828668688424e-05,4.8190988309215754e-05,0.4677614998072386
2,64,II.38.3,0.000228272911044769,0.0001927934354171157,1.0651390999555588
2,64,II.4.23,7.858847311581485e-06,6.339640549413161e-06,1.0416879002004862
2,64,II.8.31,5.0125541747547686e-05,5.0519112846814096e-05,0.5161378001794219
2,64,III.12.43,0.00046889507211744785,0.00041347689693793654,0.3458789996802807
2,64,III.15.27,0.05384877696633339,0.042133305221796036,0.6899943999014795
2,64,III.7.38,0.0018676972249522805,0.0017611834919080138,0.6958127999678254
2,128,I.12.1,0.0009062253520824015,0.0007881864439696074,1.0464766002260149
2,128,I.12.4,7.485919195460156e-05,9.074750414583832e-05,16.90268819965422
2,128,I.12.5,0.0008054510690271854,0.0006938765873201191,0.9578853002749383
2,128,I.14.3,0.0003314932400826365,0.00035036480403505266,1.4904005001299083
2,128,I.14.4,0.00010020348418038338,8.437596989097074e-05,0.9508058000355959
2,128,I.18.12,0.052285537123680115,0.04315601661801338,32.444708900060505
2,128,I.18.16,0.018204521387815475,0.019221248105168343,37.14532480016351
2,128,I.25.13,0.0015014626551419497,0.0012662035878747702,1.2238419000059366
2,128,I.26.2,0.0017580019775778055,0.0016866601072251797,1.1829287000000477
2,128,I.27.6,0.03215986490249634,0.03141115605831146,34.12674259999767
2,128,I.30.5,0.0009935356210917234,0.0009886652696877718,1.5930798002518713
2,128,I.43.16,0.02951224520802498,0.02394985593855381,29.5237926999107
2,128,I.47.23,0.0003911197418347001,0.00038601915002800524,0.8811321002431214
2,128,II.10.9,0.0003482167376205325,0.00026708131190389395,0.9799882001243532
2,128,II.13.17,0.013616264797747135,0.009080605581402779,25.871885700151324
2,128,II.15.4,0.01354686077684164,0.014850251376628876,27.400345799978822
2,128,II.15.5,0.0004036160826217383,0.0004394924908410758,2.383339799940586
2,128,II.2.42,0.018321657553315163,0.019439253956079483,45.23097090004012
2,128,II.27.16,0.015914959833025932,0.017448093742132187,30.66683700028807
2,128,II.27.18,0.00046890362864360213,0.0003383508592378348,0.928859899751842
2,128,II.3.24,2.3691020032856613e-05,1.9108740161755122e-05,0.987767199985683
2,128,II.34.11,5.447506919153966e-05,5.2932253311155364e-05,1.2485660002566874
2,128,II.34.29b,0.010249221697449684,0.012417283840477467,40.858384100254625
2,128,II.38.14,6.801753625040874e-05,6.486617348855361e-05,0.8738114996813238
2,128,II.38.3,0.0002803022798616439,0.00019891445117536932,1.326513800304383
2,128,II.4.23,9.709367077448405e-06,7.083380751282675e-06,1.5634520999155939
